Автор объявления,Состояние квартиры,Этаж,Жилой фонд,Балкон / лоджия,id,link,Санузел,Планировка,Парковочное место,title,Ливинг,Тип,Жилая площадь,Тип здания,Количество этажей,Площадь кухни,Застройщик,price,Адрес,Высота потолков,Количество комнат,Общая площадь
Агентство,Eвроремонт,10,Новострой,1,103616352,https://999.md/ru/103616352?location=subcategory&index=1764,1,,Oткрытое,"2-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",,Продам,,,10,,,220 000 €,"Кишинёв мун., Кишинёв, Центр, str. Alexandru cel Bun, 108",,2-х комнатная квартира,83 м²
Агентство,Косметический pемонт,9,Новострой,2,103576730,https://999.md/ru/103576730?location=subcategory&index=1765,3,,Oткрытое,"2-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,Продам,,,11,,,225 000 €,"Кишинёв мун., Кишинёв, Центр, str. Alexandru cel Bun, 108",,2-х комнатная квартира,105 м²
Агентство,Eвроремонт,16,Новострой,2,103517028,https://999.md/ru/103517028?location=subcategory&index=1766,2,Индивидуальная,Oткрытое,"4-x комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",,Продам,,Mонолитный,18,,,135 900 €,"Кишинёв мун., Кишинёв, Ботаника, пр-т Дачия, 46",,4-x комнатная квартира,110 м²
Агентство,Eвроремонт,6,Новострой,,103511378,https://999.md/ru/103511378?location=subcategory&index=1767,1,,Oткрытое,"2-х комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,Продам,,,10,,Basconslux,150 000 €,"Кишинёв мун., Кишинёв, Телецентр, str. Sprîncenoaia, 3/K",,2-х комнатная квартира,65 м²
Агентство,Eвроремонт,5,Новострой,1,103506869,https://999.md/ru/103506869?location=subcategory&index=1768,1,,Oткрытое,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",,Продам,,,10,,Dansicons,165 000 €,"Кишинёв мун., Кишинёв, Ботаника, bd. Decebal, 99/C",,2-х комнатная квартира,60 м²
Агентство,Eвроремонт,9,Новострой,1,103434581,https://999.md/ru/103434581?location=subcategory&index=1769,2,,Oткрытое,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,Продам,,,14,,Eldorado Terra,249 900 €,"Кишинёв мун., Кишинёв, Ботаника, bd. Decebal, 6/4",,2-х комнатная квартира,84 м²
Агентство,Eвроремонт,1,Новострой,1,103434502,https://999.md/ru/103434502?location=subcategory&index=1770,1,,Oткрытое,"1-комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,Продам,,,10,,Volare Tur,101 900 €,"Кишинёв мун., Кишинёв, Ботаника, ул. Гренобле, 120/4",,1-комнатная квартира,45 м²
Агентство,Белый вариант,9,Новострой,1,103434453,https://999.md/ru/103434453?location=subcategory&index=1771,1,,Oткрытое,"1-комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,,,,12,,Inamstro,124 900 €,"Кишинёв мун., Кишинёв, Буюканы, ул. Каля Ешилор, 6",,1-комнатная квартира,56 м²
Застройщик,Eвроремонт,2,Новострой,1,50556564,https://999.md/ru/50556564?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY2OTM5NTAsIkMiOnsiciI6MSwiYiI6MTQwLCJjIjoyNzAsInoiOjE0MDQsImEiOiI1MDU1NjU2NCIsImkiOiI4OS4xNDkuOTMuMTM5IiwicyI6ImRlc2t0b3AiLCJwIjoiYWRzX2xpc3RfaW5saW5lIiwieCI6InByZW1pdW0iLCJsIjoiNmE0NmJkODctMTQzMi00MzUzLWJjZGUtMmJkYWZjNjYyMjFmIiwiZSI6Ijg5LjE0OS45My4xMzkiLCJnIjoibGl0ZSIsInQiOiIyMDI2LTA0LTIwVDEzOjA1OjUwLjQwMTI2NjQ0WiJ9fQ.RUzFHiKe222xrASI8erAdXo6GUKHwD0cxQ4XwkgP6Gg&placement=ADS_LIST_INLINE_REDESIGN&adType=booster&location=subcategory&index=1772,1,,Oткрытое,"3-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",,Сдаю помесячно,,,4,,,1 500 €,"Кишинёв мун., Кишинёв, Буюканы, Primaverii, 11",,3-х комнатная квартира,75 м²
Агентство,Белый вариант,8,Новострой,1,103358149,https://999.md/ru/103358149?location=subcategory&index=1773,2,,Oткрытое,"3-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,Продам,,,10,,Dansicons,178 900 €,"Кишинёв мун., Кишинёв, Ботаника, bd. Decebal, 99",,3-х комнатная квартира,87 м²
Агентство,Eвроремонт,10,Новострой,1,103287705,https://999.md/ru/103287705?location=subcategory&index=1774,1,,Oткрытое,"3-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,,,,12,,Exfactor-grup,210 000 €,"Кишинёв мун., Кишинёв, Ботаника, str. Tudor Strișcă, 8/1",,3-х комнатная квартира,95 м²
Агентство,Eвроремонт,3,Вторичный,1,103182063,https://999.md/ru/103182063?location=subcategory&index=1775,1,,Oткрытое,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,Продам,,,4,,,92 900 €,"Кишинёв мун., Кишинёв, Ботаника, str. Minsk, 26/2",,2-х комнатная квартира,45 м²
Агентство,Eвроремонт,2,Вторичный,1,103181966,https://999.md/ru/103181966?location=subcategory&index=1776,1,,Oткрытое,"3-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,Продам,,,4,,,103 900 €,"Кишинёв мун., Кишинёв, Буюканы, str. Vasile Lupu, 31",,3-х комнатная квартира,54 м²
Агентство,Eвроремонт,9,Новострой,1,103122557,https://999.md/ru/103122557?location=subcategory&index=1777,1,,Oткрытое,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,Продам,,,14,,Inamstro,194 900 €,"Кишинёв мун., Кишинёв, Буюканы, ул. Каля Ешилор, 6",,2-х комнатная квартира,75 м²
Агентство,Eвроремонт,2,Вторичный,1,102757020,https://999.md/ru/102757020?location=subcategory&index=1778,1,,Oткрытое,"3-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,Продам,,,2,,,149 000 €,"Кишинёв мун., Кишинёв, Центр, str. Columna, 180",,3-х комнатная квартира,160 м²
Агентство,Eвроремонт,6,Новострой,1,102692180,https://999.md/ru/102692180?location=subcategory&index=1779,1,,Oткрытое,"1-комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,Продам,,,9,,,105 000 €,"Кишинёв мун., Кишинёв, Ботаника, str. Burebista, 25",,1-комнатная квартира,43 м²
Агентство,Белый вариант,8,Новострой,1,102683125,https://999.md/ru/102683125?location=subcategory&index=1780,2,,Oткрытое,"2-х комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,Продам,,,15,,Exfactor-grup,135 000 €,"Кишинёв мун., Кишинёв, Телецентр, ул. Пьетрарилор, 10/5",,2-х комнатная квартира,83 м²
Агентство,Eвроремонт,9,Новострой,1,101933700,https://999.md/ru/101933700?location=subcategory&index=1781,1,,Oткрытое,"2-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,Продам,,,10,,,185 000 €,"Кишинёв мун., Кишинёв, Центр, ул. Валя Трандафирилор, 20",,2-х комнатная квартира,90 м²
Агентство,Белый вариант,7,Новострой,1,101864996,https://999.md/ru/101864996?location=subcategory&index=1782,2,,Подземная,"1-комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,Продам,,,9,,Exfactor-grup,91 900 €,"Кишинёв мун., Кишинёв, Буюканы, ул. Ион Буздуган, 11",,1-комнатная квартира,50 м²
Агентство,Белый вариант,5,Новострой,1,101855457,https://999.md/ru/101855457?location=subcategory&index=1783,2,,Подземная,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,Продам,,,14,,Exfactor-grup,145 500 €,"Кишинёв мун., Кишинёв, Буюканы, ул. Василе Лупу, 28",,2-х комнатная квартира,75 м²
Частное лицо,,4,Новострой,,103531678,https://999.md/ru/103531678?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY2OTM5NTAsIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDM1MzE2NzgiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2lubGluZSIsIngiOiIiLCJsIjoiNThhOTJhMWYtYTE4NS00YjkxLTk2MmQtYWQwOWRkZDVmMWQxIiwiZSI6Ijg5LjE0OS45My4xMzkiLCJnIjoicGx1cyIsInQiOiIyMDI2LTA0LTIwVDEzOjA1OjUwLjQwMTM3MjYyNFoifX0.8xCu48X1BGHVX9KJHxoLgsa_Q4OZ70dQOacDSLpPeSs&placement=ADS_LIST_INLINE_REDESIGN&adType=booster&location=subcategory&index=1784,,,,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,Продам,,,9,,Exfactor-grup,172 900 €,"Кишинёв мун., Кишинёв, Буюканы, str. Ion Buzdugan, 13",,2-х комнатная квартира,72 м²
Агентство,Eвроремонт,6,Новострой,1,101842718,https://999.md/ru/101842718?location=subcategory&index=1785,2,,Oткрытое,"2-х комнатная квартира,  Старая Почта,  Кишинёв,  Кишинёв мун.",,Продам,,,10,,,124 900 €,"Кишинёв мун., Кишинёв, Старая Почта, str. Gheorghe Madan, 85/6",,2-х комнатная квартира,53 м²
Агентство,Eвроремонт,2,Новострой,1,101722070,https://999.md/ru/101722070?location=subcategory&index=1786,1,,Oткрытое,"1-комнатная квартира,  Центр,  Дурлешты,  Кишинёв мун.",Квартира с ливингом,Продам,,,10,,,87 900 €,"Кишинёв мун., Дурлешты, Центр, Картуша, 97/3",,1-комнатная квартира,50 м²
Агентство,Eвроремонт,5,Новострой,,101426649,https://999.md/ru/101426649?location=subcategory&index=1787,2,,Oткрытое,"2-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,Продам,,,16,,Sky House,218 500 €,"Кишинёв мун., Кишинёв, Центр, ул. Лев Толстой, 63/1",,2-х комнатная квартира,82 м²
Агентство,Eвроремонт,4,Новострой,,101317029,https://999.md/ru/101317029?location=subcategory&index=1788,1,,Подземная,"1-комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,,,,6,,Inamstro,119 900 €,"Кишинёв мун., Кишинёв, Буюканы, str. Liviu Deleanu, 10/7",,1-комнатная квартира,47 м²
Агентство,Eвроремонт,2,Новострой,,101214607,https://999.md/ru/101214607?location=subcategory&index=1789,1,Индивидуальная,Oткрытое,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",,Продам,,,8,,,189 900 €,"Кишинёв мун., Кишинёв, Буюканы, str. Grigore Alexandrescu, 6",,2-х комнатная квартира,84 м²
Агентство,Eвроремонт,10,Новострой,2,101190521,https://999.md/ru/101190521?location=subcategory&index=1790,2,,Oткрытое,"2-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,Продам,,,11,,Eldorado Terra,177 900 €,"Кишинёв мун., Кишинёв, Чокана, str. Ginta Latina, 12/7",,2-х комнатная квартира,93 м²
Агентство,Белый вариант,2,Новострой,3,100986461,https://999.md/ru/100986461?location=subcategory&index=1791,2,,Oткрытое,"2-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,Продам,,,5,,,245 000 €,"Кишинёв мун., Кишинёв, Центр, ул. Лакулуй, 35",,2-х комнатная квартира,90 м²
Агентство,Eвроремонт,5,Вторичный,1,100935883,https://999.md/ru/100935883?location=subcategory&index=1792,1,,Oткрытое,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,Продам,,,5,,,89 900 €,"Кишинёв мун., Кишинёв, Ботаника, ул. Христо Ботев, 21",,2-х комнатная квартира,47 м²
Агентство,Индивидуальный дизайн,1,Новострой,1,100772466,https://999.md/ru/100772466?location=subcategory&index=1793,1,Индивидуальная,Подземная,"2-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,Продам,,Kирпичный,13,,Inamstro,215 000 €,"Кишинёв мун., Кишинёв, Центр, str. Calea Ieșilor, 6",,2-х комнатная квартира,80 м²
Агентство,Eвроремонт,14,Новострой,2,100124424,https://999.md/ru/100124424?location=subcategory&index=1794,2,,Oткрытое,"2-х комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,Продам,,,17,,Eldorado Terra,280 000 €,"Кишинёв мун., Кишинёв, Рышкановка, str. Bogdan Voievod, 1",,2-х комнатная квартира,93 м²
Застройщик,Белый вариант,2,Новострой,,102378715,https://999.md/ru/102378715?location=subcategory&index=1795,1,,Подземная,"2-х комнатная квартира,  Центр,  Криково,  Кишинёв мун.",Квартира с ливингом,Продам,,Kотельцовый,6,,Varicom,76 920 €,"Кишинёв мун., Криково, Центр, str. Chişinău, 68",,2-х комнатная квартира,64 м²
Агентство,Белый вариант,3,Новострой,,103447819,https://999.md/ru/103447819?location=subcategory&index=1796,,,,"2-х комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.",,Продам,,,12,,,69 720 €,Расположение,,2-х комнатная квартира,64 м²
Агентство,Белый вариант,4,Новострой,,104077202,https://999.md/ru/104077202?location=subcategory&index=1797,1,,,"1-комнатная квартира,  Центр,  Дурлешты,  Кишинёв мун.",Квартира с ливингом,,,,7,,,80 000 €,"Кишинёв мун., Дурлешты, Центр, str. Mihai Viteazul, .",,1-комнатная квартира,50 м²
Агентство,Eвроремонт,6,Новострой,1,104020264,https://999.md/ru/104020264?location=subcategory&index=1798,2,,,"3-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,Продам,,,19,,,179 800 €,"Кишинёв мун., Кишинёв, Чокана, str. Mihail Sadoveanu, .",,3-х комнатная квартира,66 м²
Частное лицо,Косметический pемонт,20,Вторичный,1,103971014,https://999.md/ru/103971014?location=subcategory&index=1799,2,,Oткрытое,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",,Продам,,Панельный,21,,,60 000 €,"Кишинёв мун., Кишинёв, Ботаника, bd. Dacia, 29",,2-х комнатная квартира,43 м²
Агентство,Белый вариант,3,Новострой,1,89571034,https://999.md/ru/89571034?location=subcategory&index=1800,1,,Подземная,"2-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,Продам,,,7,,,240 000 €,"Кишинёв мун., Кишинёв, Центр, str. Moara Roșie, 5",,2-х комнатная квартира,80 м²
Частное лицо,Eвроремонт,5,Новострой,,100618094,https://999.md/ru/100618094?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY2OTM5NTAsIkMiOnsiciI6MSwiYiI6MTQwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDA2MTgwOTQiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2Zvb3RlciIsIngiOiIiLCJsIjoiY2M4NGVkY2YtZGQyOC00MjgzLThjZmYtYmVjNWI4ZGVhMDQ3IiwiZSI6Ijg5LjE0OS45My4xMzkiLCJnIjoibGl0ZSIsInQiOiIyMDI2LTA0LTIwVDEzOjA1OjUwLjM5Njc0NTcwM1oifX0.iBNoFMwqpGCiHnXzXtFqtxKRzTyIR-EMWZ-EmBqGy2k&placement=ADS_LIST_FOOTER_REDESIGN&adType=booster&location=subcategory&index=9,,,,"2-х комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,,,,15,,Horus,198 000 €,"Кишинёв мун., Кишинёв, Рышкановка, str. Matei Basarab, 1/1",,2-х комнатная квартира,86 м²
Застройщик,Eвроремонт,2,Новострой,1,57264969,https://999.md/ru/57264969?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY2OTM5NTAsIkMiOnsiciI6MSwiYiI6MTQwLCJjIjoyNzAsInoiOjE0MDQsImEiOiI1NzI2NDk2OSIsImkiOiI4OS4xNDkuOTMuMTM5IiwicyI6ImRlc2t0b3AiLCJwIjoiYWRzX2xpc3RfZm9vdGVyIiwieCI6InByZW1pdW0iLCJsIjoiNmE0NmJkODctMTQzMi00MzUzLWJjZGUtMmJkYWZjNjYyMjFmIiwiZSI6Ijg5LjE0OS45My4xMzkiLCJnIjoibGl0ZSIsInQiOiIyMDI2LTA0LTIwVDEzOjA1OjUwLjM5Njc2ODY3MVoifX0.5DVCAIFs5WvobmIfoVOROpzsz1oZy1iM2gAyyJDZZmQ&placement=ADS_LIST_FOOTER_REDESIGN&adType=booster&location=subcategory&index=10,1,Индивидуальная,Oткрытое,"3-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,Сдаю посуточно,,Kотельцовый,4,,Stroy Invest,100 €,"Кишинёв мун., Кишинёв, Буюканы, str. Primăverii, 11",,3-х комнатная квартира,75 м²
Частное лицо,Eвроремонт,4,Новострой,1,103925896,https://999.md/ru/103925896?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY2OTM5NTAsIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDM5MjU4OTYiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2Zvb3RlciIsIngiOiIiLCJsIjoiZDYyODE4NDktOWQwZC00MWExLWI0MDEtNDc4ZmYxNmQ0YWM0IiwiZSI6Ijg5LjE0OS45My4xMzkiLCJnIjoicGx1cyIsInQiOiIyMDI2LTA0LTIwVDEzOjA1OjUwLjM5Njc4MTQ4N1oifX0.uuGHb_vdWNz_ODLf30wjKeDizjONJl3x9YveecmubYI&placement=ADS_LIST_FOOTER_REDESIGN&adType=booster&location=subcategory&index=11,2,Индивидуальная,Oткрытое,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",Квартира без ливинга,,,Блочный,9,12 м²,Silentagro,153 000 €,"Кишинёв мун., Кишинёв, Буюканы, str. Nicolai Costin, 44/4",260 см,2-х комнатная квартира,67 м²
Застройщик,Индивидуальный дизайн,8,Новострой,2,104005905,https://999.md/ru/104005905?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY2OTM5NTAsIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDQwMDU5MDUiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2Zvb3RlciIsIngiOiIiLCJsIjoiYWU5YmM3ZjItODQ4OC00ZmYzLWEzYzItOTdkZjJkM2ZkODU5IiwiZSI6Ijg5LjE0OS45My4xMzkiLCJnIjoidHVyYm8iLCJ0IjoiMjAyNi0wNC0yMFQxMzowNTo1MC4zOTY4MDQzMTlaIn19.bDIZlHgspqJs9mhdmibfg5hmpW5iABGpAoast7pyJS8&placement=ADS_LIST_FOOTER_REDESIGN&adType=booster&location=subcategory&index=12,1,,Oткрытое,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,Сдаю помесячно,,,8,,,1 000 €,"Кишинёв мун., Кишинёв, Буюканы, str. Vissarion Belinski, 71",,2-х комнатная квартира,87 м²
Частное лицо,Eвроремонт,6,Вторичный,2,102633669,https://999.md/ru/102633669?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY2OTM5NTAsIkMiOnsiciI6MSwiYiI6MTQwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDI2MzM2NjkiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2Zvb3RlciIsIngiOiIiLCJsIjoiOWEzNmFhMWYtNmNhYi00MDkwLWE1ZTctOTUwZjdjMTkyNGJjIiwiZSI6Ijg5LjE0OS45My4xMzkiLCJnIjoibGl0ZSIsInQiOiIyMDI2LTA0LTIwVDEzOjA1OjUwLjM5NjQxNDk3MVoifX0.Nfppq4I2n8X7fdyHLWqJfzDtv52rwifgB8xyHd9v2yk&placement=ADS_LIST_FOOTER_REDESIGN&adType=booster&location=subcategory&index=1,2,,,"4-x комнатная квартира,  Центр,  Бельцы,  Бельцы мун.",,Продам,,,10,15 м²,,106 000 €,"Бельцы мун., Бельцы, Центр, str. Alexandr Pușkin, 10",,4-x комнатная квартира,100 м²
Агентство,,3,Вторичный,,104091924,https://999.md/ru/104091924?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY2OTM5NTAsIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDQwOTE5MjQiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2Zvb3RlciIsIngiOiJwcmVtaXVtIiwibCI6ImQ4MGQyMmM1LTA3NTQtNDgxYS05Y2IxLTM2N2YzNzFmYTMzNiIsImUiOiI4OS4xNDkuOTMuMTM5IiwiZyI6InR1cmJvIiwidCI6IjIwMjYtMDQtMjBUMTM6MDU6NTAuMzk2NDY3ODcyWiJ9fQ.n-lm9KwvKSx7TsPt_eobYbpbIbvBFCEhgS_8tWIwHh0&placement=ADS_LIST_FOOTER_REDESIGN&adType=booster&location=subcategory&index=2,,,,"3-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",,Продам,,,10,,,135 000 €,"Кишинёв мун., Кишинёв, Чокана, str. Nicolae Milescu Spătarul, 1",,3-х комнатная квартира,80 м²
Частное лицо,,5,Вторичный,1,103887006,https://999.md/ru/103887006?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY2OTM5NTAsIkMiOnsiciI6MSwiYiI6MTQwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDM4ODcwMDYiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2Zvb3RlciIsIngiOiJwcm8iLCJsIjoiNjJkOTNiYjUtNDI5YS00MWYyLWI2ZmUtZDRmNDkyNDYyODMwIiwiZSI6Ijg5LjE0OS45My4xMzkiLCJnIjoibGl0ZSIsInQiOiIyMDI2LTA0LTIwVDEzOjA1OjUwLjM5NjUyOTM3MloifX0.cKaWFJHHwL3GXd7nBB3E72o7glcZUwIsPyyHXXAuL-0&placement=ADS_LIST_FOOTER_REDESIGN&adType=booster&location=subcategory&index=3,2,,,"2-х комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",Квартира без ливинга,Продам,,Kотельцовый,5,,,85 000 €,"Кишинёв мун., Кишинёв, Рышкановка, str. Dumitru Rîșcanu, 33/1",,2-х комнатная квартира,60 м²
Частное лицо,Eвроремонт,9,Вторичный,,104092667,https://999.md/ru/104092667?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY2OTM5NTAsIkMiOnsiciI6MSwiYiI6MTQwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDQwOTI2NjciLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2Zvb3RlciIsIngiOiIiLCJsIjoiNWMwZWRhN2ItOTYzOC00ODQ1LTk2Y2EtOWU0ZmY0YmM1YzFlIiwiZSI6Ijg5LjE0OS45My4xMzkiLCJnIjoibGl0ZSIsInQiOiIyMDI2LTA0LTIwVDEzOjA1OjUwLjM5NjU1NjAwM1oifX0.ZKei0aWn_49WCrO--a9XHmMlZhlcN-irr4Tpbr-Cyxk&placement=ADS_LIST_FOOTER_REDESIGN&adType=booster&location=subcategory&index=4,1,,Oткрытое,"2-х комнатная квартира,  Скулянка,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,Продам,50 м²,,16,,,110 000 €,"Кишинёв мун., Кишинёв, Скулянка, str. Calea Ieșilor, 16/1",,2-х комнатная квартира,50 м²
Застройщик,Eвроремонт,2,Вторичный,1,103959392,https://999.md/ru/103959392?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY2OTM5NTAsIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDM5NTkzOTIiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2Zvb3RlciIsIngiOiIiLCJsIjoiNzFjYmNmMjctZTAzNS00MmY2LWI3ZTUtMjVkN2MxZDdmOTEzIiwiZSI6Ijg5LjE0OS45My4xMzkiLCJnIjoicGx1cyIsInQiOiIyMDI2LTA0LTIwVDEzOjA1OjUwLjM5NjYzNjg5N1oifX0.aGWfCA9xCZlj3AiiCfC3S-GyKOhMsYDdlINb68pkjkI&placement=ADS_LIST_FOOTER_REDESIGN&adType=booster&location=subcategory&index=5,1,Брж (Брежневка),Oткрытое,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",,Продам,39 м²,Mонолитный,5,7 м²,,96 000 €,"Кишинёв мун., Кишинёв, Ботаника, str. Grenoble, 163/2",,2-х комнатная квартира,46 м²
Частное лицо,Eвроремонт,2,Новострой,1,101562905,https://999.md/ru/101562905?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY2OTM5NTAsIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDE1NjI5MDUiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2Zvb3RlciIsIngiOiIiLCJsIjoiY2EwZDMxZTgtZTYxMy00M2YzLWFhNDktMjQzNjBlNzk0YzlhIiwiZSI6Ijg5LjE0OS45My4xMzkiLCJnIjoicGx1cyIsInQiOiIyMDI2LTA0LTIwVDEzOjA1OjUwLjM5NjY2OTE2M1oifX0.8ov9XD0lpCZQ1anJ5qbQg7EhAe8bNTgOm2s7eBSfET8&placement=ADS_LIST_FOOTER_REDESIGN&adType=booster&location=subcategory&index=6,1,Индивидуальная,Oткрытое,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,Сдаю помесячно,98 м²,Kотельцовый,3,16 м²,,950 €,"Кишинёв мун., Кишинёв, Буюканы, Vasile Stroiescu , 11/1",280 см,2-х комнатная квартира,124 м²
