Автор объявления,Состояние квартиры,Этаж,Жилой фонд,Балкон / лоджия,id,link,Санузел,Планировка,Парковочное место,title,Ливинг,Тип,Жилая площадь,Тип здания,Количество этажей,Площадь кухни,Застройщик,price,Адрес,Высота потолков,Количество комнат,Общая площадь
Застройщик,Белый вариант,13,Новострой,2,102822101,https://999.md/ru/102822101?location=subcategory&index=1532,2,,Подземная,"3-х комнатная квартира,  Старая Почта,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,Продам,,,13,,Ecovzor,249 150 €,"Кишинёв мун., Кишинёв, Старая Почта, ул. Язулуй, 38",,3-х комнатная квартира,151 м²
Агентство,Eвроремонт,8,Новострой,,104075662,https://999.md/ru/104075662?location=subcategory&index=1533,1,,Oткрытое,"1-комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,Продам,,,9,,Pamir Construct,119 000 €,"Кишинёв мун., Кишинёв, Ботаника, ул. Гика Водэ, 5",,1-комнатная квартира,38 м²
Застройщик,,18,Вторичный,,104016619,https://999.md/ru/104016619?location=subcategory&index=1534,,,,"2-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,Продам,,,19,,,95 000 €,"Кишинёв мун., Кишинёв, Центр, str. Albisoara, 82/4",,2-х комнатная квартира,72 м²
Застройщик,Белый вариант,5,Новострой,1,104021571,https://999.md/ru/104021571?location=subcategory&index=1535,1,,Подземная,"1-комнатная квартира,  Центр,  Дурлешты,  Кишинёв мун.",Квартира без ливинга,Продам,,Kирпичный,10,16 м²,NG Invest,50 660 €,"Кишинёв мун., Дурлешты, Центр, str. Nicolae Dimo, 24a",300 см,1-комнатная квартира,43 м²
Частное лицо,Eвроремонт,4,Новострой,1,103925896,https://999.md/ru/103925896?location=subcategory&index=1536,2,Индивидуальная,Oткрытое,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",Квартира без ливинга,Продам,,Блочный,9,12 м²,Silentagro,153 000 €,"Кишинёв мун., Кишинёв, Буюканы, str. Nicolai Costin, 44/4",260 см,2-х комнатная квартира,67 м²
Агентство,Eвроремонт,6,Новострой,1,103814913,https://999.md/ru/103814913?location=subcategory&index=1537,1,,Oткрытое,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,Продам,,,11,,Inamstro,149 500 €,"Кишинёв мун., Кишинёв, Буюканы, ул. Штефан Няга, 67",,2-х комнатная квартира,54 м²
Агентство,Eвроремонт,2,Вторичный,1,103794442,https://999.md/ru/103794442?location=subcategory&index=1538,1,Индивидуальная,Oткрытое,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",,Продам,,,16,,,95 000 €,"Кишинёв мун., Кишинёв, Ботаника, бул. Траян, 23/1",,2-х комнатная квартира,60 м²
Частное лицо,Eвроремонт,4,Вторичный,1,104111619,https://999.md/ru/104111619?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY2OTI4NTAsIkMiOnsiciI6MSwiYiI6MTQwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDQxMTE2MTkiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2lubGluZSIsIngiOiIiLCJsIjoiMjdjNzU3NmUtZjI1ZC00YWJlLTlmN2QtNTJhZjIzMWQ3MGU2IiwiZSI6Ijg5LjE0OS45My4xMzkiLCJnIjoibGl0ZSIsInQiOiIyMDI2LTA0LTIwVDEyOjQ3OjMwLjA0MTU4NDIxNFoifX0.sa16Kut2uW3osRmo8nDoK1sbR3jJeqt7JSK2h-SZr8o&placement=ADS_LIST_INLINE_REDESIGN&adType=booster&location=subcategory&index=1539,2,143,Oткрытое,"3-х комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,Продам,,Kотельцовый,5,,,110 000 €,"Кишинёв мун., Кишинёв, Рышкановка, str. Crângului, 12",270 см,3-х комнатная квартира,80 м²
Агентство,Сдан в эксплуатацию,5,Вторичный,,104077750,https://999.md/ru/104077750?location=subcategory&index=1540,,,,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,Продам,,,5,,,83 000 €,"Кишинёв мун., Кишинёв, Ботаника, str. Grenoble, 161/4",,2-х комнатная квартира,47 м²
Застройщик,Белый вариант,13,Новострой,2,102433684,https://999.md/ru/102433684?location=subcategory&index=1541,2,,Гараж,"3-х комнатная квартира,  Старая Почта,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,Продам,,,14,,Ecovzor,280 500 €,"Кишинёв мун., Кишинёв, Старая Почта, ул. Язулуй, 38",,3-х комнатная квартира,170 м²
Застройщик,Белый вариант,2,Новострой,1,100810417,https://999.md/ru/100810417?location=subcategory&index=1542,1,Индивидуальная,Oткрытое,"2-х комнатная квартира,  Центр,  Яловены,  Яловены",Квартира с ливингом,Продам,53 м²,Mонолитный,4,,,66 250 €,"Яловены, Яловены, Центр, str. Grigore Vieru, 8",,2-х комнатная квартира,53 м²
Застройщик,Незавершенное cтроительство,4,Новострой,1,101794926,https://999.md/ru/101794926?location=subcategory&index=1543,,,,"3-х комнатная квартира,  Центр,  Дурлешты,  Кишинёв мун.",Квартира с ливингом,,,,9,27 м²,Solomon Construct Imobil,124 660 €,"Кишинёв мун., Дурлешты, Центр, str. Nicolae Dimo, 24a",290 см,3-х комнатная квартира,110 м²
Частное лицо,,4,Вторичный,,28006324,https://999.md/ru/28006324?location=subcategory&index=1544,,,,"Комната,  Буюканы,  Кишинёв,  Кишинёв мун.",,Продам,,,5,,,33 500 €,"Кишинёв мун., Кишинёв, Буюканы, str. Doina și Ion Aldea-Teodorovici, 12/2",,Комната,24 м²
Агентство,Eвроремонт,3,Вторичный,,103586907,https://999.md/ru/103586907?location=subcategory&index=1545,,,,"1-комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",,Продам,,,5,,,44 900 €,"Кишинёв мун., Кишинёв, Чокана, str. Vasile Vărzaru, 9",,1-комнатная квартира,22 м²
Застройщик,Белый вариант,2,Новострой,1,102314516,https://999.md/ru/102314516?location=subcategory&index=1546,2,,Oткрытое,"2-х комнатная квартира,  Старая Почта,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,Продам,,,14,,Lagmar Impex,72 250 €,"Кишинёв мун., Кишинёв, Старая Почта, str. Ceucari, 14",,2-х комнатная квартира,58 м²
Застройщик,Белый вариант,6,Новострой,,102960193,https://999.md/ru/102960193?location=subcategory&index=1547,2,,Подземная,"2-х комнатная квартира,  Старая Почта,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,Продам,,,9,,Lagmar Impex,98 681 €,"Кишинёв мун., Кишинёв, Старая Почта, str. Ceucari, 14",,2-х комнатная квартира,67 м²
Застройщик,Белый вариант,5,Новострой,,102913463,https://999.md/ru/102913463?location=subcategory&index=1548,2,,Подземная,"2-х комнатная квартира,  Центр,  Кодру,  Кишинёв мун.",Квартира с ливингом,Продам,,,5,,Exfactor-grup,84 900 €,"Кишинёв мун., Кодру, Центр, str. Schinoasa-Vale, 14a",,2-х комнатная квартира,63 м²
Застройщик,Белый вариант,5,Новострой,1,102883473,https://999.md/ru/102883473?location=subcategory&index=1549,1,,Подземная,"1-комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,Продам,,,16,,Varicom,58 520 €,"Кишинёв мун., Кишинёв, Рышкановка, str-la Studenților, 18",,1-комнатная квартира,44 м²
Застройщик,Незавершенное cтроительство,9,Новострой,2,89832857,https://999.md/ru/89832857?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY2OTI4NTAsIkMiOnsiciI6MSwiYiI6MTQwLCJjIjoyNzAsInoiOjE0MDQsImEiOiI4OTgzMjg1NyIsImkiOiI4OS4xNDkuOTMuMTM5IiwicyI6ImRlc2t0b3AiLCJwIjoiYWRzX2xpc3RfaW5saW5lIiwieCI6InByZW1pdW0iLCJsIjoiY2QyNWU0OWQtMGI0OC00MTNmLTlhYjAtYWNlNGFjZDVmZDc5IiwiZSI6Ijg5LjE0OS45My4xMzkiLCJnIjoibGl0ZSIsInQiOiIyMDI2LTA0LTIwVDEyOjQ3OjMwLjA0MTYyNDE3WiJ9fQ.nK2KBQ_cSNvvjovDAlPVUG_zg5fqORS_RLEUXyZTwto&placement=ADS_LIST_INLINE_REDESIGN&adType=booster&location=subcategory&index=1550,2,,,"3-х комнатная квартира,  Центр,  Дурлешты,  Кишинёв мун.",,Продам,,,10,,Boiar House,100 300 €,"Кишинёв мун., Дурлешты, Центр, str. Nicolae Dimo, 24/B",,3-х комнатная квартира,100 м²
Застройщик,,13,Новострой,1,100667155,https://999.md/ru/100667155?location=subcategory&index=1551,2,,,"2-х комнатная квартира,  Старая Почта,  Кишинёв,  Кишинёв мун.",,Продам,,,14,,Lagmar Impex,86 940 €,"Кишинёв мун., Кишинёв, Старая Почта, str. Ceucari, 14",,2-х комнатная квартира,63 м²
Застройщик,Белый вариант,12,Новострой,1,102633042,https://999.md/ru/102633042?location=subcategory&index=1552,1,,,"1-комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",,Продам,,,16,,,72 400 €,"Кишинёв мун., Кишинёв, Ботаника, str. Grădina Botanică, 18/1",,1-комнатная квартира,48 м²
Агентство,Eвроремонт,9,Вторичный,Нет,103313556,https://999.md/ru/103313556?location=subcategory&index=1553,1,,,"1-комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",,Продам,,,9,,,62 000 €,"Кишинёв мун., Кишинёв, Чокана, str. Ginta Latină, --",,1-комнатная квартира,35 м²
Агентство,Белый вариант,13,Новострой,,103068539,https://999.md/ru/103068539?location=subcategory&index=1554,1,,,"3-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",,Продам,,,13,,,209 000 €,"Кишинёв мун., Кишинёв, Буюканы, ул. Каля Ешилор, 6",,3-х комнатная квартира,84 м²
Агентство,Eвроремонт,1,Новострой,1,101785516,https://999.md/ru/101785516?location=subcategory&index=1555,2,,Oткрытое,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",,Продам,,,10,,,175 000 €,"Кишинёв мун., Кишинёв, Буюканы, str. Ion Buzdugan, **",,2-х комнатная квартира,72 м²
Агентство,Eвроремонт,9,Новострой,1,103975622,https://999.md/ru/103975622?location=subcategory&index=1556,1,,,"2-х комнатная квартира,  Центр,  Дурлешты,  Кишинёв мун.",,Продам,,,10,,,123 900 €,"Кишинёв мун., Дурлешты, Центр, str. Cartușa, 95",,2-х комнатная квартира,71 м²
Застройщик,Белый вариант,4,Новострой,1,103384774,https://999.md/ru/103384774?location=subcategory&index=1557,1,,Oткрытое,"1-комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,,,,5,,,79 420 €,"Кишинёв мун., Кишинёв, Буюканы, str. Bisericii, 1",,1-комнатная квартира,52 м²
Застройщик,Eвроремонт,5,Новострой,,103410426,https://999.md/ru/103410426?location=subcategory&index=1558,1,,Oткрытое,"1-комнатная квартира,  Центр,  Бачой,  Кишинёв мун.",,Продам,,,5,,,69 438 €,"Кишинёв мун., Бачой, Центр, str. Independenţei, 40/1",,1-комнатная квартира,43 м²
Агентство,Белый вариант,12,Новострой,1,104063059,https://999.md/ru/104063059?location=subcategory&index=1559,3,Индивидуальная,,"3-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",,Продам,,,12,,,266 540 €,"Кишинёв мун., Кишинёв, Ботаника,  str. Grenoble , 134/2",,3-х комнатная квартира,133 м²
Агентство,Белый вариант,5,Вторичный,,103883023,https://999.md/ru/103883023?location=subcategory&index=1560,1,,Oткрытое,"2-х комнатная квартира,  Центр,  Порумбень,  Криуляны",,Продам,,,5,,,53 000 €,"Криуляны, Порумбень, Центр, Str. Păcii, 28",,2-х комнатная квартира,48 м²
Застройщик,Белый вариант,7,Новострой,,103568819,https://999.md/ru/103568819?location=subcategory&index=1561,1,,Oткрытое,"1-комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.",,,,,9,,Lagmar Impex,64 900 €,"Кишинёв мун., Кишинёв, Телецентр, șos. Hâncești, 142",,1-комнатная квартира,45 м²
Агентство,Eвроремонт,Цоколь,Новострой,,103612096,https://999.md/ru/103612096?location=subcategory&index=1562,1,,,"1-комнатная квартира,  Старая Почта,  Кишинёв,  Кишинёв мун.",,Продам,,,10,,,68 900 €,"Кишинёв мун., Кишинёв, Старая Почта, str. Poștei, 53",,1-комнатная квартира,31 м²
Агентство,Eвроремонт,9,Вторичный,3,104062647,https://999.md/ru/104062647?location=subcategory&index=1563,1,,,"3-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",,Продам,,,9,,,99 500 €,"Кишинёв мун., Кишинёв, Буюканы, șos. Balcani, 6",,3-х комнатная квартира,72 м²
Застройщик,Белый вариант,1,Новострой,1,103634537,https://999.md/ru/103634537?location=subcategory&index=1564,1,,Подземная,"1-комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,Продам,,,6,,,58 590 €,"Кишинёв мун., Кишинёв, Буюканы, str. Bisericii, 1",,1-комнатная квартира,36 м²
Застройщик,,5,Новострой,,85455688,https://999.md/ru/85455688?location=subcategory&index=1565,,,,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",,Продам,,,12,,Solomon Construct Imobil,103 500 €,"Кишинёв мун., Кишинёв, Ботаника, str. Grenoble, 134/2",,2-х комнатная квартира,69 м²
Агентство,Белый вариант,7,Новострой,1,101406840,https://999.md/ru/101406840?location=subcategory&index=1566,2,,Oткрытое,"3-х комнатная квартира,  Центр,  Комрат,  Комрат",,Продам,,,10,,,96 800 €,"Комрат, Комрат, Центр, str. Lenin, 198",,3-х комнатная квартира,96 м²
Частное лицо,Индивидуальный дизайн,13,Новострой,1,103674939,https://999.md/ru/103674939?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY2OTI4NTAsIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDM2NzQ5MzkiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2Zvb3RlciIsIngiOiJwcm8iLCJsIjoiNzY1MGUwNGEtZWM5YS00NDkwLWJiOTEtYjYxYjFkMGNiZTM3IiwiZSI6Ijg5LjE0OS45My4xMzkiLCJnIjoidHVyYm8iLCJ0IjoiMjAyNi0wNC0yMFQxMjo0NzozMC4wMzgzNDk1MjFaIn19.MFTu4NmY58-jFId3wwEonkg0SnJ5fCEtFlS_mxe-UWk&placement=ADS_LIST_FOOTER_REDESIGN&adType=booster&location=subcategory&index=9,1,Индивидуальная,Oткрытое,"2-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,Сдаю помесячно,74 м²,Kомбинированный,15,18 м²,Exfactor-grup,2 700 €,"Кишинёв мун., Кишинёв, Чокана, пр-т Мирча чел Бэтрын, 41/B",275 см,2-х комнатная квартира,92 м²
Частное лицо,,2,Вторичный,,84343494,https://999.md/ru/84343494?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY2OTI4NTAsIkMiOnsiciI6MSwiYiI6MTQwLCJjIjoyNzAsInoiOjE0MDQsImEiOiI4NDM0MzQ5NCIsImkiOiI4OS4xNDkuOTMuMTM5IiwicyI6ImRlc2t0b3AiLCJwIjoiYWRzX2xpc3RfZm9vdGVyIiwieCI6IiIsImwiOiJhYzcxM2Q1NC0xOWRhLTQxNzEtYmExNy1jMDJkNmFjZmQ1ZDAiLCJlIjoiODkuMTQ5LjkzLjEzOSIsImciOiJsaXRlIiwidCI6IjIwMjYtMDQtMjBUMTI6NDc6MzAuMDM4MzY2ODFaIn19.CFe-9k97mrWxN4UYYoPxUeT0o1DZceuWiBPa9a5QD9I&placement=ADS_LIST_FOOTER_REDESIGN&adType=booster&location=subcategory&index=10,,,,"1-комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",,Сдаю посуточно,,Kотельцовый,5,,,500 MDL,"Кишинёв мун., Кишинёв, Центр, str. Grădinilor, 23",,1-комнатная квартира,50 м²
Агентство,,2,Вторичный,,103617607,https://999.md/ru/103617607?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY2OTI4NTAsIkMiOnsiciI6MSwiYiI6MTQwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDM2MTc2MDciLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2Zvb3RlciIsIngiOiIiLCJsIjoiNzcxZWRhNGMtNGViYi00ZGQ0LWI0M2QtYWUzMDlhZmYxZDczIiwiZSI6Ijg5LjE0OS45My4xMzkiLCJnIjoibGl0ZSIsInQiOiIyMDI2LTA0LTIwVDEyOjQ3OjMwLjAzODQ2MDI3NVoifX0.j7ipnMgcODffVHe2AgK8eD8cJjikUU_qXR2e4pqspbo&placement=ADS_LIST_FOOTER_REDESIGN&adType=booster&location=subcategory&index=11,1,,,"2-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,Продам,,,15,,,99 900 €,"Кишинёв мун., Кишинёв, Центр, str. Albișoara, 70",,2-х комнатная квартира,68 м²
Агентство,,2,Новострой,,101491664,https://999.md/ru/101491664?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY2OTI4NTAsIkMiOnsiciI6MSwiYiI6MTQwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDE0OTE2NjQiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2Zvb3RlciIsIngiOiJwcmVtaXVtIiwibCI6ImFhNzRmNTFlLTNjZmItNDJmZC1hNGJlLWE3MmI4ODczYTA4ZSIsImUiOiI4OS4xNDkuOTMuMTM5IiwiZyI6ImxpdGUiLCJ0IjoiMjAyNi0wNC0yMFQxMjo0NzozMC4wMzg0ODgzMzVaIn19.hoS4udcWjx8lI8kHl8nj-TFiNx6X51r2XbDMxCjesAQ&placement=ADS_LIST_FOOTER_REDESIGN&adType=booster&location=subcategory&index=12,,,,"1-комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",,Сдаю посуточно,,,2,,,490 MDL,"Кишинёв мун., Кишинёв, Центр, str. București, 7/1",,1-комнатная квартира,20 м²
Агентство,Eвроремонт,4,Вторичный,2,103655941,https://999.md/ru/103655941?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY2OTI4NTAsIkMiOnsiciI6MSwiYiI6MTQwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDM2NTU5NDEiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2Zvb3RlciIsIngiOiJwcmVtaXVtIiwibCI6ImMyMTljOGY3LTU4ZTgtNDQxOS05YTZjLWM5ZmU3ZTlhZTNmNyIsImUiOiI4OS4xNDkuOTMuMTM5IiwiZyI6ImxpdGUiLCJ0IjoiMjAyNi0wNC0yMFQxMjo0NzozMC4wMzgwNDQ5N1oifX0.ortm3LiBIb0M22zIMDvRTj2zP9BYKtaBNOYE7tFSKJA&placement=ADS_LIST_FOOTER_REDESIGN&adType=booster&location=subcategory&index=1,1,,,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,Продам,,Kотельцовый,5,,,127 000 €,"Кишинёв мун., Кишинёв, Буюканы, str. Suceava, 110",,2-х комнатная квартира,72 м²
Агентство,,Цоколь,Вторичный,,102421542,https://999.md/ru/102421542?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY2OTI4NTAsIkMiOnsiciI6MSwiYiI6MTQwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDI0MjE1NDIiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2Zvb3RlciIsIngiOiJwcmVtaXVtIiwibCI6ImFhNzRmNTFlLTNjZmItNDJmZC1hNGJlLWE3MmI4ODczYTA4ZSIsImUiOiI4OS4xNDkuOTMuMTM5IiwiZyI6ImxpdGUiLCJ0IjoiMjAyNi0wNC0yMFQxMjo0NzozMC4wMzgxMDI2NjJaIn19.n0H4ezMUGYO2UVPNRyhdnBmalQfHd_74K7B3rPyXERg&placement=ADS_LIST_FOOTER_REDESIGN&adType=booster&location=subcategory&index=2,,,,"1-комнатная квартира,  Кишинёв мун.",,Сдаю посуточно,,,1,,,499 MDL,"Кишинёв мун., Кишинёв, Центр, București 7, -",,1-комнатная квартира,18 м²
Агентство,,6,Новострой,,70385260,https://999.md/ru/70385260?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY2OTI4NTAsIkMiOnsiciI6MSwiYiI6MTAwLCJjIjoyNzAsInoiOjE0MDQsImEiOiI3MDM4NTI2MCIsImkiOiI4OS4xNDkuOTMuMTM5IiwicyI6ImRlc2t0b3AiLCJwIjoiYWRzX2xpc3RfZm9vdGVyIiwieCI6IiIsImwiOiJmNmE2YzliNS02ZjRhLTQ3Y2UtYjIyYi1hYTlhYjk5OGVhNDkiLCJlIjoiODkuMTQ5LjkzLjEzOSIsInQiOiIyMDI2LTA0LTIwVDEyOjQ3OjMwLjAzODEyMTk4NVoifX0.Czr1K-sy_T_YRey165kJv_v8iVPfbPbsMLFkPSmmw8k&placement=ADS_LIST_FOOTER_REDESIGN&adType=booster&location=subcategory&index=3,,,,"на 3 часа - 250 лей, на ночь - 500 лей в центре Кишинева - ул.Ismail 88, сдаем 24/24.",,Сдаю посуточно,,,10,,,250 MDL,"Кишинёв мун., Кишинёв, Центр, str. Ismail, 88",,1-комнатная квартира,45 м²
Застройщик,Белый вариант,5,Новострой,1,80966801,https://999.md/ru/80966801?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY2OTI4NTAsIkMiOnsiciI6MSwiYiI6MTIwLCJjIjoyNzAsInoiOjE0MDQsImEiOiI4MDk2NjgwMSIsImkiOiI4OS4xNDkuOTMuMTM5IiwicyI6ImRlc2t0b3AiLCJwIjoiYWRzX2xpc3RfZm9vdGVyIiwieCI6IiIsImwiOiJjMjQ1ZjM0NS1lNjg3LTRkNTQtOTllZC04NTAzODQxZGQ0NTUiLCJlIjoiODkuMTQ5LjkzLjEzOSIsInQiOiIyMDI2LTA0LTIwVDEyOjQ3OjMwLjAzODEzNzA5OFoifX0.hUMsOD_rjKeCx_0Gj7Bf8uPWYVRklJiPNKSZfcZ-Eq4&placement=ADS_LIST_FOOTER_REDESIGN&adType=booster&location=subcategory&index=4,2,,Подземная,"3-х комнатная квартира,  Старая Почта,  Кишинёв,  Кишинёв мун.",,Продам,80 м²,Kомбинированный,12,,,106 480 €,"Кишинёв мун., Кишинёв, Старая Почта, str. Ceucari, 14",275 см,3-х комнатная квартира,88 м²
Застройщик,Белый вариант,4,Новострой,1,88100281,https://999.md/ru/88100281?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY2OTI4NTAsIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiI4ODEwMDI4MSIsImkiOiI4OS4xNDkuOTMuMTM5IiwicyI6ImRlc2t0b3AiLCJwIjoiYWRzX2xpc3RfZm9vdGVyIiwieCI6IiIsImwiOiI0M2NmMDQyNS0yNGFiLTQ0NmItYjg2Ny00ODU4OWVlOTQ4OTYiLCJlIjoiODkuMTQ5LjkzLjEzOSIsImciOiJ0dXJibyIsInQiOiIyMDI2LTA0LTIwVDEyOjQ3OjMwLjAzODE4OTI2OVoifX0.Kf-ZLhVKxTFvNsPXYYy4md0dlpUx-V4NxGyaBLQEDmI&placement=ADS_LIST_FOOTER_REDESIGN&adType=booster&location=subcategory&index=5,2,Индивидуальная,Гараж,"2-х комнатная квартира,  Автовокзал,  Бельцы,  Бельцы мун.",,Продам,68 м²,Kирпичный,8,,,74 800 €,"Бельцы мун., Бельцы, Автовокзал, str. Nicolae Iorga, 26",292 см,2-х комнатная квартира,68 м²
Агентство,Eвроремонт,2,Вторичный,1,103794442,https://999.md/ru/103794442?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY2OTI4NTAsIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDM3OTQ0NDIiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2Zvb3RlciIsIngiOiJwcm8iLCJsIjoiNmJlOWZmY2UtODhjNC00MjU4LTg2YTYtMDA0ZmFiOGM0OGQ3IiwiZSI6Ijg5LjE0OS45My4xMzkiLCJnIjoidHVyYm8iLCJ0IjoiMjAyNi0wNC0yMFQxMjo0NzozMC4wMzgyMjE2ODZaIn19.2zUrZPvZ6szP09OrzRN8rjKevmQo-TJv4POSSmfgQc0&placement=ADS_LIST_FOOTER_REDESIGN&adType=booster&location=subcategory&index=6,1,Индивидуальная,Oткрытое,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",,Продам,,,16,,,95 000 €,"Кишинёв мун., Кишинёв, Ботаника, бул. Траян, 23/1",,2-х комнатная квартира,60 м²
Частное лицо,Белый вариант,3,Новострой,,104077716,https://999.md/ru/104077716?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY2OTI4NTAsIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDQwNzc3MTYiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2Zvb3RlciIsIngiOiIiLCJsIjoiYmUzNWQzOGQtMDFiOS00MzRiLWIzZWUtNWExMGQ4MTEyYmYyIiwiZSI6Ijg5LjE0OS45My4xMzkiLCJnIjoidHVyYm8iLCJ0IjoiMjAyNi0wNC0yMFQxMjo0NzozMC4wMzgyNTE2NzFaIn19.bnSyou3nQr7pgrTLa3aaAyFlI_fsLPhiXqPKJKWtgtk&placement=ADS_LIST_FOOTER_REDESIGN&adType=booster&location=subcategory&index=7,1,,Oткрытое,"3-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",,,,,12,,,296 400 €,"Кишинёв мун., Кишинёв, Центр, str. Ciuflea, 1",,3-х комнатная квартира,78 м²
