Автор объявления,Застройщик,Балкон / лоджия,Планировка,Жилая площадь,link,price,Площадь кухни,Этаж,Жилой фонд,Санузел,Количество комнат,Адрес,Высота потолков,id,Общая площадь,Ливинг,Тип,Состояние квартиры,Количество этажей,Тип здания,title,Парковочное место
Частное лицо,,1,,30 м²,https://999.md/ru/103943165,74 500 €,7 м²,6,Вторичный,2,1-комнатная квартира,"Кишинёв мун., Кишинёв, Рышкановка, str. Socoleni, 9",255 см,103943165,40 м²,,Продам,Eвроремонт,7,Kотельцовый,"1-комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",Oткрытое
Частное лицо,Peak Development,1,,,https://999.md/ru/103896567,144 900 €,,3,Новострой,1,2-х комнатная квартира,"Кишинёв мун., Кишинёв, Чокана, str. Vadul lui Vodă, 30",,103896567,63 м²,Квартира с ливингом,Продам,Сдан в эксплуатацию,9,Kомбинированный,"2-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",
Застройщик,Exfactor-grup,,,71 м²,https://999.md/ru/103852873,158 900 €,,12,Новострой,2,2-х комнатная квартира,"Кишинёв мун., Кишинёв, Чокана, bd. Mircea cel Bătrân, 41/A",,103852873,71 м²,Квартира с ливингом,Продам,Белый вариант,16,,"2-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",Подземная
Агентство,,1,,,https://999.md/ru/103952261,85 900 €,,4,Вторичный,,2-х комнатная квартира,"Кишинёв мун., Кишинёв, Рышкановка, bd. Moscova, 7/1",,103952261,42 м²,,Продам,Индивидуальный дизайн,5,,"2-х комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",
Частное лицо,,1,Индивидуальная,,https://999.md/ru/103951716,98 500 €,,5,Вторичный,1,2-х комнатная квартира,"Кишинёв мун., Кишинёв, Буюканы, str. Paris, 47",,103951716,50 м²,,Продам,Индивидуальный дизайн,5,,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",Oткрытое
Агентство,,Нет,,,https://999.md/ru/102740484,36 900 €,,1,Вторичный,,1-комнатная квартира,"Кишинёв мун., Кишинёв, Центр, str. Cojocarilor, 25",,102740484,23 м²,Квартира без ливинга,Продам,Без ремонта,1,Kомбинированный,"1-комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",Oткрытое
Частное лицо,,,,,https://999.md/ru/103900957,137 000 €,17 м²,8,Новострой,2,2-х комнатная квартира,Расположение,270 см,103900957,65 м²,,Продам,Eвроремонт,10,,"2-х комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.",
Застройщик,Solomon Construct Imobil,1,,,https://999.md/ru/103017371?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzUzOTAyNDMsIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDMwMTczNzEiLCJpIjoiODkuMTQ5LjkxLjE3MCIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2lubGluZSIsIngiOiJwcmVtaXVtIiwibCI6ImNkMjVlNDlkLTBiNDgtNDEzZi05YWIwLWFjZTRhY2Q1ZmQ3OSIsImUiOiI4OS4xNDkuOTEuMTcwIiwiZyI6InR1cmJvIiwidCI6IjIwMjYtMDQtMDVUMTA6NTc6MjMuMzc5OTMyNjExWiJ9fQ.eLYDwJfjJfWt23D46KPJVVOk0GtCZMvgxt7wXERW7Ck&adType=booster,76 900 €79 060 €,,1,Новострой,1,2-х комнатная квартира,"Кишинёв мун., Дурлешты, Центр, str. Nicolae Dimo, 24a",,103017371,72 м²,Квартира с ливингом,Продам,Незавершенное cтроительство,10,,"2-х комнатная квартира,  Центр,  Дурлешты,  Кишинёв мун.",
Частное лицо,Exfactor-grup,1,,,https://999.md/ru/103861042,107 900 €,,9,Новострой,2,2-х комнатная квартира,Расположение,,103861042,68 м²,Квартира с ливингом,Продам,Белый вариант,9,Kомбинированный,"2-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",Подземная
Агентство,,,,,https://999.md/ru/103351430,185 000 €,,12,Новострой,2,2-х комнатная квартира,"Кишинёв мун., Кишинёв, Чокана, str. Nicolae Milescu Spătarul, 9/4",,103351430,86 м²,Квартира с ливингом,Продам,,13,,"2-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",Oткрытое
Частное лицо,,,,,https://999.md/ru/103925164,56 500 €,,8,Новострой,1,1-комнатная квартира,"Кишинёв мун., Дурлешты, Центр, str. Cartuşa, 95/3",,103925164,46 м²,,Продам,Белый вариант,9,Kомбинированный,"1-комнатная квартира,  Центр,  Дурлешты,  Кишинёв мун.",Подземная
Частное лицо,,,Индивидуальная,83 м²,https://999.md/ru/103546907,220 000 €,,10,Новострой,,2-х комнатная квартира,"Кишинёв мун., Кишинёв, Центр, str. Alexandru cel Bun, 108",,103546907,83 м²,,Продам,Косметический pемонт,10,Kотельцовый,"2-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",
Агентство,,,,,https://999.md/ru/103943659,65 464 €,,Подвал,Вторичный,,1-комнатная квартира,"Кишинёв мун., Кишинёв, Аэропорт, bd. Dacia, 75",,103943659,129 м²,Квартира без ливинга,Продам,,1,,"1-комнатная квартира,  Аэропорт,  Кишинёв,  Кишинёв мун.",
Частное лицо,,1,,25 м²,https://999.md/ru/103933016,49 990 €,13 м²,1,Вторичный,1,2-х комнатная квартира,"Криуляны, Криуляны, Центр, str. 31 August 1989, 138",,103933016,53 м²,,Продам,Eвроремонт,5,Блочный,"2-х комнатная квартира,  Центр,  Криуляны,  Криуляны",Oткрытое
Застройщик,,,,,https://999.md/ru/103819472,65 000 €,,5,Вторичный,,2-х комнатная квартира,"Оргеев, Оргеев, Центр, str. Mihail Sadoveanu, 26/B",,103819472,55 м²,,Продам,,5,,"2-х комнатная квартира,  Центр,  Оргеев,  Оргеев",
Частное лицо,,,,,https://999.md/ru/101931168,102 000 €,,1,Вторичный,,4-x комнатная квартира,"Унгены, Унгень, Молодёжный, str. Oleg Ungureanu, 7",,101931168,104 м²,Квартира с ливингом,Продам,Eвроремонт,9,Блочный,"4-x комнатная квартира,  Молодёжный,  Унгень,  Унгены",Oткрытое
Частное лицо,,1,Мс (Молд. Серия),,https://999.md/ru/103947842,95 900 €,,4,Вторичный,2,2-х комнатная квартира,"Кишинёв мун., Кишинёв, Старая Почта, str. Calea Orheiului, 105/2",,103947842,55 м²,,Продам,Eвроремонт,9,,"2-х комнатная квартира,  Старая Почта,  Кишинёв,  Кишинёв мун.",
Частное лицо,Basconslux,,,,https://999.md/ru/103845736,210 000 €,,6,Новострой,,2-х комнатная квартира,Расположение,,103845736,85 м²,Квартира с ливингом,Продам,Eвроремонт,12,,"2-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",
Частное лицо,,,,,https://999.md/ru/103645237,51 295 €,,5,Новострой,,1-комнатная квартира,"Кишинёв мун., Кишинёв, Ботаника, str. Băcioii Noi, 14/B",,103645237,34 м²,,Продам,Белый вариант,10,,"1-комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",
Застройщик,,,,,https://999.md/ru/103865806,159 000 €,,3,Новострой,,2-х комнатная квартира,"Кишинёв мун., Кишинёв, Чокана, bd. Mircea cel Bătrân, 34/5",,103865806,92 м²,Квартира с ливингом,Продам,,16,,"2-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",
Частное лицо,,1,,70 м²,https://999.md/ru/103532211?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzUzOTAyNDMsIkMiOnsiciI6MSwiYiI6MTQwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDM1MzIyMTEiLCJpIjoiODkuMTQ5LjkxLjE3MCIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2Zvb3RlciIsIngiOiIiLCJsIjoiYWQyNTAxODItZGIwNC00NDQyLTk0NDMtOWUzZWFiMzhmYmQwIiwiZSI6Ijg5LjE0OS45MS4xNzAiLCJ0IjoiMjAyNi0wNC0wNVQxMDo1NzoyMy4zMjQwMzc4MzZaIn19.higmqmqc75EYbGJaXkXUauPoMxvAh0j9dKUM3wbSHHU&adType=booster,165 000 €,,7,Вторичный,1,3-х комнатная квартира,Расположение,,103532211,71 м²,Квартира с ливингом,Продам,Косметический pемонт,11,Kотельцовый,"3-х комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",
Застройщик,,1,,,https://999.md/ru/103017213?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzUzOTAyNDMsIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDMwMTcyMTMiLCJpIjoiODkuMTQ5LjkxLjE3MCIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2Zvb3RlciIsIngiOiJwcmVtaXVtIiwibCI6ImNkMjVlNDlkLTBiNDgtNDEzZi05YWIwLWFjZTRhY2Q1ZmQ3OSIsImUiOiI4OS4xNDkuOTEuMTcwIiwiZyI6InR1cmJvIiwidCI6IjIwMjYtMDQtMDVUMTA6NTc6MjMuMzI0MTIyMTI1WiJ9fQ.sT8T8dv6F68JQfM_q79t5zYhOyV3iOT-wgLAgxKcGKg&adType=booster,47 736 €,,7,Новострой,1,2-х комнатная квартира,"Кишинёв мун., Дурлешты, Центр, str. Nicolae Dimo, 24a",,103017213,47 м²,,Продам,Незавершенное cтроительство,10,,"2-х комнатная квартира,  Центр,  Дурлешты,  Кишинёв мун.",
Частное лицо,,,135,,https://999.md/ru/103804105?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzUzOTAyNDMsIkMiOnsiciI6MSwiYiI6NDAwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDM4MDQxMDUiLCJpIjoiODkuMTQ5LjkxLjE3MCIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2Zvb3RlciIsIngiOiIiLCJsIjoiZjkzMTdiMDAtNDlkZS00ZmFmLThkYmQtN2UwZjhiN2EyMjBlIiwiZSI6Ijg5LjE0OS45MS4xNzAiLCJ0IjoiMjAyNi0wNC0wNVQxMDo1NzoyMy4zMjM1OTcxNFoifX0.2ZQVPrROYyRB9t0TfQpHpu7Aoxru8XBnZRu-HY98MOk&adType=booster,75 000 €,,13,Вторичный,,1-комнатная квартира,"Кишинёв мун., Кишинёв, Скулянка, Каля Ешилор , 61/2",,103804105,41 м²,,Продам,Косметический pемонт,16,Mонолитный,"1-комнатная квартира,  Скулянка,  Кишинёв,  Кишинёв мун.",
Агентство,,,,,https://999.md/ru/103563734?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzUzOTAyNDMsIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDM1NjM3MzQiLCJpIjoiODkuMTQ5LjkxLjE3MCIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2Zvb3RlciIsIngiOiJwcm8iLCJsIjoiNmI2MDE0NmItOGVkNS00NmYyLWE1NTQtNWU1NjAzZTFmNjUwIiwiZSI6Ijg5LjE0OS45MS4xNzAiLCJnIjoidHVyYm8iLCJ0IjoiMjAyNi0wNC0wNVQxMDo1NzoyMy4zMjM2MzgxNTRaIn19.JMlnly0hbbxDyAq10PlJU1SDfMpXY5x8dANGLu54TI0&adType=booster,119 000 €,,1,Вторичный,,3-х комнатная квартира,"Кишинёв мун., Кишинёв, Ботаника, bd. Cuza Vodă, 18/1",,103563734,80 м²,,Продам,Eвроремонт,5,,"3-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",
Частное лицо,Inamstro,1,,,https://999.md/ru/102999109?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzUzOTAyNDMsIkMiOnsiciI6MSwiYiI6MTQwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDI5OTkxMDkiLCJpIjoiODkuMTQ5LjkxLjE3MCIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2Zvb3RlciIsIngiOiIiLCJsIjoiZjYzNmM0ZDQtMjM0Yi00OTg2LTg5NGUtNGRiYjM1NDQ0M2M5IiwiZSI6Ijg5LjE0OS45MS4xNzAiLCJnIjoibGl0ZSIsInQiOiIyMDI2LTA0LTA1VDEwOjU3OjIzLjMyMzY4NTk5MloifX0.YuasUz-FTkHZU5vGTBw4Z_PJ0ncS6Tm-t9wU9CV3Zwk&adType=booster,285 000 €,,5,Новострой,1,3-х комнатная квартира,"Кишинёв мун., Кишинёв, Центр, str. Constantin Stere, 16",,102999109,106 м²,Квартира с ливингом,Продам,Белый вариант,9,Kирпичный,"3-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",
Агентство,Exfactor-grup,,,,https://999.md/ru/103934138?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzUzOTAyNDMsIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDM5MzQxMzgiLCJpIjoiODkuMTQ5LjkxLjE3MCIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2Zvb3RlciIsIngiOiIiLCJsIjoiMTU4MzhjMjQtMTk2MS00Y2FlLWJhYzUtM2ZiY2RmYmVhNDU3IiwiZSI6Ijg5LjE0OS45MS4xNzAiLCJnIjoidHVyYm8iLCJ0IjoiMjAyNi0wNC0wNVQxMDo1NzoyMy4zMjM3ODU0MjZaIn19.Fto_c8YRFnxDICoLMVg-eMTPRphTwv4y6FxI4vAHqFg&adType=booster,209 900 €,,5,Новострой,,2-х комнатная квартира,"Кишинёв мун., Кишинёв, Чокана, bd. Mircea cel Bătrân, 41/B",,103934138,76 м²,Квартира с ливингом,Продам,Eвроремонт,12,Kирпичный,"2-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",
Агентство,,,,,https://999.md/ru/103974740?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzUzOTA0MzUsIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDM5NzQ3NDAiLCJpIjoiODkuMTQ5LjkxLjE3MCIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2hlYWRlciIsIngiOiJwcm8iLCJsIjoiNzNkYTg2NDQtODhmYy00NzgyLTk5OWEtYjBiYjgxMDU4ODBlIiwiZSI6Ijg5LjE0OS45MS4xNzAiLCJnIjoidHVyYm8iLCJ0IjoiMjAyNi0wNC0wNVQxMTowMDozNS4zOTM1ODgxMDRaIn19.ASyWFGJaL1dhhGbPeM6yrjQkTfQmuvFi16YRKePe3WY&adType=booster,77 500 €,,9,Вторичный,,2-х комнатная квартира,"Кишинёв мун., Кишинёв, Ботаника, str. Cetatea Albă, 141",,103974740,55 м²,,Продам,,10,,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",
Застройщик,,1,143,,https://999.md/ru/103951940?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzUzOTA0MzUsIkMiOnsiciI6MSwiYiI6MTQwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDM5NTE5NDAiLCJpIjoiODkuMTQ5LjkxLjE3MCIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2hlYWRlciIsIngiOiIiLCJsIjoiYWM2OWIwOTAtYjY0MC00ODAyLTg5YmMtNjMwMjFjYjM3MjI1IiwiZSI6Ijg5LjE0OS45MS4xNzAiLCJnIjoibGl0ZSIsInQiOiIyMDI2LTA0LTA1VDExOjAwOjM1LjM5MzgxODYwNFoifX0.ZFzC40PfFzxdjLeDPKTaqteZZuVH4hpkjURNcQCDOv0&adType=booster,102 900 €,,3,Вторичный,2,2-х комнатная квартира,"Кишинёв мун., Кишинёв, Ботаника, str. Valea Crucii, 24",,103951940,55 м²,,Продам,Eвроремонт,9,,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",Oткрытое
Застройщик,Boiar House,,,,https://999.md/ru/80068279?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzUzOTA0MzUsIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiI4MDA2ODI3OSIsImkiOiI4OS4xNDkuOTEuMTcwIiwicyI6ImRlc2t0b3AiLCJwIjoiYWRzX2xpc3RfaW5saW5lIiwieCI6InByZW1pdW0iLCJsIjoiZWJiNjZjMWUtOWI2NC00YWQwLWE0MGEtMjY4YTQ5YzE4MmI2IiwiZSI6Ijg5LjE0OS45MS4xNzAiLCJnIjoidHVyYm8iLCJ0IjoiMjAyNi0wNC0wNVQxMTowMDozNS4zNjQzNDYxNjJaIn19.LZ2YOi-_GP9tfxI4MAzlnb_tWFLtIK8bV4hJAVhYMi8&adType=booster,74 382 €,,2,Новострой,,2-х комнатная квартира,"Кишинёв мун., Криково, Центр, str. Calea Basarabiei, 2A",280 см,80068279,75 м²,,Продам,Белый вариант,7,Mонолитный,"2-х комнатная квартира,  Центр,  Криково,  Кишинёв мун.",
Частное лицо,,,,,https://999.md/ru/103943989?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzUzOTA0MzUsIkMiOnsiciI6MSwiYiI6MjAwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDM5NDM5ODkiLCJpIjoiODkuMTQ5LjkxLjE3MCIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2lubGluZSIsIngiOiIiLCJsIjoiMWI4MTBiY2UtZTg2Yy00YzVkLTgxOTEtYzQ4MWYyOTk1ODU2IiwiZSI6Ijg5LjE0OS45MS4xNzAiLCJ0IjoiMjAyNi0wNC0wNVQxMTowMDozNS4zNjQ1ODg2NloifX0.XNwNNuYBgdyl3BLri1vCfYHniiUqcXcadMb_HEBMN5E&adType=booster,176 900 €,,1,Новострой,,3-х комнатная квартира,Расположение,,103943989,106 м²,,Продам,Eвроремонт,12,,"3-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",
Частное лицо,,1,,,https://999.md/ru/103615297?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzUzOTA0MzUsIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDM2MTUyOTciLCJpIjoiODkuMTQ5LjkxLjE3MCIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2lubGluZSIsIngiOiIiLCJsIjoiODkyZjQzYmMtMzY2Yy00ZTdiLWIzZjYtOWYwNTdiMDBlYjg5IiwiZSI6Ijg5LjE0OS45MS4xNzAiLCJnIjoidHVyYm8iLCJ0IjoiMjAyNi0wNC0wNVQxMTowMDozNS4zNjQ2OTM5NjlaIn19.GGXtyKxklYG8oggKF3tnF61A0pG-m50H8Sfh1ItsAYc&adType=booster,112 900 €,,5,Вторичный,1,3-х комнатная квартира,"Кишинёв мун., Кишинёв, Рышкановка, str. Matei Basarab, 5/1",,103615297,79 м²,Квартира с ливингом,Продам,Eвроремонт,5,Kотельцовый,"3-х комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",
Агентство,,,Ст (Сталинка),,https://999.md/ru/103486033?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzUzOTA0MzUsIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDM0ODYwMzMiLCJpIjoiODkuMTQ5LjkxLjE3MCIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2Zvb3RlciIsIngiOiJwcmVtaXVtIiwibCI6ImFlMjAxMjEyLTFiNjYtNGE1NS1hZjUwLWI1YTQ2YzFhZjRmMCIsImUiOiI4OS4xNDkuOTEuMTcwIiwiZyI6InR1cmJvIiwidCI6IjIwMjYtMDQtMDVUMTE6MDA6MzUuNDE4MDYxNDU5WiJ9fQ.LgXYueijLMcnYhiA1ITFMetVdlipMrlr7iCXcoGgYH0&adType=booster,350 000 €,,2,Новострой,2,2-х комнатная квартира,"Кишинёв мун., Кишинёв, Центр, bd. Stefan cel Mare si Sfint, 132",,103486033,75 м²,Квартира с ливингом,Продам,Eвроремонт,4,,"2-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",Oткрытое
Застройщик,Astercon,1,Индивидуальная,,https://999.md/ru/102196003?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzUzOTA0MzUsIkMiOnsiciI6MSwiYiI6MTYwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDIxOTYwMDMiLCJpIjoiODkuMTQ5LjkxLjE3MCIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2Zvb3RlciIsIngiOiJwcmVtaXVtIiwibCI6ImFlOTQxZTRiLTE4MGUtNGVjYS1hOTE2LTNhZWVhMmNiMzBmMSIsImUiOiI4OS4xNDkuOTEuMTcwIiwidCI6IjIwMjYtMDQtMDVUMTE6MDA6MzUuNDE4MTg2NTU1WiJ9fQ.6b_kXApSF16Zaz3vzQ0b2z05dovk-Kycz3BAt_f1ITY&adType=booster,72 384 €,12 м²,2,Новострой,1,Комната,"Кишинёв мун., Дурлешты, Центр, str. Durlești, 8",286 см,102196003,50 м²,Квартира с ливингом,Продам,Белый вариант,6,Ячеистый Бетон,"Комната,  Центр,  Дурлешты,  Кишинёв мун.",Гараж
Частное лицо,Basconslux,1,Индивидуальная,,https://999.md/ru/103360660?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzUzOTA0MzUsIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDMzNjA2NjAiLCJpIjoiODkuMTQ5LjkxLjE3MCIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2Zvb3RlciIsIngiOiIiLCJsIjoiZTExZDczNDMtMGRkMy00ZDQyLTg4MzgtMDc2N2YyMjQ1ZmYwIiwiZSI6Ijg5LjE0OS45MS4xNzAiLCJnIjoicGx1cyIsInQiOiIyMDI2LTA0LTA1VDExOjAwOjM1LjQxNzE3NTkwOFoifX0.MM6CGnQcr074Jiua2VVQYXCvKBj82WXaZD5G_-5hfq0&adType=booster,95 999 €,,1,Новострой,1,1-комнатная квартира,Расположение,,103360660,47 м²,,Продам,Индивидуальный дизайн,10,Бетон,"1-комнатная квартира,  Окраина,  Дурлешты,  Кишинёв мун.",Подземная
Частное лицо,Inamstro,,,,https://999.md/ru/100959401?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzUzOTA0MzUsIkMiOnsiciI6MSwiYiI6MTAwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDA5NTk0MDEiLCJpIjoiODkuMTQ5LjkxLjE3MCIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2Zvb3RlciIsIngiOiJwcmVtaXVtIiwibCI6ImEyNGJjZjhkLTQ0MGEtNDA2Mi05ZDNhLTUyZjUzODdhMDRiNiIsImUiOiI4OS4xNDkuOTEuMTcwIiwidCI6IjIwMjYtMDQtMDVUMTE6MDA6MzUuNDE3MzYyMzYyWiJ9fQ.Nk4-S4GzQwQG524qPy7iGkKGTdOuzjIVSvYNIUvNlFE&adType=booster,120 000 €,,5,Новострой,1,1-комнатная квартира,"Кишинёв мун., Кишинёв, Центр, str. Ghenadie Iablocikin, 2/2",,100959401,48 м²,Квартира с ливингом,Продам,Белый вариант,13,Kирпичный,"1-комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",Подземная
Застройщик,,,,,https://999.md/ru/103765207?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzUzOTA0MzUsIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDM3NjUyMDciLCJpIjoiODkuMTQ5LjkxLjE3MCIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2Zvb3RlciIsIngiOiJwcm8iLCJsIjoiMjA0OTQyY2YtYTE1OS00YTgyLTk4MDQtMzg5NjFkZjBhMWQ1IiwiZSI6Ijg5LjE0OS45MS4xNzAiLCJnIjoicGx1cyIsInQiOiIyMDI2LTA0LTA1VDExOjAwOjM1LjQxNzYzNzIxNFoifX0.ONJwzxG9UKCeeit9trJ9_S-XyNMsUc4z2EJjf1vjApY&adType=booster,45 000 €,,9,Новострой,,1-комнатная квартира,"Кишинёв мун., Кишинёв, Ботаника, şos. Munceşti, 94",,103765207,42 м²,,Продам,,18,,"1-комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",
Застройщик,,,,,https://999.md/ru/103838860?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzUzOTA0MzUsIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDM4Mzg4NjAiLCJpIjoiODkuMTQ5LjkxLjE3MCIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2Zvb3RlciIsIngiOiJwcm8iLCJsIjoiMDVmM2FhNmMtMzMwZC00NTQxLWI4OTktZDk3NzBkZGU3Yzc1IiwiZSI6Ijg5LjE0OS45MS4xNzAiLCJnIjoidHVyYm8iLCJ0IjoiMjAyNi0wNC0wNVQxMTowMDozNS40MTc3NjE4NloifX0.M6u06xECe2-mX56FVv_KZVM6aSOb9-FogKEA1vyuXA8&adType=booster,81 900 €,,1,Вторичный,,1-комнатная квартира,"Кишинёв мун., Кишинёв, Чокана, str. Ginta Latină, 5",,103838860,43 м²,Квартира с ливингом,Продам,,9,,"1-комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",
Застройщик,Ecovzor,1,Индивидуальная,26 м²,https://999.md/ru/102962829?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzUzOTA0NjksIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDI5NjI4MjkiLCJpIjoiODkuMTQ5LjkxLjE3MCIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2hlYWRlciIsIngiOiIiLCJsIjoiZGJjY2UzMzctZjExZS00MzQ0LTk5MGEtMTY1YWQ5MTdiYjNjIiwiZSI6Ijg5LjE0OS45MS4xNzAiLCJnIjoicGx1cyIsInQiOiIyMDI2LTA0LTA1VDExOjAxOjA5Ljg2NTM3NzczN1oifX0.9oi11BCOW0Opnl7P8DHWlymNM3AjxT40x5KhvPUPVd4&adType=booster,60 800 €,24 м²,5,Новострой,1,2-х комнатная квартира,"Бельцы мун., Бельцы, Центр, str. Sennaia, 2",295 см,102962829,64 м²,Квартира с ливингом,Продам,Белый вариант,9,Mонолитный,"2-х комнатная квартира,  Центр,  Бельцы,  Бельцы мун.",Подземная
