Санузел,Общая площадь,Состояние квартиры,Количество этажей,Парковочное место,title,link,id,Площадь кухни,Жилая площадь,Планировка,Жилой фонд,Балкон / лоджия,Ливинг,price,Тип,Количество комнат,Этаж,Автор объявления,Высота потолков,Тип здания,Адрес,Застройщик
,55 м²,,5,,"2-х комнатная квартира,  Центр,  Оргеев,  Оргеев",https://999.md/ru/103819472?location=subcategory&index=4885,103819472,,,,Вторичный,,,65 000 €,Продам,2-х комнатная квартира,5,Застройщик,,,"Оргеев, Оргеев, Центр, str. Mihail Sadoveanu, 26/B",
1,39 м²,Белый вариант,20,Гараж,"1-комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",https://999.md/ru/103963563?location=subcategory&index=4886,103963563,,,,Новострой,1,Квартира с ливингом,61 248 €,Продам,1-комнатная квартира,8,Застройщик,,Kирпичный,"Кишинёв мун., Кишинёв, Ботаника, bd. Dacia, 59",Braus Imobiliare
2,102 м²,Eвроремонт,10,Подземная,"3-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",https://999.md/ru/104036811?location=subcategory&index=4887,104036811,,,Индивидуальная,Новострой,1,,220 000 €,Продам,3-х комнатная квартира,9,Агентство,,Kомбинированный,"Кишинёв мун., Кишинёв, Ботаника, Grenoble, 120/8",Sky House
1,82 м²,Индивидуальный дизайн,1,,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",https://999.md/ru/103921795?location=subcategory&index=4888,103921795,,,,Вторичный,,,48 000 €,Продам,2-х комнатная квартира,1,Частное лицо,,Kотельцовый,"Кишинёв мун., Кишинёв, Ботаника, str. Alexandru Negru-Vodă, 109/1",
1,43 м²,Незавершенное cтроительство,11,Oткрытое,"1-комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",https://999.md/ru/103611908?location=subcategory&index=4889,103611908,,,Индивидуальная,Новострой,1,,69 000 €,,1-комнатная квартира,7,Агентство,,,"Кишинёв мун., Кишинёв, Ботаника, Dacia, 59/1",
1,92 м²,Eвроремонт,6,,"3-х комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.",https://999.md/ru/102552868?location=subcategory&index=4890,102552868,,,,Новострой,1,Квартира с ливингом,209 000 €,Продам,3-х комнатная квартира,3,Агентство,,Kомбинированный,"Кишинёв мун., Кишинёв, Телецентр, str. Grenoble, 110",
1,26 м²,Косметический pемонт,5,Oткрытое,"Комната,  Буюканы,  Кишинёв,  Кишинёв мун.",https://999.md/ru/104086615?location=subcategory&index=4891,104086615,,,,Вторичный,Нет,,41 500 €,Продам,Комната,2,Агентство,,Kотельцовый,"Кишинёв мун., Кишинёв, Буюканы, Suceava, 151",
1,68 м²,Eвроремонт,13,,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",https://999.md/ru/103864660?location=subcategory&index=4892,103864660,,,,Новострой,,Квартира с ливингом,179 900 €,Продам,2-х комнатная квартира,1,Агентство,,,"Кишинёв мун., Кишинёв, Буюканы, str. Ioana Radu, 27/8",Inamstro
2,86 м²,Белый вариант,6,Подземная,"2-х комнатная квартира,  Центр,  Криково,  Кишинёв мун.",https://999.md/ru/101764519?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MjQyNzksIkMiOnsiciI6MSwiYiI6MTQwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDE3NjQ1MTkiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2lubGluZSIsIngiOiIiLCJsIjoiMjJlMDZhOTItYzIzOS00NzFiLWEyOGItYTJiMzMwZjY0NTI2IiwiZSI6Ijg5LjE0OS45My4xMzkiLCJnIjoibGl0ZSIsInQiOiIyMDI2LTA0LTIwVDIxOjMxOjE5LjY4MDg3MTkzNloifX0.PHJ4PSLyqKWW0jpqLxEwmip7EGhHKlP81ybXHUEwwk4&placement=ADS_LIST_INLINE_REDESIGN&adType=booster&location=subcategory&index=4893,101764519,,,,Новострой,1,Квартира с ливингом,98 900 €,Продам,2-х комнатная квартира,3,Застройщик,295 см,Mонолитный,"Кишинёв мун., Криково, Центр, str. Chişinău, 81",
2,35 м²,Eвроремонт,9,Oткрытое,"1-комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",https://999.md/ru/103873746?location=subcategory&index=4894,103873746,,,143,Вторичный,Нет,,79 900 €,Продам,1-комнатная квартира,8,Агентство,,Панельный,"Кишинёв мун., Кишинёв, Ботаника, Valea crucii, 4",
1,79 м²,,9,,"2-х комнатная квартира,  Центр,  Страшены,  Страшены",https://999.md/ru/103285560?location=subcategory&index=4895,103285560,,79 м²,,Новострой,,Квартира с ливингом,130 000 €,Продам,2-х комнатная квартира,1,Частное лицо,,Kомбинированный,"Страшены, Страшены, Центр, str. Ştefan cel Mare și Sfînt, 41",Basconslux
,71 м²,,5,,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",https://999.md/ru/103720603?location=subcategory&index=4896,103720603,,,,Новострой,,Квартира с ливингом,153 000 €,Продам,2-х комнатная квартира,3,Агентство,,,"Кишинёв мун., Кишинёв, Буюканы, пр-т Алба-Юлия, 17/A",
1,45 м²,Eвроремонт,3,Oткрытое,"2-х комнатная квартира,  Окраина,  Дурлешты,  Кишинёв мун.",https://999.md/ru/103679019?location=subcategory&index=4897,103679019,,,Индивидуальная,Вторичный,1,,68 000 €,Продам,2-х комнатная квартира,3,Агентство,,Kотельцовый,"Кишинёв мун., Дурлешты, Окраина, Cartușa, 44",
2,65 м²,Eвроремонт,12,Подземная,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",https://999.md/ru/102442672?location=subcategory&index=4898,102442672,,,Индивидуальная,Новострой,2,,144 900 €,Продам,2-х комнатная квартира,3,Агентство,,Kомбинированный,"Кишинёв мун., Кишинёв, Ботаника, Trandafirilor, 11/5",
2,65 м²,Косметический pемонт,13,Oткрытое,"3-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",https://999.md/ru/103860130?location=subcategory&index=4899,103860130,,,Индивидуальная,Вторичный,1,,87 500 €,Продам,3-х комнатная квартира,8,Агентство,,Kомбинированный,"Кишинёв мун., Кишинёв, Ботаника, Bulevardul Dacia, 24",
2,96 м²,Индивидуальный дизайн,10,Подземная,"2-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",https://999.md/ru/100744895?location=subcategory&index=4900,100744895,,,,Новострой,,Квартира с ливингом,245 000 €,Продам,2-х комнатная квартира,5,Частное лицо,,Kирпичный,Расположение,Dansicons
1,40 м²,Белый вариант,5,Oткрытое,"1-комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",https://999.md/ru/103244021?location=subcategory&index=4901,103244021,,,Индивидуальная,Новострой,2,,72 000 €,Продам,1-комнатная квартира,1,Агентство,,Kирпичный,"Кишинёв мун., Кишинёв, Ботаника, europa, 8",
,64 м²,,10,,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",https://999.md/ru/102795490?location=subcategory&index=4902,102795490,,,,Новострой,,Квартира с ливингом,169 900 €,Продам,2-х комнатная квартира,3,Агентство,,,"Кишинёв мун., Кишинёв, Буюканы, bd. Alba-Iulia, 128",
,57 м²,Белый вариант,9,,"2-х комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.",https://999.md/ru/88831911?location=subcategory&index=4903,88831911,,,Индивидуальная,Новострой,,,79 230 €,Продам,2-х комнатная квартира,2,Застройщик,,,"Кишинёв мун., Кишинёв, Телецентр, șos. Hâncești, 142",
2,100 м²,Белый вариант,9,,"3-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",https://999.md/ru/103796914?location=subcategory&index=4904,103796914,,,Индивидуальная,Новострой,,,128 000 €,Продам,3-х комнатная квартира,8,Застройщик,,Kирпичный,"Кишинёв мун., Кишинёв, Центр, str. Calea Mosilor, 4",
,39 м²,Белый вариант,12,,"1-комнатная квартира,  Центр,  Дурлешты,  Кишинёв мун.",https://999.md/ru/102872731?location=subcategory&index=4905,102872731,,,,Новострой,,Квартира с ливингом,47 700 €,Продам,1-комнатная квартира,5,Застройщик,,,"Кишинёв мун., Дурлешты, Центр, str. Ialoveni, 102",Estate Invest Company
2,71 м²,Белый вариант,10,,"2-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",https://999.md/ru/102100495?location=subcategory&index=4906,102100495,,,,Новострой,,Квартира с ливингом,109 430 €,Продам,2-х комнатная квартира,3,Агентство,,,"Кишинёв мун., Кишинёв, Чокана, str. Bucovinei, 5/63",Estate Invest Company
2,43 м²,Eвроремонт,9,Oткрытое,"1-комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",https://999.md/ru/104040743?location=subcategory&index=4907,104040743,,,143,Вторичный,Нет,,79 900 €,Продам,1-комнатная квартира,1,Агентство,,Панельный,"Кишинёв мун., Кишинёв, Рышкановка, Tudor Vladimirescu, 1/5",
2,90 м²,Eвроремонт,13,Подземная,"3-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",https://999.md/ru/104097626?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MjQyNzksIkMiOnsiciI6MSwiYiI6MTQwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDQwOTc2MjYiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2lubGluZSIsIngiOiIiLCJsIjoiZjVmZTVjYzItOTMzOC00ZTBjLWI3NTAtYWNhZTY0ZjNiNzc0IiwiZSI6Ijg5LjE0OS45My4xMzkiLCJnIjoibGl0ZSIsInQiOiIyMDI2LTA0LTIwVDIxOjMxOjE5LjY4MDkzNzQ5WiJ9fQ.0Ta1P5GcUExFRJ0QG5sJl7lmLGhwN0DzpGZ15sofWys&placement=ADS_LIST_INLINE_REDESIGN&adType=booster&location=subcategory&index=4908,104097626,,,,Новострой,1,Квартира с ливингом,235 000 €,Продам,3-х комнатная квартира,7,Агентство,,,"Кишинёв мун., Кишинёв, Буюканы, str. Vasile Lupu, 28",Exfactor-grup
2,40 м²,Косметический pемонт,15,Oткрытое,"1-комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",https://999.md/ru/104038758?location=subcategory&index=4909,104038758,,,Индивидуальная,Вторичный,1,,61 900 €,Продам,1-комнатная квартира,12,Агентство,,Kомбинированный,"Кишинёв мун., Кишинёв, Рышкановка, Bulevardul Moscova, 11",
1,18 м²,Косметический pемонт,10,,"Комната,  Ботаника,  Кишинёв,  Кишинёв мун.",https://999.md/ru/103081128?location=subcategory&index=4910,103081128,,18 м²,,Вторичный,,,26 000 €,Продам,Комната,6,Частное лицо,,Блочный,"Кишинёв мун., Кишинёв, Ботаника, str. Independenței, 36",
1,13 м²,Нуждается в ремонте,10,Oткрытое,"Комната,  Ботаника,  Кишинёв,  Кишинёв мун.",https://999.md/ru/103081054?location=subcategory&index=4911,103081054,,13 м²,Гостинка,Вторичный,Нет,,24 000 €,Продам,Комната,7,Частное лицо,,Блочный,"Кишинёв мун., Кишинёв, Ботаника, str. Independenței, 36",
2,94 м²,Белый вариант,12,,"3-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",https://999.md/ru/100355379?location=subcategory&index=4912,100355379,,,,Новострой,2,Квартира с ливингом,141 000 €,Продам,3-х комнатная квартира,2,Застройщик,,,"Кишинёв мун., Кишинёв, Ботаника, str. Grenoble, 134/2",
,60 м²,Индивидуальный дизайн,9,,"2-х комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",https://999.md/ru/89776528?location=subcategory&index=4913,89776528,,,Индивидуальная,Новострой,,Квартира с ливингом,78 000 €,Продам,2-х комнатная квартира,5,Застройщик,,Kирпичный,"Кишинёв мун., Кишинёв, Рышкановка, str. Calea Moșilor, 4",
,65 м²,Белый вариант,9,,"2-х комнатная квартира,  Центр,  Дурлешты,  Кишинёв мун.",https://999.md/ru/103031186?location=subcategory&index=4914,103031186,,,,Новострой,,,71 500 €,Продам,2-х комнатная квартира,3,Застройщик,,,"Кишинёв мун., Дурлешты, Центр, ул. Николае Димо, 24",
1,33 м²,Без ремонта,9,Oткрытое,"1-комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",https://999.md/ru/103844446?location=subcategory&index=4915,103844446,,,Мс (Молд. Серия),Вторичный,1,,62 000 €,Продам,1-комнатная квартира,3,Агентство,,Панельный,"Кишинёв мун., Кишинёв, Ботаника, Grenoble, 209",
2,92 м²,Косметический pемонт,9,,"3-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",https://999.md/ru/103212009?location=subcategory&index=4916,103212009,,,,Вторичный,,,149 000 €,Продам,3-х комнатная квартира,5,Застройщик,,,"Кишинёв мун., Кишинёв, Буюканы, bd. Alba-Iulia, 188",
2,55 м²,Косметический pемонт,9,Oткрытое,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",https://999.md/ru/104021763?location=subcategory&index=4917,104021763,,,Мс (Молд. Серия),Вторичный,2,,77 900 €,Продам,2-х комнатная квартира,8,Агентство,,Панельный,"Кишинёв мун., Кишинёв, Ботаника, Cetatea Albă, 141",
1,47 м²,Eвроремонт,5,Oткрытое,"2-х комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",https://999.md/ru/103805990?location=subcategory&index=4918,103805990,,,Хрущевка,Вторичный,1,,106 000 €,Продам,2-х комнатная квартира,3,Агентство,,Kотельцовый,"Кишинёв мун., Кишинёв, Рышкановка, Kiev, 16/1",
,46 м²,Белый вариант,9,Подземная,"1-комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",https://999.md/ru/88002849?location=subcategory&index=4919,88002849,,,Индивидуальная,Новострой,1,Квартира с ливингом,65 590 €,Продам,1-комнатная квартира,2,Застройщик,,Kирпичный,"Кишинёв мун., Кишинёв, Рышкановка, str. Ceucari, 9/1",
,43 м²,Белый вариант,9,,"1-комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.",https://999.md/ru/88831887?location=subcategory&index=4920,88831887,,,Индивидуальная,Новострой,,,59 500 €,Продам,1-комнатная квартира,3,Застройщик,,,Расположение,
2,80 м²,Eвроремонт,5,Oткрытое,"3-х комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",https://999.md/ru/104111619?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MjQyNzksIkMiOnsiciI6MSwiYiI6MTQwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDQxMTE2MTkiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2Zvb3RlciIsIngiOiIiLCJsIjoiMjdjNzU3NmUtZjI1ZC00YWJlLTlmN2QtNTJhZjIzMWQ3MGU2IiwiZSI6Ijg5LjE0OS45My4xMzkiLCJnIjoibGl0ZSIsInQiOiIyMDI2LTA0LTIwVDIxOjMxOjE5LjY3NzI1MjkyNVoifX0.W5jVPPZFwuoMnMGW44P2EEx7-BVLw0fYKb0zBN9GmRw&placement=ADS_LIST_FOOTER_REDESIGN&adType=booster&location=subcategory&index=9,104111619,,,143,Вторичный,1,Квартира с ливингом,110 000 €,Продам,3-х комнатная квартира,4,Частное лицо,270 см,Kотельцовый,"Кишинёв мун., Кишинёв, Рышкановка, str. Crângului, 12",
,65 м²,,9,,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",https://999.md/ru/104104568?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MjQyNzksIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDQxMDQ1NjgiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2Zvb3RlciIsIngiOiIiLCJsIjoiNTg5MzQxNzItY2JmYy00YzU2LWEwYTYtOTMwY2MxMDNmNGQzIiwiZSI6Ijg5LjE0OS45My4xMzkiLCJnIjoicGx1cyIsInQiOiIyMDI2LTA0LTIwVDIxOjMxOjE5LjY3NzI5OTIxOVoifX0.zGhPd1oZ7VQ9jFBarOw6ANwKE6H0JptuDyDJWy4bGEI&placement=ADS_LIST_FOOTER_REDESIGN&adType=booster&location=subcategory&index=10,104104568,,,,Вторичный,1,,450 €,Сдаю помесячно,2-х комнатная квартира,1,Частное лицо,,,"Кишинёв мун., Кишинёв, Ботаника, str. Independenței, 42/2",
,35 м²,,10,,"1-комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",https://999.md/ru/84521595?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MjQyNzksIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiI4NDUyMTU5NSIsImkiOiI4OS4xNDkuOTMuMTM5IiwicyI6ImRlc2t0b3AiLCJwIjoiYWRzX2xpc3RfZm9vdGVyIiwieCI6InBybyIsImwiOiJlZDAzMTQ5Ny0xMDg3LTRlYTYtOTVmNi0zZThkZGJlNDJhZDAiLCJlIjoiODkuMTQ5LjkzLjEzOSIsImciOiJ0dXJibyIsInQiOiIyMDI2LTA0LTIwVDIxOjMxOjE5LjY3NzMyNTkzNVoifX0.S-WXD5AUFJSOWzCPyXCJIMi7XGkQeyUnsSexLd58QLo&placement=ADS_LIST_FOOTER_REDESIGN&adType=booster&location=subcategory&index=11,84521595,,35 м²,,Новострой,,,700 MDL,Сдаю посуточно,1-комнатная квартира,3,Агентство,,,"Кишинёв мун., Кишинёв, Центр, str. Ismail, 88",
2,100 м²,Индивидуальный дизайн,8,,"3-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",https://999.md/ru/89697488?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MjQyNzksIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiI4OTY5NzQ4OCIsImkiOiI4OS4xNDkuOTMuMTM5IiwicyI6ImRlc2t0b3AiLCJwIjoiYWRzX2xpc3RfZm9vdGVyIiwieCI6InBybyIsImwiOiIyNTQ3ZWNjMi1hZjQxLTRhZjAtOTVlYi00YjBlMjg0Zjc3N2EiLCJlIjoiODkuMTQ5LjkzLjEzOSIsImciOiJ0dXJibyIsInQiOiIyMDI2LTA0LTIwVDIxOjMxOjE5LjY3NzM0OTY2OFoifX0.Es5ZKHfjJ1xqFWGlsgaq1ln-LUEcSgOi5vku3KXBKTA&placement=ADS_LIST_FOOTER_REDESIGN&adType=booster&location=subcategory&index=12,89697488,,100 м²,Индивидуальная,Новострой,,Квартира с ливингом,245 000 €,Продам,3-х комнатная квартира,2,Застройщик,,Kирпичный,"Кишинёв мун., Кишинёв, Центр, str. Avram Iancu, 32",Inamstro
,50 м²,,7,,"2-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",https://999.md/ru/82505768?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MjQyNzksIkMiOnsiciI6MSwiYiI6MTAwLCJjIjoyNzAsInoiOjE0MDQsImEiOiI4MjUwNTc2OCIsImkiOiI4OS4xNDkuOTMuMTM5IiwicyI6ImRlc2t0b3AiLCJwIjoiYWRzX2xpc3RfZm9vdGVyIiwieCI6IiIsImwiOiIxMjNjYWYwYS0zNGQxLTQzNjQtODA4OS1kZjQ3ZjE0YzkyZjEiLCJlIjoiODkuMTQ5LjkzLjEzOSIsInQiOiIyMDI2LTA0LTIwVDIxOjMxOjE5LjY3Njk3NDUzNloifX0.GFj042dubA7vSl2rtG3lumSJGQtxiy466h51H9h_lqo&placement=ADS_LIST_FOOTER_REDESIGN&adType=booster&location=subcategory&index=1,82505768,,,,Новострой,,,1 100 €,Сдаю помесячно,2-х комнатная квартира,4,Частное лицо,3000 см,,Расположение,
2,55 м²,,9,,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",https://999.md/ru/104101553?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MjQyNzksIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDQxMDE1NTMiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2Zvb3RlciIsIngiOiIiLCJsIjoiNTg5MzhmNjktYjMyMC00MWRhLTliOTMtYjZhNjkzZWM2ZWNjIiwiZSI6Ijg5LjE0OS45My4xMzkiLCJnIjoidHVyYm8iLCJ0IjoiMjAyNi0wNC0yMFQyMTozMToxOS42NzcwMDgzNTdaIn19.h_2dBGBDt5QM9Rob2ZCwiDjwbU-yLykPvxhvx-tW_qs&placement=ADS_LIST_FOOTER_REDESIGN&adType=booster&location=subcategory&index=2,104101553,,,143,Вторичный,1,,110 000 €,Продам,2-х комнатная квартира,8,Частное лицо,,,"Кишинёв мун., Кишинёв, Ботаника, str. Grenoble, 130",
1,55 м²,Eвроремонт,9,Подземная,"3-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",https://999.md/ru/89828684?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MjQyNzksIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiI4OTgyODY4NCIsImkiOiI4OS4xNDkuOTMuMTM5IiwicyI6ImRlc2t0b3AiLCJwIjoiYWRzX2xpc3RfZm9vdGVyIiwieCI6InByZW1pdW0iLCJsIjoiMWNiZjkwMzctODQ5Ny00ZGRlLWE0NDgtZjliY2MxOGRlOGZlIiwiZSI6Ijg5LjE0OS45My4xMzkiLCJnIjoidHVyYm8iLCJ0IjoiMjAyNi0wNC0yMFQyMTozMToxOS42NzcwMzE3NTFaIn19.nFD2wSU7ENYAhN9ZUTO8qOL64oHFrzYZOxPPl3EYaJQ&placement=ADS_LIST_FOOTER_REDESIGN&adType=booster&location=subcategory&index=3,89828684,,,,Новострой,1,Квартира с ливингом,600 MDL,Сдаю посуточно,3-х комнатная квартира,3,Агентство,,,Расположение,
2,77 м²,Белый вариант,6,Гараж,"2-х комнатная квартира,  Центр,  Дурлешты,  Кишинёв мун.",https://999.md/ru/102831939?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MjQyNzksIkMiOnsiciI6MSwiYiI6MTQwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDI4MzE5MzkiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2Zvb3RlciIsIngiOiJwcmVtaXVtIiwibCI6ImFlOTQxZTRiLTE4MGUtNGVjYS1hOTE2LTNhZWVhMmNiMzBmMSIsImUiOiI4OS4xNDkuOTMuMTM5IiwidCI6IjIwMjYtMDQtMjBUMjE6MzE6MTkuNjc3MDQ4MTM2WiJ9fQ.4seA9fwI_dhoksLtX7HG3xa0Zo6maG5DfJr-ShuhDFg&placement=ADS_LIST_FOOTER_REDESIGN&adType=booster&location=subcategory&index=4,102831939,12 м²,,,Новострой,2,Квартира с ливингом,103 397 €,Продам,2-х комнатная квартира,2,Застройщик,286 см,Ячеистый Бетон,"Кишинёв мун., Дурлешты, Центр, str. Durlești, 8",Astercon
1,46 м²,Eвроремонт,10,,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",https://999.md/ru/104080588?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MjQyNzksIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDQwODA1ODgiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2Zvb3RlciIsIngiOiIiLCJsIjoiMDgxY2NlYTAtY2Y3MC00ZGUyLWFlYjctMDhjZjk0NDkyNDNjIiwiZSI6Ijg5LjE0OS45My4xMzkiLCJnIjoicGx1cyIsInQiOiIyMDI2LTA0LTIwVDIxOjMxOjE5LjY3NzExODQ5OFoifX0.Gy7trcGSEHE_cX3t0Bk4wEErE6OJCYTxUH-QcHHFBPQ&placement=ADS_LIST_FOOTER_REDESIGN&adType=booster&location=subcategory&index=5,104080588,,,,Новострой,,Квартира с ливингом,133 000 €,Продам,2-х комнатная квартира,5,Частное лицо,,,"Кишинёв мун., Кишинёв, Буюканы, str. Ioana Radu, 27/6",Inamstro
,60 м²,Eвроремонт,16,,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",https://999.md/ru/104023474?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MjQyNzksIkMiOnsiciI6MSwiYiI6MTQwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDQwMjM0NzQiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2Zvb3RlciIsIngiOiIiLCJsIjoiYTU2YjMzNTMtYWVmMy00YWM1LThjZjAtNWViNThjM2JhNTcyIiwiZSI6Ijg5LjE0OS45My4xMzkiLCJnIjoibGl0ZSIsInQiOiIyMDI2LTA0LTIwVDIxOjMxOjE5LjY3NzEzNTM5OFoifX0.i0kwE__nEYC9o6_EjaMRN5UQ8sbZpfT8xQNFKHEEQeg&placement=ADS_LIST_FOOTER_REDESIGN&adType=booster&location=subcategory&index=6,104023474,,,,Вторичный,,,114 900 €,Продам,2-х комнатная квартира,8,Агентство,,,"Кишинёв мун., Кишинёв, Ботаника, bd. Dacia, 34/1",
,30 м²,Eвроремонт,5,,"1-комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",https://999.md/ru/104094849?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MjQyNzksIkMiOnsiciI6MSwiYiI6MTQwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDQwOTQ4NDkiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2Zvb3RlciIsIngiOiIiLCJsIjoiYWU3Nzg5YWQtY2FhNS00ZjcyLTg0NDctODlmYzRlNGVlY2NhIiwiZSI6Ijg5LjE0OS45My4xMzkiLCJnIjoibGl0ZSIsInQiOiIyMDI2LTA0LTIwVDIxOjMxOjE5LjY3NzE0ODAwNFoifX0.1qQj7QCevetudX4ljlkUXTXSwR-lPeK-PeoGsk1_w58&placement=ADS_LIST_FOOTER_REDESIGN&adType=booster&location=subcategory&index=7,104094849,,,,Вторичный,1,,40 €,Сдаю посуточно,1-комнатная квартира,1,Частное лицо,,,"Кишинёв мун., Кишинёв, Рышкановка, ул. Академик Андрей Сахаров, 11/3",
