Балкон / лоджия,Планировка,Застройщик,link,Ливинг,Площадь кухни,Парковочное место,Этаж,Санузел,Высота потолков,price,Количество этажей,Общая площадь,Адрес,id,Жилой фонд,Тип здания,Жилая площадь,title,Тип,Автор объявления,Количество комнат,Состояние квартиры
1,Индивидуальная,,https://999.md/ru/89441467?location=subcategory&index=2862,,,Oткрытое,7,1,,97 902 €,10,54 м²,"Кишинёв мун., Кишинёв, Буюканы, str. Calea Ieșilor, .",89441467,Новострой,,,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",Продам,Агентство,2-х комнатная квартира,Eвроремонт
3,Индивидуальная,,https://999.md/ru/102029395?location=subcategory&index=2863,Квартира без ливинга,,Oткрытое,4,1,,85 900 €,5,64 м²,"Кишинёв мун., Бубуечь, Центр, str. Miorița, 26/2",102029395,Вторичный,,,"3-х комнатная квартира,  Центр,  Бубуечь,  Кишинёв мун.",Продам,Агентство,3-х комнатная квартира,Eвроремонт
,,,https://999.md/ru/83208752?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MTM4ODcsIkMiOnsiciI6MSwiYiI6MTAwLCJjIjoyNzAsInoiOjE0MDQsImEiOiI4MzIwODc1MiIsImkiOiI4OS4xNDkuOTMuMTM5IiwicyI6ImRlc2t0b3AiLCJwIjoiYWRzX2xpc3RfaW5saW5lIiwieCI6InBybyIsImwiOiIzZTU1ODhmOS1mYTc5LTQ4NmItYmE5My0yZDNhNDgxMTgxODYiLCJlIjoiODkuMTQ5LjkzLjEzOSIsInQiOiIyMDI2LTA0LTIwVDE4OjM4OjA3LjkyMzY1NDUxOFoifX0.8sZAERACden0ulPIIC0FVvfX41phAtWdLO0KVAMIudE&placement=ADS_LIST_INLINE_REDESIGN&adType=booster&location=subcategory&index=2864,,,,4,,,450 €,10,52 м²,"Кишинёв мун., Кишинёв, Ботаника, str. Grenoble, 128/2",83208752,Новострой,,,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",Сдаю помесячно,Застройщик,2-х комнатная квартира,
1,Индивидуальная,,https://999.md/ru/101354599?location=subcategory&index=2865,Квартира с ливингом,,Oткрытое,3,2,,147 330 €,5,98 м²,"Кишинёв мун., Кишинёв, Телецентр, șos. Hâncești, .",101354599,Новострой,,,"3-х комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.",Продам,Агентство,3-х комнатная квартира,Белый вариант
1,Индивидуальная,Exfactor-grup,https://999.md/ru/102157841?location=subcategory&index=2866,Квартира с ливингом,,Oткрытое,2,2,,235 000 €,14,87 м²,Расположение,102157841,Новострой,Kирпичный,,"3-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",Продам,Агентство,3-х комнатная квартира,Eвроремонт
1,Индивидуальная,,https://999.md/ru/102220589?location=subcategory&index=2867,Квартира с ливингом,,Oткрытое,6,1,,279 000 €,12,100 м²,Расположение,102220589,Новострой,Ячеистый Бетон,,"2-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",,Агентство,2-х комнатная квартира,Eвроремонт
1,Индивидуальная,,https://999.md/ru/101354326?location=subcategory&index=2868,Квартира с ливингом,,Oткрытое,2,1,,81 285 €,5,54 м²,"Кишинёв мун., Кишинёв, Телецентр, șos. Hâncești, .",101354326,Новострой,,,"1-комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.",,Агентство,1-комнатная квартира,Белый вариант
2,Индивидуальная,,https://999.md/ru/102324394?location=subcategory&index=2869,Квартира с ливингом,,Oткрытое,2,2,,96 900 €,5,48 м²,Расположение,102324394,Вторичный,,,"2-х комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",,Агентство,2-х комнатная квартира,Eвроремонт
Нет,,Estate Invest Company,https://999.md/ru/101689620?location=subcategory&index=2870,Квартира с ливингом,,Подземная,7,1,275 см,99 000 €,9,45 м²,Расположение,101689620,Новострой,Kирпичный,45 м²,"1-комнатная квартира,  Дурлешты,  Кишинёв,  Кишинёв мун.",Продам,Агентство,1-комнатная квартира,Eвроремонт
,Индивидуальная,,https://999.md/ru/101684062?location=subcategory&index=2871,Квартира с ливингом,,Oткрытое,8,1,,93 000 €,9,37 м²,"Кишинёв мун., Кишинёв, Чокана, Nicolae Milescu Spataru, 27",101684062,Новострой,,,"1-комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",Продам,Агентство,1-комнатная квартира,Eвроремонт
1,Индивидуальная,,https://999.md/ru/100469511?location=subcategory&index=2872,Квартира с ливингом,,Oткрытое,1,2,,130 000 €,16,78 м²,Расположение,100469511,Вторичный,,,"3-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",Продам,Агентство,3-х комнатная квартира,Eвроремонт
,,,https://999.md/ru/103374440?location=subcategory&index=2873,,,Подземная,2,2,,179 000 €,10,71 м²,"Кишинёв мун., Кишинёв, Ботаника, Burebista , 25",103374440,Новострой,,,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",Продам,Агентство,2-х комнатная квартира,Eвроремонт
1,,,https://999.md/ru/103604590?location=subcategory&index=2874,,,Oткрытое,1,1,,87 900 €,5,46 м²,"Кишинёв мун., Кишинёв, Ботаника,  str. Nicolae Titulescu , 53/2",103604590,Вторичный,Kотельцовый,,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",Продам,Агентство,2-х комнатная квартира,Eвроремонт
1,Индивидуальная,,https://999.md/ru/104116102?location=subcategory&index=2875,Квартира без ливинга,,,10,1,,109 000 €,16,56 м²,"Кишинёв мун., Кишинёв, Рышкановка, Московский пр-т, 11",104116102,Вторичный,Mонолитный,,"2-х комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",Продам,Частное лицо,2-х комнатная квартира,Eвроремонт
,,Stroy Invest,https://999.md/ru/104095082?location=subcategory&index=2876,,,Oткрытое,3,,,220 000 €,7,72 м²,"Кишинёв мун., Кишинёв, Буюканы, ул. Ливиу Деляну, 24",104095082,Новострой,Kомбинированный,,"3-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",Продам,Частное лицо,3-х комнатная квартира,Eвроремонт
1,,Sky House,https://999.md/ru/104029484?location=subcategory&index=2877,,,Подземная,4,1,,46 010 €,12,36 м²,"Кишинёв мун., Кишинёв, Ботаника, str. Dimineții, 8",104029484,Новострой,Kирпичный,13 м²,"1-комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",Продам,Агентство,1-комнатная квартира,Белый вариант
,Индивидуальная,Maxmod Imobil,https://999.md/ru/102185480?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MTM4ODcsIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDIxODU0ODAiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2lubGluZSIsIngiOiJwcmVtaXVtIiwibCI6ImFlMjAxMjEyLTFiNjYtNGE1NS1hZjUwLWI1YTQ2YzFhZjRmMCIsImUiOiI4OS4xNDkuOTMuMTM5IiwiZyI6InR1cmJvIiwidCI6IjIwMjYtMDQtMjBUMTg6Mzg6MDcuOTIzNjk5MjU3WiJ9fQ.b3jCWlifOlppZG7Qtc83a1ih7EVtDIiWEftK8lms9NI&placement=ADS_LIST_INLINE_REDESIGN&adType=booster&location=subcategory&index=2878,Квартира с ливингом,,Подземная,3,1,,167 500 €,7,64 м²,"Кишинёв мун., Кишинёв, Буюканы, ул. Виссарион Белинский, 71",102185480,Новострой,Kомбинированный,,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",Продам,Агентство,2-х комнатная квартира,Eвроремонт
,,,https://999.md/ru/104062855?location=subcategory&index=2879,,,,2,1,,55 000 €,5,28 м²,"Кишинёв мун., Кишинёв, Центр, Alexandr Pușkin , 53",104062855,Вторичный,,,"1-комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",Продам,Агентство,1-комнатная квартира,Eвроремонт
1,Индивидуальная,,https://999.md/ru/103234675?location=subcategory&index=2880,,,Oткрытое,7,2,,258 000 €,12,96 м²,"Кишинёв мун., Кишинёв, Чокана,  bd. Mircea cel Bătrân, 41",103234675,Новострой,,,"3-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",Продам,Агентство,3-х комнатная квартира,Eвроремонт
,,,https://999.md/ru/103303309?location=subcategory&index=2881,,,,8,1,,188 700 €,13,82 м²,"Кишинёв мун., Кишинёв, Буюканы, str. Calea Ieșilor , 6",103303309,Новострой,,,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",Продам,Агентство,2-х комнатная квартира,Белый вариант
Нет,,Lagmar Impex,https://999.md/ru/100053430?location=subcategory&index=2882,Квартира с ливингом,,Подземная,1,1,,60 137 €,9,43 м²,"Кишинёв мун., Кишинёв, Телецентр, șos. Hâncești, 142",100053430,Новострой,,,"1-комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.",Продам,Застройщик,1-комнатная квартира,Белый вариант
,,,https://999.md/ru/87289774?location=subcategory&index=2883,,,,9,1,,62 914 €,9,45 м²,"Кишинёв мун., Кишинёв, Телецентр, șos. Hâncești, 142",87289774,Новострой,,,"Комната,  Телецентр,  Кишинёв,  Кишинёв мун.",Продам,Застройщик,Комната,Белый вариант
Нет,Индивидуальная,,https://999.md/ru/101342034?location=subcategory&index=2884,,,Oткрытое,5,1,,64 000 €,5,44 м²,"Кишинёв мун., Кишинёв, Ботаника, str. Nicolae Titulescu, .",101342034,Вторичный,,,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",Продам,Агентство,2-х комнатная квартира,Без ремонта
,,,https://999.md/ru/101341227?location=subcategory&index=2885,,,Oткрытое,1,2,,98 690 €,8,71 м²,"Кишинёв мун., Дурлешты, Центр, str. Nicolae Dimo, 118",101341227,Новострой,,,"2-х комнатная квартира,  Центр,  Дурлешты,  Кишинёв мун.",Продам,Застройщик,2-х комнатная квартира,Белый вариант
1,Индивидуальная,,https://999.md/ru/103313824?location=subcategory&index=2886,Квартира с ливингом,,Oткрытое,3,1,,139 000 €,8,65 м²,"Кишинёв мун., Кишинёв, Телецентр, ул. Спрынченоая, /",103313824,Новострой,,,"2-х комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.",,Агентство,2-х комнатная квартира,Eвроремонт
1,,,https://999.md/ru/103756192?location=subcategory&index=2887,,,,2,1,,65 000 €,7,33 м²,Расположение,103756192,Новострой,,,"1-комнатная квартира,  Центр,  Кодру,  Кишинёв мун.",Продам,Агентство,1-комнатная квартира,Косметический pемонт
,Индивидуальная,,https://999.md/ru/100418610?location=subcategory&index=2888,,,Oткрытое,5,1,,87 500 €,5,46 м²,"Кишинёв мун., Кишинёв, Центр, str. Izmail;str. Ismail, .",100418610,Вторичный,,,"2-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",,Агентство,2-х комнатная квартира,Eвроремонт
,,,https://999.md/ru/104030656?location=subcategory&index=2889,,,,4,1,,34 700 €,5,19 м²,"Кишинёв мун., Кишинёв, Буюканы, str. Ion Pelivan, 34/1",104030656,Вторичный,Kотельцовый,,"1-комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",Продам,Застройщик,1-комнатная квартира,Eвроремонт
1,,,https://999.md/ru/103416990?location=subcategory&index=2890,,,Подземная,11,2,,205 000 €,14,70 м²,"Кишинёв мун., Кишинёв, Буюканы, str.Vasile Lupu , --",103416990,Новострой,,,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",Продам,Агентство,2-х комнатная квартира,Eвроремонт
1,,,https://999.md/ru/103961634?location=subcategory&index=2891,,,,2,1,,79 900 €,9,40 м²,"Кишинёв мун., Кишинёв, Центр, str. Arheolog Ion Casian Suruceanu, 1",103961634,Новострой,,,"1-комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",Продам,Агентство,1-комнатная квартира,Eвроремонт
,,,https://999.md/ru/104065848?location=subcategory&index=2892,,,,1,1,,94 500 €,5,45 м²,"Кишинёв мун., Кишинёв, Рышкановка, Andrei Saharov , 3",104065848,Новострой,,,"2-х комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",Продам,Агентство,2-х комнатная квартира,Eвроремонт
1,Индивидуальная,David's Capital,https://999.md/ru/103442192?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MTM4ODcsIkMiOnsiciI6MSwiYiI6MTAwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDM0NDIxOTIiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2Zvb3RlciIsIngiOiIiLCJsIjoiMDI2ZGNiOWQtMWMyYy00ODAwLTk1OGUtNGNhMWRmYmRmNjkxIiwiZSI6Ijg5LjE0OS45My4xMzkiLCJ0IjoiMjAyNi0wNC0yMFQxODozODowNy45MTk3NTQwNzlaIn19.8ROaLMRxAF89ntPi7TeAkOFt3JASW-LMdtcalg8Qnj4&placement=ADS_LIST_FOOTER_REDESIGN&adType=booster&location=subcategory&index=9,,19 м²,Подземная,10,1,,99 000 €,13,50 м²,"Кишинёв мун., Кишинёв, Чокана, пр-т Мирча чел Бэтрын, 45",103442192,Новострой,Kомбинированный,31 м²,"1-комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",Продам,Частное лицо,1-комнатная квартира,Белый вариант
,,Inamstro,https://999.md/ru/103593182?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MTM4ODcsIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDM1OTMxODIiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2Zvb3RlciIsIngiOiJwcmVtaXVtIiwibCI6ImFlMjAxMjEyLTFiNjYtNGE1NS1hZjUwLWI1YTQ2YzFhZjRmMCIsImUiOiI4OS4xNDkuOTMuMTM5IiwiZyI6InR1cmJvIiwidCI6IjIwMjYtMDQtMjBUMTg6Mzg6MDcuOTE5Nzc2NzI3WiJ9fQ.rmDXN-GSxxa5FbJgXwq6xGEcuXxZJqC-xMXSQyuvqag&placement=ADS_LIST_FOOTER_REDESIGN&adType=booster&location=subcategory&index=10,Квартира с ливингом,,Oткрытое,10,1,,219 900 €,14,68 м²,"Кишинёв мун., Кишинёв, Центр, str. Calea Ieșilor, 6",103593182,Новострой,,,"2-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",Продам,Агентство,2-х комнатная квартира,Eвроремонт
,,,https://999.md/ru/103861839?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MTM4ODcsIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDM4NjE4MzkiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2Zvb3RlciIsIngiOiIiLCJsIjoiYmRiZThhZDQtODliNi00OTk5LWEyZDUtMWMyZGU3YzVjZTc5IiwiZSI6Ijg5LjE0OS45My4xMzkiLCJnIjoidHVyYm8iLCJ0IjoiMjAyNi0wNC0yMFQxODozODowNy45MTk3OTEwNzdaIn19.lp8632o3d0-7kO0PDRvtgkzXZ3jUND-pIZAiYOXyXDg&placement=ADS_LIST_FOOTER_REDESIGN&adType=booster&location=subcategory&index=11,Квартира с ливингом,,,4,,,154 900 €,6,70 м²,"Кишинёв мун., Кишинёв, Буюканы, bd. Alba-Iulia, 91/1",103861839,Новострой,,,"3-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",Продам,Частное лицо,3-х комнатная квартира,Eвроремонт
1,,,https://999.md/ru/101764519?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MTM4ODcsIkMiOnsiciI6MSwiYiI6MTQwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDE3NjQ1MTkiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2Zvb3RlciIsIngiOiIiLCJsIjoiMjJlMDZhOTItYzIzOS00NzFiLWEyOGItYTJiMzMwZjY0NTI2IiwiZSI6Ijg5LjE0OS45My4xMzkiLCJnIjoibGl0ZSIsInQiOiIyMDI2LTA0LTIwVDE4OjM4OjA3LjkxOTgxMzI2M1oifX0.fONjRvsycz8n8LjibypXa_TIWD9r4AOSryOtquQnQtA&placement=ADS_LIST_FOOTER_REDESIGN&adType=booster&location=subcategory&index=12,Квартира с ливингом,,Подземная,3,2,295 см,98 900 €,6,86 м²,"Кишинёв мун., Криково, Центр, str. Chişinău, 81",101764519,Новострой,Mонолитный,,"2-х комнатная квартира,  Центр,  Криково,  Кишинёв мун.",Продам,Застройщик,2-х комнатная квартира,Белый вариант
2,,Metropolis City,https://999.md/ru/104093138?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MTM4ODcsIkMiOnsiciI6MSwiYiI6MTQwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDQwOTMxMzgiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2Zvb3RlciIsIngiOiJwcmVtaXVtIiwibCI6ImUxNWU2MGNjLWQ2MTgtNDQ0OS1hMjQ1LTBlZTQ4Y2Y1MjBjZCIsImUiOiI4OS4xNDkuOTMuMTM5IiwiZyI6ImxpdGUiLCJ0IjoiMjAyNi0wNC0yMFQxODozODowNy45MTk0NzU5NjhaIn19.-3EKelrxi1pdmtJuXQy01jhnXztJ1R3bUSeYoc5wi68&placement=ADS_LIST_FOOTER_REDESIGN&adType=booster&location=subcategory&index=1,,,Подземная,5,2,,76 354 €,7,68 м²,"Кишинёв мун., Кишинёв, Ботаника, пр-т Дачия, 59",104093138,Новострой,Kотельцовый,,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",Продам,Застройщик,2-х комнатная квартира,Белый вариант
1,Индивидуальная,,https://999.md/ru/104116587?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MTM4ODcsIkMiOnsiciI6MSwiYiI6MTQwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDQxMTY1ODciLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2Zvb3RlciIsIngiOiIiLCJsIjoiYTQyMzI4ZjYtMDZmOS00YTA5LWE3ODEtNDZlMzBkMTAyZjI1IiwiZSI6Ijg5LjE0OS45My4xMzkiLCJnIjoibGl0ZSIsInQiOiIyMDI2LTA0LTIwVDE4OjM4OjA3LjkxOTUyMDAzNFoifX0.5ulDKu-FtGQPg7tmoLLufOMem3JjEevB6OGffrWF654&placement=ADS_LIST_FOOTER_REDESIGN&adType=booster&location=subcategory&index=2,Квартира с ливингом,25 м²,Oткрытое,4,1,260 см,139 999 €,5,65 м²,"Кишинёв мун., Кишинёв, Ботаника, şos. Munceşti, 326",104116587,Вторичный,Kотельцовый,40 м²,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",Продам,Частное лицо,2-х комнатная квартира,Eвроремонт
,,Estate Invest Company,https://999.md/ru/103695492?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MTM4ODcsIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDM2OTU0OTIiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2Zvb3RlciIsIngiOiIiLCJsIjoiMzI1MzE1MTItMjNlZS00ZWMxLTk0NWUtYmZiNWQ2MDc2YjFlIiwiZSI6Ijg5LjE0OS45My4xMzkiLCJnIjoicGx1cyIsInQiOiIyMDI2LTA0LTIwVDE4OjM4OjA3LjkxOTUzMzcyMloifX0.K2Z3Z4lGMqwF9ESRYPvxRzq4UVWfPimo9WWDkTSUtD4&placement=ADS_LIST_FOOTER_REDESIGN&adType=booster&location=subcategory&index=3,Квартира с ливингом,,,5,2,,159 900 €,12,90 м²,Расположение,103695492,Новострой,Kирпичный,,"2-х комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.",Продам,Частное лицо,2-х комнатная квартира,Сдан в эксплуатацию
2,,Ecovzor,https://999.md/ru/102433684?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MTM4ODcsIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDI0MzM2ODQiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2Zvb3RlciIsIngiOiIiLCJsIjoiODVmZTRiMzQtYjgxMS00ZGQ5LTllMTgtZmIyZjMyOGFmYWUzIiwiZSI6Ijg5LjE0OS45My4xMzkiLCJnIjoidHVyYm8iLCJ0IjoiMjAyNi0wNC0yMFQxODozODowNy45MTk1NjIxOTJaIn19.Xjo7FXK7Cxlm3WuPsUi2RCF2AVWiCgg6ISxM3-9F8LI&placement=ADS_LIST_FOOTER_REDESIGN&adType=booster&location=subcategory&index=4,Квартира с ливингом,,Гараж,13,2,,280 500 €,14,170 м²,"Кишинёв мун., Кишинёв, Старая Почта, ул. Язулуй, 38",102433684,Новострой,,,"3-х комнатная квартира,  Старая Почта,  Кишинёв,  Кишинёв мун.",Продам,Застройщик,3-х комнатная квартира,Белый вариант
,,Inamstro,https://999.md/ru/102448359?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MTM4ODcsIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDI0NDgzNTkiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2Zvb3RlciIsIngiOiIiLCJsIjoiM2UwMTBlM2ItMmUzMi00NTlkLTgxYjUtZTEwNzA0YjdmN2Q2IiwiZSI6Ijg5LjE0OS45My4xMzkiLCJnIjoicGx1cyIsInQiOiIyMDI2LTA0LTIwVDE4OjM4OjA3LjkxOTYzMDU4M1oifX0.KlunXypAq5PDFuoHV0-6n7tFeyHMbSaR79QSgYMcC-w&placement=ADS_LIST_FOOTER_REDESIGN&adType=booster&location=subcategory&index=5,,,,4,,,82 800 €,12,46 м²,"Кишинёв мун., Кишинёв, Ботаника, str. Grădina Botanică, 18/1",102448359,Новострой,,46 м²,"Комната,  Ботаника,  Кишинёв,  Кишинёв мун.",Продам,Частное лицо,Комната,Белый вариант
1,Индивидуальная,,https://999.md/ru/103996333?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MTM4ODcsIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDM5OTYzMzMiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2Zvb3RlciIsIngiOiIiLCJsIjoiOWZkMDQ3MjQtOTM1Zi00YjAxLTk4MGEtM2UyZDBiODc4ODEwIiwiZSI6Ijg5LjE0OS45My4xMzkiLCJnIjoidHVyYm8iLCJ0IjoiMjAyNi0wNC0yMFQxODozODowNy45MTk2NDMyNjdaIn19.uMaucRp2ef5MeSh1bmk0b9pF1ozmCVenEQJ0ucNhgsU&placement=ADS_LIST_FOOTER_REDESIGN&adType=booster&location=subcategory&index=6,Квартира с ливингом,,Oткрытое,2,1,,82 900 €,2,90 м²,"Кишинёв мун., Кишинёв, Центр, ул. Поштей, 92",103996333,Вторичный,Kотельцовый,73 м²,"3-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",Продам,Частное лицо,3-х комнатная квартира,Eвроремонт
Нет,Индивидуальная,,https://999.md/ru/104020829?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MTM4ODcsIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDQwMjA4MjkiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2Zvb3RlciIsIngiOiIiLCJsIjoiN2IyZTJiYWUtMmQ2Ny00ZTQzLTkwMzItZDc3MTY0YzZiMmFmIiwiZSI6Ijg5LjE0OS45My4xMzkiLCJnIjoidHVyYm8iLCJ0IjoiMjAyNi0wNC0yMFQxODozODowNy45MTk2ODUwMTFaIn19.gHv_C_EWQQP-bciG97LKPUFDSXI_Vtky7cCQ1im7Nso&placement=ADS_LIST_FOOTER_REDESIGN&adType=booster&location=subcategory&index=7,Квартира с ливингом,,Oткрытое,1,1,,320 €,2,40 м²,"Кишинёв мун., Гратиешты, Окраина, str. Sfînta Treime, 16",104020829,Вторичный,,40 м²,"Комната,  Окраина,  Гратиешты,  Кишинёв мун.",Сдаю помесячно,Застройщик,Комната,Eвроремонт
1,,,https://999.md/ru/103829548?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MTM4ODcsIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDM4Mjk1NDgiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2Zvb3RlciIsIngiOiIiLCJsIjoiN2Q1ZjZlNzItNDE1Yy00N2JmLTkxNTAtZWRlOTFjZGQyZDhlIiwiZSI6Ijg5LjE0OS45My4xMzkiLCJnIjoidHVyYm8iLCJ0IjoiMjAyNi0wNC0yMFQxODozODowNy45MTk2OTk4NjdaIn19.mpSQ79M8ru7BJAYpxA8n9N9PuieLsXd051ic3sdOj9k&placement=ADS_LIST_FOOTER_REDESIGN&adType=booster&location=subcategory&index=8,Квартира с ливингом,,Подземная,7,2,,249 000 €,9,117 м²,"Кишинёв мун., Кишинёв, Рышкановка, str. Academician Sergiu Radautanu, 3",103829548,Новострой,,,"3-х комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",Продам,Частное лицо,3-х комнатная квартира,Eвроремонт
