Автор объявления,Состояние квартиры,Этаж,Жилой фонд,Балкон / лоджия,id,link,Санузел,Планировка,Парковочное место,title,Ливинг,Тип,Жилая площадь,Тип здания,Количество этажей,Площадь кухни,Застройщик,price,Адрес,Высота потолков,Количество комнат,Общая площадь
Агентство,Eвроремонт,8,Новострой,1,103695576,https://999.md/ru/103695576?location=subcategory&index=1688,1,Индивидуальная,Oткрытое,"1-комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,Продам,,Kирпичный,10,,Sky House,79 900 €,"Кишинёв мун., Кишинёв, Ботаника, str. Bacioii Noi, 14",,1-комнатная квартира,36 м²
Агентство,Eвроремонт,7,Новострой,1,103694829,https://999.md/ru/103694829?location=subcategory&index=1689,1,Индивидуальная,Oткрытое,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,,,Kотельцовый,9,,Gonvaro-Con,169 500 €,"Кишинёв мун., Кишинёв, Буюканы, пр-т Алба Юлия, 77/18",,2-х комнатная квартира,60 м²
Агентство,Eвроремонт,2,Вторичный,1,103689570,https://999.md/ru/103689570?location=subcategory&index=1690,1,,Oткрытое,"3-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",,Продам,,,5,,,119 900 €,"Кишинёв мун., Кишинёв, Ботаника, ул. Николай Зелински, 12",,3-х комнатная квартира,60 м²
Агентство,Eвроремонт,7,Новострой,1,103677685,https://999.md/ru/103677685?location=subcategory&index=1691,2,,Oткрытое,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,Продам,,,13,,Exfactor-grup,195 000 €,"Кишинёв мун., Кишинёв, Буюканы, str. Vasile Lupu, 28a",,2-х комнатная квартира,71 м²
Агентство,Eвроремонт,7,Новострой,1,103667318,https://999.md/ru/103667318?location=subcategory&index=1692,2,,Oткрытое,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,Продам,,,13,,Exfactor-grup,179 000 €,"Кишинёв мун., Кишинёв, Буюканы, str. Vasile Lupu, 28a",,2-х комнатная квартира,71 м²
Агентство,Eвроремонт,11,Новострой,2,103635660,https://999.md/ru/103635660?location=subcategory&index=1693,2,,Oткрытое,"3-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,Продам,,,14,,,239 000 €,"Кишинёв мун., Кишинёв, Чокана, str. Nicolae Sulac, 4",,3-х комнатная квартира,120 м²
Агентство,Белый вариант,11,Новострой,2,103616705,https://999.md/ru/103616705?location=subcategory&index=1694,1,,Oткрытое,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,Продам,,,14,,Exfactor-grup,134 900 €,"Кишинёв мун., Кишинёв, Буюканы, str. Vasile Lupu, 28",,2-х комнатная квартира,73 м²
Частное лицо,,15,Новострой,,104112978,https://999.md/ru/104112978?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY2OTM1NzUsIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDQxMTI5NzgiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2lubGluZSIsIngiOiIiLCJsIjoiNDJhM2JmNzQtY2U2Ni00ZWQzLThiMGUtMjY4ODFlYjM0Y2ZiIiwiZSI6Ijg5LjE0OS45My4xMzkiLCJnIjoidHVyYm8iLCJ0IjoiMjAyNi0wNC0yMFQxMjo1OTozNS45OTg5NzE2NTZaIn19.APDRrILIQMcaLOLpMjFTy1_FwYlkwQy1GXt8Ldh3TYs&placement=ADS_LIST_INLINE_REDESIGN&adType=booster&location=subcategory&index=1695,,,,"2-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",,Продам,,,15,,Eldorado Terra,140 000 €,"Кишинёв мун., Кишинёв, Центр, str. Nicolae Testemițanu, 3/18",,2-х комнатная квартира,73 м²
Агентство,Eвроремонт,7,Новострой,2,103612052,https://999.md/ru/103612052?location=subcategory&index=1696,2,,Oткрытое,"3-х комнатная квартира,  Старая Почта,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,Продам,,,8,,,180 000 €,"Кишинёв мун., Кишинёв, Старая Почта, str. Ceucari, 5/1",,3-х комнатная квартира,120 м²
Агентство,Eвроремонт,3,Новострой,3,103609860,https://999.md/ru/103609860?location=subcategory&index=1697,3,Индивидуальная,Подземная,"3-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,Продам,,Kомбинированный,5,,,460 000 €,"Кишинёв мун., Кишинёв, Буюканы, ул. Штефан Няга, 20",,3-х комнатная квартира,185 м²
Агентство,Eвроремонт,3,Вторичный,,103576852,https://999.md/ru/103576852?location=subcategory&index=1698,1,,Oткрытое,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",,Продам,,,4,,,84 900 €,"Кишинёв мун., Кишинёв, Ботаника, ул. Николай Зелински, 5/4",,2-х комнатная квартира,40 м²
Агентство,Eвроремонт,2,Новострой,1,103486174,https://999.md/ru/103486174?location=subcategory&index=1699,1,,Oткрытое,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,Продам,,,13,,Loid,194 900 €,"Кишинёв мун., Кишинёв, Ботаника, bd. Cuza Voda, 5/1",,2-х комнатная квартира,65 м²
Агентство,Eвроремонт,2,Новострой,,103486033,https://999.md/ru/103486033?location=subcategory&index=1700,2,Ст (Сталинка),Oткрытое,"2-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,,,,4,,,350 000 €,"Кишинёв мун., Кишинёв, Центр, bd. Stefan cel Mare si Sfint, 132",,2-х комнатная квартира,75 м²
Агентство,Eвроремонт,11,Новострой,1,103287354,https://999.md/ru/103287354?location=subcategory&index=1701,1,,Oткрытое,"2-х комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,Продам,,,12,,Lagmar Impex,174 900 €,"Кишинёв мун., Кишинёв, Рышкановка, str. Cornesti, 11",,2-х комнатная квартира,65 м²
Агентство,Белый вариант,11,Новострой,1,103181653,https://999.md/ru/103181653?location=subcategory&index=1702,2,,Oткрытое,"2-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",,,,Kомбинированный,14,,Lagmar Impex,126 750 €,"Кишинёв мун., Кишинёв, Центр, str. Nicolae Testemitanu, 19",,2-х комнатная квартира,65 м²
Агентство,Eвроремонт,10,Новострой,2,103142537,https://999.md/ru/103142537?location=subcategory&index=1703,1,Индивидуальная,Подземная,"2-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,Продам,,Kирпичный,12,,Exfactor-grup,199 900 €,"Кишинёв мун., Кишинёв, Чокана, пр-т Мирча чел Бэтрын, 41/A",,2-х комнатная квартира,67 м²
Агентство,Eвроремонт,2,Новострой,,102865055,https://999.md/ru/102865055?location=subcategory&index=1704,1,,Oткрытое,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,Продам,,,10,,Flormin-Com,219 900 €,"Кишинёв мун., Кишинёв, Буюканы, str. Onisifor Ghibu, 10",,2-х комнатная квартира,65 м²
Агентство,Eвроремонт,7,Вторичный,1,102691643,https://999.md/ru/102691643?location=subcategory&index=1705,1,,Oткрытое,"2-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,Продам,,,9,,,195 000 €,"Кишинёв мун., Кишинёв, Центр, str. Mitropolit Dosoftei, 100",,2-х комнатная квартира,55 м²
Агентство,Eвроремонт,6,Новострой,1,102507079,https://999.md/ru/102507079?location=subcategory&index=1706,1,Индивидуальная,Подземная,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,Продам,,Kомбинированный,10,,Inamstro,187 500 €,"Кишинёв мун., Кишинёв, Буюканы, ул. Иоана Раду, 27/1",,2-х комнатная квартира,70 м²
Агентство,Eвроремонт,8,Новострой,1,102506423,https://999.md/ru/102506423?location=subcategory&index=1707,1,Индивидуальная,,"2-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,Продам,,Kомбинированный,12,,Dansicons,165 500 €,"Кишинёв мун., Кишинёв, Центр, str. Nicolae Testemitanu;, 17/1",,2-х комнатная квартира,65 м²
Агентство,Eвроремонт,8,Новострой,1,102458458,https://999.md/ru/102458458?location=subcategory&index=1708,2,,Oткрытое,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,Продам,,Kирпичный,14,,Exfactor-grup,179 000 €,"Кишинёв мун., Кишинёв, Буюканы, str. Vasile Lupu, 28a",,2-х комнатная квартира,71 м²
Агентство,Eвроремонт,3,Новострой,1,102433494,https://999.md/ru/102433494?location=subcategory&index=1709,1,,Oткрытое,"1-комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,Продам,,,11,,Dansicons,126 500 €,"Кишинёв мун., Кишинёв, Центр, ул. Николае Тестемицану, 23/1",,1-комнатная квартира,63 м²
Застройщик,Белый вариант,5,Новострой,1,80966801,https://999.md/ru/80966801?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY2OTM1NzUsIkMiOnsiciI6MSwiYiI6MTIwLCJjIjoyNzAsInoiOjE0MDQsImEiOiI4MDk2NjgwMSIsImkiOiI4OS4xNDkuOTMuMTM5IiwicyI6ImRlc2t0b3AiLCJwIjoiYWRzX2xpc3RfaW5saW5lIiwieCI6IiIsImwiOiJjMjQ1ZjM0NS1lNjg3LTRkNTQtOTllZC04NTAzODQxZGQ0NTUiLCJlIjoiODkuMTQ5LjkzLjEzOSIsInQiOiIyMDI2LTA0LTIwVDEyOjU5OjM1Ljk5OTA1MTE4NVoifX0.7v4XFT-VF5rZhI-LIR7wN7h-_RPDoQlYgldKH7lVjkY&placement=ADS_LIST_INLINE_REDESIGN&adType=booster&location=subcategory&index=1710,2,,Подземная,"3-х комнатная квартира,  Старая Почта,  Кишинёв,  Кишинёв мун.",,Продам,80 м²,Kомбинированный,12,,,106 480 €,"Кишинёв мун., Кишинёв, Старая Почта, str. Ceucari, 14",275 см,3-х комнатная квартира,88 м²
Агентство,Eвроремонт,3,Новострой,,102321338,https://999.md/ru/102321338?location=subcategory&index=1711,2,,Oткрытое,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,Продам,,,10,,,169 900 €,"Кишинёв мун., Кишинёв, Буюканы, пр-т Алба-Юлия, 128",,2-х комнатная квартира,65 м²
Агентство,Eвроремонт,9,Новострой,2,102304276,https://999.md/ru/102304276?location=subcategory&index=1712,1,Индивидуальная,Oткрытое,"2-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,Продам,,Kомбинированный,11,,Eldorado Terra,165 500 €,"Кишинёв мун., Кишинёв, Центр, ул. Николае Тестемицану, 3/3",,2-х комнатная квартира,62 м²
Агентство,Eвроремонт,5,Новострой,1,102125542,https://999.md/ru/102125542?location=subcategory&index=1713,2,,Подземная,"2-х комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,Продам,,,14,,Estate Invest Company,307 900 €,"Кишинёв мун., Кишинёв, Рышкановка, бул. Москова, 9/5",,2-х комнатная квартира,75 м²
Агентство,Eвроремонт,7,Новострой,,101918738,https://999.md/ru/101918738?location=subcategory&index=1714,1,,Oткрытое,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,,,,8,,Pamir Construct,143 900 €,"Кишинёв мун., Кишинёв, Ботаника, пер. Гика Водэ, 5",,2-х комнатная квартира,55 м²
Агентство,Eвроремонт,12,Новострой,1,101863513,https://999.md/ru/101863513?location=subcategory&index=1715,2,Индивидуальная,Подземная,"2-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,,,Kомбинированный,14,,Lagmar Impex,257 900 €,"Кишинёв мун., Кишинёв, Центр, ул. Николае Тестемицану, 19",,2-х комнатная квартира,76 м²
Агентство,Eвроремонт,3,Вторичный,1,101654570,https://999.md/ru/101654570?location=subcategory&index=1716,1,Ст (Сталинка),Oткрытое,"2-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,Продам,,Kотельцовый,4,,,335 000 €,"Кишинёв мун., Кишинёв, Центр, пр-т Штефан чел Маре ши Сфынт, 132",,2-х комнатная квартира,75 м²
Агентство,Eвроремонт,6,Новострой,1,101162599,https://999.md/ru/101162599?location=subcategory&index=1717,1,Индивидуальная,Подземная,"3-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,Продам,,Kомбинированный,11,,Basconslux,217 500 €,"Кишинёв мун., Кишинёв, Чокана, bd. Mircea cel Bătrân, 43/F",,3-х комнатная квартира,95 м²
Агентство,Eвроремонт,9,Новострой,1,100435358,https://999.md/ru/100435358?location=subcategory&index=1718,1,Индивидуальная,Подземная,"2-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,Продам,,,14,,Lagmar Impex,244 900 €,"Кишинёв мун., Кишинёв, Центр, ул. Николае Тестемицану, 19",,2-х комнатная квартира,76 м²
Агентство,Eвроремонт,10,Новострой,2,103933007,https://999.md/ru/103933007?location=subcategory&index=1719,2,,,"3-х комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,Продам,,,15,,,245 000 €,"Кишинёв мун., Кишинёв, Рышкановка, Matei Basarab , .",,3-х комнатная квартира,97 м²
Агентство,Eвроремонт,3,Вторичный,,103933177,https://999.md/ru/103933177?location=subcategory&index=1720,1,,,"Комната,  Ботаника,  Кишинёв,  Кишинёв мун.",,Продам,,,5,,,35 500 €,"Кишинёв мун., Кишинёв, Ботаника, Burebista, .",,Комната,17 м²
Агентство,Eвроремонт,3,Вторичный,2,104067670,https://999.md/ru/104067670?location=subcategory&index=1721,2,143,Oткрытое,"3-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",,Продам,,Панельный,9,,,129 900 €,"Кишинёв мун., Кишинёв, Чокана, Nicolae Milescu Spătarul, 7",,3-х комнатная квартира,75 м²
Агентство,Eвроремонт,13,Новострой,1,103285134,https://999.md/ru/103285134?location=subcategory&index=1722,1,Индивидуальная,Oткрытое,"2-х комнатная квартира,  Старая Почта,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,Продам,,,13,,,124 900 €,"Кишинёв мун., Кишинёв, Старая Почта, str. Socoleni, /",,2-х комнатная квартира,71 м²
Частное лицо,Eвроремонт,2,Новострой,1,104018272,https://999.md/ru/104018272?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY2OTM1NzUsIkMiOnsiciI6MSwiYiI6MTQwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDQwMTgyNzIiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2Zvb3RlciIsIngiOiIiLCJsIjoiZDkyOGQ1YzctYWVjOS00M2M2LThhYjEtNDBiYWI0M2YzNDEzIiwiZSI6Ijg5LjE0OS45My4xMzkiLCJnIjoibGl0ZSIsInQiOiIyMDI2LTA0LTIwVDEyOjU5OjM1Ljk4MjI4ODA3NFoifX0.p-eiRpOqwlORsddWe-wxPFeKwhnKtkxNi84yVsQvLf8&placement=ADS_LIST_FOOTER_REDESIGN&adType=booster&location=subcategory&index=9,1,,Oткрытое,"2-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,Продам,,,5,,,90 000 €,"Кишинёв мун., Кишинёв, Чокана, str. Movileni, 26",,2-х комнатная квартира,50 м²
Застройщик,Белый вариант,3,Новострой,1,101764519,https://999.md/ru/101764519?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY2OTM1NzUsIkMiOnsiciI6MSwiYiI6MTQwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDE3NjQ1MTkiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2Zvb3RlciIsIngiOiIiLCJsIjoiMjJlMDZhOTItYzIzOS00NzFiLWEyOGItYTJiMzMwZjY0NTI2IiwiZSI6Ijg5LjE0OS45My4xMzkiLCJnIjoibGl0ZSIsInQiOiIyMDI2LTA0LTIwVDEyOjU5OjM1Ljk4MjMxMTY0NVoifX0.AnVYV0_N23KV7XNUhn2_LVAJMwuzRZVEWCiK9wDE15Y&placement=ADS_LIST_FOOTER_REDESIGN&adType=booster&location=subcategory&index=10,2,,Подземная,"2-х комнатная квартира,  Центр,  Криково,  Кишинёв мун.",Квартира с ливингом,Продам,,Mонолитный,6,,,98 900 €,"Кишинёв мун., Криково, Центр, str. Chişinău, 81",295 см,2-х комнатная квартира,86 м²
Агентство,Индивидуальный дизайн,8,Новострой,2,102005479,https://999.md/ru/102005479?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY2OTM1NzUsIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDIwMDU0NzkiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2Zvb3RlciIsIngiOiJwcmVtaXVtIiwibCI6IjNjOGU4NDA4LWE3NDAtNDViOC1iODU0LTYwZTYyMTljNWExYiIsImUiOiI4OS4xNDkuOTMuMTM5IiwidCI6IjIwMjYtMDQtMjBUMTI6NTk6MzUuOTgyMzI0OTYyWiJ9fQ.54GOHEK1Hypou5cPpGoXWWjmA8yv3k6MaL2d5wQ9voA&placement=ADS_LIST_FOOTER_REDESIGN&adType=booster&location=subcategory&index=11,2,,Подземная,"3-х комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",Квартира без ливинга,Продам,,Kомбинированный,10,,,490 000 €,"Кишинёв мун., Кишинёв, Рышкановка, str. Nadejda Russo, 14",,3-х комнатная квартира,185 м²
Агентство,Eвроремонт,4,Новострой,,103744748,https://999.md/ru/103744748?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY2OTM1NzUsIkMiOnsiciI6MSwiYiI6MTQwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDM3NDQ3NDgiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2Zvb3RlciIsIngiOiIiLCJsIjoiYTU2YjMzNTMtYWVmMy00YWM1LThjZjAtNWViNThjM2JhNTcyIiwiZSI6Ijg5LjE0OS45My4xMzkiLCJnIjoibGl0ZSIsInQiOiIyMDI2LTA0LTIwVDEyOjU5OjM1Ljk4MjM2OTA3OVoifX0.Q6ztpZZdAO4ahAe-zvUIZaHRJw5sbYKwuW7ZpqUJPPM&placement=ADS_LIST_FOOTER_REDESIGN&adType=booster&location=subcategory&index=12,,,,"3-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",,Продам,,,10,,,183 500 €,"Кишинёв мун., Кишинёв, Чокана, bd. Mircea cel Bătrân, 39",,3-х комнатная квартира,85 м²
Застройщик,Eвроремонт,9,Новострой,,37694871,https://999.md/ru/37694871?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY2OTM1NzUsIkMiOnsiciI6MSwiYiI6MTAwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIzNzY5NDg3MSIsImkiOiI4OS4xNDkuOTMuMTM5IiwicyI6ImRlc2t0b3AiLCJwIjoiYWRzX2xpc3RfZm9vdGVyIiwieCI6IiIsImwiOiJjYjE3ZDNmMi00NGJhLTQ0YTUtYjk5NS03NmViYTc0Y2IzMTYiLCJlIjoiODkuMTQ5LjkzLjEzOSIsInQiOiIyMDI2LTA0LTIwVDEyOjU5OjM1Ljk4MjAzNDc5MloifX0.0kriROzV4_lTMFcu3QVcN_iRJt6C8TDu_Oj-xs8fyzk&placement=ADS_LIST_FOOTER_REDESIGN&adType=booster&location=subcategory&index=1,,Индивидуальная,Oткрытое,"1-комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",,Сдаю посуточно,30 м²,Mонолитный,10,15 м²,,25 €,"Кишинёв мун., Кишинёв, Центр, str. Ismail, 88",3 см,1-комнатная квартира,45 м²
Частное лицо,Индивидуальный дизайн,5,Вторичный,Нет,103925134,https://999.md/ru/103925134?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY2OTM1NzUsIkMiOnsiciI6MSwiYiI6MTQwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDM5MjUxMzQiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2Zvb3RlciIsIngiOiIiLCJsIjoiODY2ZmE4OWQtODAxYi00MGYzLTk2YjMtMTgzYzI1Y2FiZTExIiwiZSI6Ijg5LjE0OS45My4xMzkiLCJnIjoibGl0ZSIsInQiOiIyMDI2LTA0LTIwVDEyOjU5OjM1Ljk4MjA2Mjg3M1oifX0.JXlKJIadXfUSZLTI9e37DCYf5E4eeuPjAGue2AFKjN0&placement=ADS_LIST_FOOTER_REDESIGN&adType=booster&location=subcategory&index=2,1,Индивидуальная,,"2-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,Продам,,Kомбинированный,6,,,56 000 €,"Кишинёв мун., Кишинёв, Центр, пр-т Григория Виеру, 21/2",,2-х комнатная квартира,42 м²
Частное лицо,Белый вариант,10,Новострой,1,103442192,https://999.md/ru/103442192?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY2OTM1NzUsIkMiOnsiciI6MSwiYiI6MTAwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDM0NDIxOTIiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2Zvb3RlciIsIngiOiIiLCJsIjoiMDI2ZGNiOWQtMWMyYy00ODAwLTk1OGUtNGNhMWRmYmRmNjkxIiwiZSI6Ijg5LjE0OS45My4xMzkiLCJ0IjoiMjAyNi0wNC0yMFQxMjo1OTozNS45ODIwODg1OTZaIn19.uXTXP8sySRGB8b9K-hgTaBIC2JgnZsc4_M8Q0pKBVrA&placement=ADS_LIST_FOOTER_REDESIGN&adType=booster&location=subcategory&index=3,1,Индивидуальная,Подземная,"1-комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",,Продам,31 м²,Kомбинированный,13,19 м²,David's Capital,99 000 €,"Кишинёв мун., Кишинёв, Чокана, пр-т Мирча чел Бэтрын, 45",,1-комнатная квартира,50 м²
Застройщик,Eвроремонт,2,Вторичный,,104113749,https://999.md/ru/104113749?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY2OTM1NzUsIkMiOnsiciI6MSwiYiI6MTAwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDQxMTM3NDkiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2Zvb3RlciIsIngiOiIiLCJsIjoiNDE0OTNiZjQtZDA3Zi00NzgyLThkZGEtNjI1NjY2MTJhOTE3IiwiZSI6Ijg5LjE0OS45My4xMzkiLCJ0IjoiMjAyNi0wNC0yMFQxMjo1OTozNS45ODIxMTQ5NzhaIn19.-BWl4FjEshhpUspBNVEGihiPLbd2T5Bhgp-Gj7GPnsY&placement=ADS_LIST_FOOTER_REDESIGN&adType=booster&location=subcategory&index=4,,,,"2-х комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,Продам,,Kотельцовый,5,,,105 500 €,"Кишинёв мун., Кишинёв, Рышкановка, str. Alecu Russo, 3/2",,2-х комнатная квартира,49 м²
Частное лицо,Белый вариант,3,Новострой,,104077716,https://999.md/ru/104077716?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY2OTM1NzUsIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDQwNzc3MTYiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2Zvb3RlciIsIngiOiIiLCJsIjoiYmUzNWQzOGQtMDFiOS00MzRiLWIzZWUtNWExMGQ4MTEyYmYyIiwiZSI6Ijg5LjE0OS45My4xMzkiLCJnIjoidHVyYm8iLCJ0IjoiMjAyNi0wNC0yMFQxMjo1OTozNS45ODIxNjI5MTZaIn19.uDwSTmM4WQMScqwPg_l2YkUR9ytn7bbBT3fm2qpirsI&placement=ADS_LIST_FOOTER_REDESIGN&adType=booster&location=subcategory&index=5,1,,Oткрытое,"3-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",,Продам,,,12,,,296 400 €,"Кишинёв мун., Кишинёв, Центр, str. Ciuflea, 1",,3-х комнатная квартира,78 м²
Застройщик,Белый вариант,3,Новострой,1,102240482,https://999.md/ru/102240482?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY2OTM1NzUsIkMiOnsiciI6MSwiYiI6MTAwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDIyNDA0ODIiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2Zvb3RlciIsIngiOiJwcmVtaXVtIiwibCI6ImFlOTQxZTRiLTE4MGUtNGVjYS1hOTE2LTNhZWVhMmNiMzBmMSIsImUiOiI4OS4xNDkuOTMuMTM5IiwidCI6IjIwMjYtMDQtMjBUMTI6NTk6MzUuOTgyMTc1OTIyWiJ9fQ.uW8pmCcW8Tz-nv0Zb-iKAKbBEaF-1cMEDEqj0VriV50&placement=ADS_LIST_FOOTER_REDESIGN&adType=booster&location=subcategory&index=6,2,Индивидуальная,Гараж,"2-х комнатная квартира,  Центр,  Дурлешты,  Кишинёв мун.",Квартира с ливингом,Продам,,Ячеистый Бетон,6,12 м²,Astercon,102 830 €,"Кишинёв мун., Дурлешты, Центр, str. Durlești, 8",286 см,2-х комнатная квартира,76 м²
