Санузел,Общая площадь,Состояние квартиры,Количество этажей,Парковочное место,title,link,id,Площадь кухни,Жилая площадь,Планировка,Жилой фонд,Балкон / лоджия,Ливинг,price,Тип,Количество комнат,Этаж,Автор объявления,Высота потолков,Тип здания,Адрес,Застройщик
2,104 м²,Eвроремонт,9,Подземная,"2-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",https://999.md/ru/100985881?location=subcategory&index=4965,100985881,,,,Новострой,1,Квартира с ливингом,265 000 €,Продам,2-х комнатная квартира,1,Агентство,320 см,Kирпичный,"Кишинёв мун., Кишинёв, Центр, str. Avram Iancu, 32",Inamstro
1,35 м²,Eвроремонт,5,,"1-комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",https://999.md/ru/103784688?location=subcategory&index=4966,103784688,,,Хрущевка,Вторичный,1,,74 900 €,Продам,1-комнатная квартира,3,Частное лицо,,,"Кишинёв мун., Кишинёв, Ботаника, str. Teilor, 9/3",
1,54 м²,Белый вариант,9,,"1-комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",https://999.md/ru/103886964?location=subcategory&index=4967,103886964,,,,Новострой,1,Квартира с ливингом,98 000 €,Продам,1-комнатная квартира,5,Агентство,,,"Кишинёв мун., Кишинёв, Чокана, str. Ion Dumeniuc, 6",
,45 м²,Белый вариант,5,Подземная,"1-комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.",https://999.md/ru/103480098?location=subcategory&index=4968,103480098,,,,Новострой,2,Квартира с ливингом,63 900 €,Продам,1-комнатная квартира,3,Застройщик,275 см,Kирпичный,"Кишинёв мун., Кишинёв, Телецентр, str. Schinoasa-Vale, 3",
,65 м²,Белый вариант,5,Подземная,"2-х комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.",https://999.md/ru/103480129?location=subcategory&index=4969,103480129,,,,Новострой,2,Квартира с ливингом,87 750 €,Продам,2-х комнатная квартира,3,Застройщик,275 см,Kирпичный,"Кишинёв мун., Кишинёв, Телецентр, str. Schinoasa-Vale, 3",
,84 м²,Белый вариант,7,Подземная,"3-х комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.",https://999.md/ru/103480178?location=subcategory&index=4970,103480178,,,,Новострой,2,Квартира с ливингом,107 500 €,Продам,3-х комнатная квартира,3,Застройщик,275 см,Kирпичный,"Кишинёв мун., Кишинёв, Телецентр, str. Schinoasa-Vale, 1a",
,61 м²,Белый вариант,10,,"2-х комнатная квартира,  Центр,  Дурлешты,  Кишинёв мун.",https://999.md/ru/103073169?location=subcategory&index=4971,103073169,,,,Новострой,,Квартира с ливингом,67 661 €,Продам,2-х комнатная квартира,6,Застройщик,,Kирпичный,"Кишинёв мун., Дурлешты, Центр, str. Cartuşa, 101",
,60 м²,Белый вариант,10,,"1-комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",https://999.md/ru/103877677?location=subcategory&index=4972,103877677,,,,Новострой,,Квартира с ливингом,156 000 €,Продам,1-комнатная квартира,2,Агентство,,,"Кишинёв мун., Кишинёв, Центр, str. Constantin Stere, 16",Inamstro
,65 м²,Белый вариант,10,,"2-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",https://999.md/ru/103877696?location=subcategory&index=4973,103877696,,,,Новострой,,Квартира с ливингом,169 000 €,Продам,2-х комнатная квартира,2,Агентство,,,"Кишинёв мун., Кишинёв, Центр, str. Constantin Stere, 16",Inamstro
1,80 м²,Eвроремонт,12,Oткрытое,"2-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",https://999.md/ru/101139740?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MjQ1NjksIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDExMzk3NDAiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2lubGluZSIsIngiOiJwcmVtaXVtIiwibCI6ImFlMjAxMjEyLTFiNjYtNGE1NS1hZjUwLWI1YTQ2YzFhZjRmMCIsImUiOiI4OS4xNDkuOTMuMTM5IiwiZyI6InR1cmJvIiwidCI6IjIwMjYtMDQtMjBUMjE6MzY6MDkuNDI0ODM3OTRaIn19.NE4XagMg3njvIxPK1EHQBqK66ZJ8pW_n0wZbjsVS49A&placement=ADS_LIST_INLINE_REDESIGN&adType=booster&location=subcategory&index=4974,101139740,,,Индивидуальная,Новострой,1,Квартира с ливингом,167 500 €,Продам,2-х комнатная квартира,7,Агентство,,,"Кишинёв мун., Кишинёв, Чокана, str. Ginta Latina, 12/12",Eldorado Terra
1,44 м²,,4,Oткрытое,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",https://999.md/ru/79234408?location=subcategory&index=4975,79234408,,,,Вторичный,1,,72 500 €,,2-х комнатная квартира,3,Частное лицо,,,"Кишинёв мун., Кишинёв, Ботаника, str. Pandurilor, 51",
,57 м²,,9,,"2-х комнатная квартира,  БАМ,  Бельцы,  Бельцы мун.",https://999.md/ru/103097379?location=subcategory&index=4976,103097379,,,,Вторичный,,,70 000 €,Продам,2-х комнатная квартира,4,Агентство,,,"Бельцы мун., Бельцы, БАМ, str. Bulgară, 31",
1,73 м²,,10,,"3-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",https://999.md/ru/103796568?location=subcategory&index=4977,103796568,,,143,Вторичный,3,,120 000 €,Продам,3-х комнатная квартира,9,Агентство,,,"Кишинёв мун., Кишинёв, Чокана, bd. Mircea cel Bătrân, 9",
,59 м²,Белый вариант,10,,"1-комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",https://999.md/ru/103674755?location=subcategory&index=4978,103674755,,,,Новострой,,Квартира с ливингом,103 500 €,Продам,1-комнатная квартира,5,Агентство,,,"Кишинёв мун., Кишинёв, Чокана, str. Ion Dumeniuc, 6",Inamstro
,39 м²,Белый вариант,10,,"1-комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",https://999.md/ru/103674790?location=subcategory&index=4979,103674790,,,,Новострой,,Квартира с ливингом,78 000 €,Продам,1-комнатная квартира,2,Агентство,,,"Кишинёв мун., Кишинёв, Чокана, str. Ion Dumeniuc, 6",Inamstro
,73 м²,Eвроремонт,9,,"3-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",https://999.md/ru/103988239?location=subcategory&index=4980,103988239,,,143,Вторичный,,Квартира без ливинга,129 900 €,Продам,3-х комнатная квартира,3,Агентство,,Панельный,"Кишинёв мун., Кишинёв, Чокана, str. Nicolae Milescu Spătarul, 7",
,46 м²,Белый вариант,14,,"1-комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",https://999.md/ru/103889423?location=subcategory&index=4981,103889423,,,,Новострой,,Квартира с ливингом,62 000 €,Продам,1-комнатная квартира,7,Агентство,,Kирпичный,"Кишинёв мун., Кишинёв, Рышкановка, str. Tudor Vladimirescu, 18",Lagmar Impex
,41 м²,Белый вариант,13,,"1-комнатная квартира,  Старая Почта,  Кишинёв,  Кишинёв мун.",https://999.md/ru/103930356?location=subcategory&index=4982,103930356,,,,Новострой,,Квартира с ливингом,61 375 €,Продам,1-комнатная квартира,2,Агентство,,Kирпичный,"Кишинёв мун., Кишинёв, Старая Почта, str. Ceucari, 11/1",Lagmar Impex
,68 м²,Eвроремонт,13,,"2-х комнатная квартира,  Скулянка,  Кишинёв,  Кишинёв мун.",https://999.md/ru/103920238?location=subcategory&index=4983,103920238,,,,Новострой,,Квартира с ливингом,220 000 €,,2-х комнатная квартира,10,Агентство,,,"Кишинёв мун., Кишинёв, Скулянка, str. Calea Ieșilor, 6",Inamstro
,93 м²,Косметический pемонт,10,,"2-х комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",https://999.md/ru/104067855?location=subcategory&index=4984,104067855,,,,Новострой,,,159 900 €,Продам,2-х комнатная квартира,6,Агентство,,Kотельцовый,"Кишинёв мун., Кишинёв, Рышкановка, str. Bogdan Voievod, 7",
2,110 м²,Eвроремонт,18,Oткрытое,"4-x комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",https://999.md/ru/104076898?location=subcategory&index=4985,104076898,,,,Вторичный,2,,135 900 €,Продам,4-x комнатная квартира,16,Агентство,,,"Кишинёв мун., Кишинёв, Ботаника, пр-т Дачия, 46",
1,46 м²,Eвроремонт,7,Oткрытое,"1-комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",https://999.md/ru/103764705?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MjQ1NjksIkMiOnsiciI6MSwiYiI6MTQwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDM3NjQ3MDUiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2lubGluZSIsIngiOiIiLCJsIjoiNGJhODcwMWEtNjY4Zi00ZDdhLWJlMWQtYjkyYzZmYmVkMGVlIiwiZSI6Ijg5LjE0OS45My4xMzkiLCJnIjoibGl0ZSIsInQiOiIyMDI2LTA0LTIwVDIxOjM2OjA5LjQyNDkxNjQ1OVoifX0.yXAARiwj0YUuFLF-cb_4JHBkxXKQU5FJccgPUWXKcbg&placement=ADS_LIST_INLINE_REDESIGN&adType=booster&location=subcategory&index=4986,103764705,,,,Новострой,1,Квартира с ливингом,130 000 €,Продам,1-комнатная квартира,2,Застройщик,,,"Кишинёв мун., Кишинёв, Центр, str. Lev Tolstoi, 13",
,39 м²,Eвроремонт,7,,"1-комнатная квартира,  Центр,  Дурлешты,  Кишинёв мун.",https://999.md/ru/104014890?location=subcategory&index=4987,104014890,,,,Новострой,,Квартира с ливингом,84 900 €,Продам,1-комнатная квартира,2,Агентство,,,"Кишинёв мун., Дурлешты, Центр, str-la Tudor Vladimirescu, 52",
,85 м²,Косметический pемонт,5,,"3-х комнатная квартира,  Дэнуцень,  Унгень,  Унгены",https://999.md/ru/103807267?location=subcategory&index=4988,103807267,,85 м²,Индивидуальная,Вторичный,,Квартира с ливингом,89 000 €,Продам,3-х комнатная квартира,2,Частное лицо,,Kотельцовый,"Унгены, Унгень, Дэнуцень, str. Ştefan cel Mare şi Sfînt, 163",
,57 м²,,10,Oткрытое,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",https://999.md/ru/103983503?location=subcategory&index=4989,103983503,,,,Новострой,1,Квартира с ливингом,109 900 €,Продам,2-х комнатная квартира,2,Частное лицо,,,"Кишинёв мун., Кишинёв, Ботаника, str. Dimineții, 45",
,61 м²,Eвроремонт,9,,"2-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",https://999.md/ru/101621995?location=subcategory&index=4990,101621995,,,,Новострой,,,250 000 €,Продам,2-х комнатная квартира,2,Частное лицо,,,"Кишинёв мун., Кишинёв, Центр, str. Avram Iancu, 32",
2,115 м²,,7,,"2-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",https://999.md/ru/103722389?location=subcategory&index=4991,103722389,,,,Новострой,1,Квартира с ливингом,320 000 €,Продам,2-х комнатная квартира,2,Застройщик,290 см,,"Кишинёв мун., Кишинёв, Центр, ул. Каля Ешилор, 4",
1,41 м²,Сдан в эксплуатацию,1,Oткрытое,"1-комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",https://999.md/ru/104113406?location=subcategory&index=4992,104113406,,,,Новострой,1,Квартира с ливингом,92 500 €,Продам,1-комнатная квартира,1,Застройщик,290 см,Бетон,"Кишинёв мун., Кишинёв, Чокана, str. Ginta Latină, 12/4",Eldorado Terra
1,46 м²,Eвроремонт,8,,"1-комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",https://999.md/ru/104113401?location=subcategory&index=4993,104113401,,,,Новострой,1,Квартира с ливингом,98 500 €,Продам,1-комнатная квартира,1,Застройщик,290 см,,"Кишинёв мун., Кишинёв, Чокана, bd. Mircea cel Bătrân, 2/4",
,46 м²,Сдан в эксплуатацию,10,,"1-комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",https://999.md/ru/104113395?location=subcategory&index=4994,104113395,,,,Новострой,1,Квартира с ливингом,98 500 €,Продам,1-комнатная квартира,1,Застройщик,290 см,Бетон,"Кишинёв мун., Кишинёв, Чокана, str. Ginta Latină, 12/4",Eldorado Terra
1,65 м²,Eвроремонт,5,Oткрытое,"2-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",https://999.md/ru/103849035?location=subcategory&index=4995,103849035,,,Рубашка,Вторичный,2,Квартира с ливингом,135 000 €,Продам,2-х комнатная квартира,3,Агентство,,Kотельцовый,"Кишинёв мун., Кишинёв, Центр, bd. C. Negruzzi, 6",
1,82 м²,Сдан в эксплуатацию,8,,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",https://999.md/ru/104113377?location=subcategory&index=4996,104113377,,,,Новострой,1,Квартира с ливингом,150 000 €,Продам,2-х комнатная квартира,1,Застройщик,290 см,Бетон,"Кишинёв мун., Кишинёв, Ботаника, str. Grenoble, 120/9",AMIC
2,82 м²,Eвроремонт,8,,"2-х комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.",https://999.md/ru/104113371?location=subcategory&index=4997,104113371,,,,Новострой,2,,150 000 €,Продам,2-х комнатная квартира,1,Застройщик,,Бетон,"Кишинёв мун., Кишинёв, Телецентр, str. Sprîncenoaia, 3/G",AMIC
1,82 м²,Сдан в эксплуатацию,8,,"2-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",https://999.md/ru/104113370?location=subcategory&index=4998,104113370,,,,Новострой,2,Квартира с ливингом,150 000 €,Продам,2-х комнатная квартира,1,Застройщик,290 см,,"Кишинёв мун., Кишинёв, Центр, str. Melestiu, 26/5",AMIC
,35 м²,,11,,"1-комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",https://999.md/ru/103642758?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MjQ1NjksIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDM2NDI3NTgiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2Zvb3RlciIsIngiOiJwcm8iLCJsIjoiZWQwMzE0OTctMTA4Ny00ZWE2LTk1ZjYtM2U4ZGRiZTQyYWQwIiwiZSI6Ijg5LjE0OS45My4xMzkiLCJnIjoicGx1cyIsInQiOiIyMDI2LTA0LTIwVDIxOjM2OjA5LjQyMjAyNTI5OFoifX0.ULfObWlXFIxu-1r73waqVm9G_e0qFqRbKDS7XPv9Np4&placement=ADS_LIST_FOOTER_REDESIGN&adType=booster&location=subcategory&index=9,103642758,,,,Новострой,,,600 MDL,Сдаю посуточно,1-комнатная квартира,4,Застройщик,,,"Кишинёв мун., Кишинёв, Центр, str. Ismail, 88",
2,100 м²,Незавершенное cтроительство,10,,"3-х комнатная квартира,  Центр,  Дурлешты,  Кишинёв мун.",https://999.md/ru/89832857?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MjQ1NjksIkMiOnsiciI6MSwiYiI6MTQwLCJjIjoyNzAsInoiOjE0MDQsImEiOiI4OTgzMjg1NyIsImkiOiI4OS4xNDkuOTMuMTM5IiwicyI6ImRlc2t0b3AiLCJwIjoiYWRzX2xpc3RfZm9vdGVyIiwieCI6InByZW1pdW0iLCJsIjoiY2QyNWU0OWQtMGI0OC00MTNmLTlhYjAtYWNlNGFjZDVmZDc5IiwiZSI6Ijg5LjE0OS45My4xMzkiLCJnIjoibGl0ZSIsInQiOiIyMDI2LTA0LTIwVDIxOjM2OjA5LjQyMjAzOTg5M1oifX0.0UQGOCtbxWH5_4MbU0haMLoZ0-EGprQKnwznMmpwuwQ&placement=ADS_LIST_FOOTER_REDESIGN&adType=booster&location=subcategory&index=10,89832857,,,,Новострой,2,,100 300 €,Продам,3-х комнатная квартира,9,Застройщик,,,"Кишинёв мун., Дурлешты, Центр, str. Nicolae Dimo, 24/B",Boiar House
1,40 м²,Eвроремонт,15,Oткрытое,"1-комнатная квартира, 40 м², Центр, Кишинёв",https://999.md/ru/80783257?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MjQ1NjksIkMiOnsiciI6MSwiYiI6MTAwLCJjIjoyNzAsInoiOjE0MDQsImEiOiI4MDc4MzI1NyIsImkiOiI4OS4xNDkuOTMuMTM5IiwicyI6ImRlc2t0b3AiLCJwIjoiYWRzX2xpc3RfZm9vdGVyIiwieCI6IiIsImwiOiJlNDhjZmZiOC0zMjg4LTQyNWQtYTRiOC05NTZhZGY0YmI1MzkiLCJlIjoiODkuMTQ5LjkzLjEzOSIsInQiOiIyMDI2LTA0LTIwVDIxOjM2OjA5LjQyMjA1MzYxMVoifX0.5jU7SpVCdN3Q858I2vBXh3v1zfVhv-bIVIEHV1CRsJE&placement=ADS_LIST_FOOTER_REDESIGN&adType=booster&location=subcategory&index=11,80783257,,,,Новострой,Нет,,40 €,Сдаю посуточно,1-комнатная квартира,8,Частное лицо,,Kотельцовый,"Кишинёв мун., Кишинёв, Центр, str. Nicolae Testemițanu, 3/6",
,56 м²,,6,,"2-х комнатная квартира,  Центр,  Тогатин,  Кишинёв мун.",https://999.md/ru/103967041?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MjQ1NjksIkMiOnsiciI6MSwiYiI6MTQwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDM5NjcwNDEiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2Zvb3RlciIsIngiOiIiLCJsIjoiMmJkYzg0MDItOWYxNC00OWEzLThiYzYtNDU4ZGZlYjYzMjAyIiwiZSI6Ijg5LjE0OS45My4xMzkiLCJnIjoibGl0ZSIsInQiOiIyMDI2LTA0LTIwVDIxOjM2OjA5LjQyMjA4NzEzN1oifX0.0oSZuyXoUPY6oNO_ApJ1R18khtOFF1us1xeXg3t7Qss&placement=ADS_LIST_FOOTER_REDESIGN&adType=booster&location=subcategory&index=12,103967041,,,,Новострой,,,92 000 €,Продам,2-х комнатная квартира,4,Частное лицо,,,"Кишинёв мун., Тогатин, Центр, str. Trandafirilor, 1/3",
2,97 м²,Eвроремонт,11,Oткрытое,"4-x комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",https://999.md/ru/102866534?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MjQ1NjksIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDI4NjY1MzQiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2Zvb3RlciIsIngiOiIiLCJsIjoiNTEzMTk3MGItYmRiMy00NTgxLWFjMzMtMjg3MDU2OWJmNmRhIiwiZSI6Ijg5LjE0OS45My4xMzkiLCJnIjoicGx1cyIsInQiOiIyMDI2LTA0LTIwVDIxOjM2OjA5LjQyMTczOTg1MVoifX0._Cv60cooRB1lK4WiF9XeK0WOo1QtgrFDoiHAR8zI4CU&placement=ADS_LIST_FOOTER_REDESIGN&adType=booster&location=subcategory&index=1,102866534,28 м²,,Индивидуальная,Новострой,2,Квартира с ливингом,228 000 €,Продам,4-x комнатная квартира,3,Частное лицо,,Mонолитный,"Кишинёв мун., Кишинёв, Центр, str. Nicolae Testemițanu, 3/7",Eldorado Terra
,68 м²,Белый вариант,16,,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",https://999.md/ru/104057130?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MjQ1NjksIkMiOnsiciI6MSwiYiI6MTQwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDQwNTcxMzAiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2Zvb3RlciIsIngiOiIiLCJsIjoiMTMyZmIzMGMtMTMzMi00NDA4LWI2Y2UtNTU2ZjZiM2FmMjcxIiwiZSI6Ijg5LjE0OS45My4xMzkiLCJnIjoibGl0ZSIsInQiOiIyMDI2LTA0LTIwVDIxOjM2OjA5LjQyMTc3NDYwNFoifX0.NlBvtrro7V9lN_bIsp0BpyylDzhRGp2CPzMhQiViFYI&placement=ADS_LIST_FOOTER_REDESIGN&adType=booster&location=subcategory&index=2,104057130,,,,Новострой,2,,122 900 €,Продам,2-х комнатная квартира,4,Частное лицо,,,"Кишинёв мун., Кишинёв, Ботаника, str. Grădina Botanică, 18/1",Inamstro
1,85 м²,Индивидуальный дизайн,15,Oткрытое,"3-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",https://999.md/ru/82542110?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MjQ1NjksIkMiOnsiciI6MSwiYiI6MTAwLCJjIjoyNzAsInoiOjE0MDQsImEiOiI4MjU0MjExMCIsImkiOiI4OS4xNDkuOTMuMTM5IiwicyI6ImRlc2t0b3AiLCJwIjoiYWRzX2xpc3RfZm9vdGVyIiwieCI6IiIsImwiOiI1NTY4OWZlNi1mNTliLTQ4NTMtYjNhNi1iZmQwODMxNjFlNzMiLCJlIjoiODkuMTQ5LjkzLjEzOSIsInQiOiIyMDI2LTA0LTIwVDIxOjM2OjA5LjQyMTc5MTc5NloifX0.ZAyT2O-OO0eBW4OfJJ3tyRXGQHPSvbMYqs0XW_aGX8I&placement=ADS_LIST_FOOTER_REDESIGN&adType=booster&location=subcategory&index=3,82542110,15 м²,70 м²,Индивидуальная,Новострой,,,80 €,Сдаю посуточно,3-х комнатная квартира,5,Застройщик,280 см,Kотельцовый,"Кишинёв мун., Кишинёв, Ботаника, bd. Decebal, 99/E",Dansicons
1,75 м²,Eвроремонт,4,Oткрытое,"3-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",https://999.md/ru/50556564?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MjQ1NjksIkMiOnsiciI6MSwiYiI6MTQwLCJjIjoyNzAsInoiOjE0MDQsImEiOiI1MDU1NjU2NCIsImkiOiI4OS4xNDkuOTMuMTM5IiwicyI6ImRlc2t0b3AiLCJwIjoiYWRzX2xpc3RfZm9vdGVyIiwieCI6InByZW1pdW0iLCJsIjoiNmE0NmJkODctMTQzMi00MzUzLWJjZGUtMmJkYWZjNjYyMjFmIiwiZSI6Ijg5LjE0OS45My4xMzkiLCJnIjoibGl0ZSIsInQiOiIyMDI2LTA0LTIwVDIxOjM2OjA5LjQyMTgyMTMyNloifX0.1yXYWS9vb0bU20Cl2X8JomyrH6oCTT9h47kccw8tlL0&placement=ADS_LIST_FOOTER_REDESIGN&adType=booster&location=subcategory&index=4,50556564,,,,Новострой,1,,1 500 €,Сдаю помесячно,3-х комнатная квартира,2,Застройщик,,,"Кишинёв мун., Кишинёв, Буюканы, Primaverii, 11",
,86 м²,Белый вариант,17,,"3-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",https://999.md/ru/103348118?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MjQ1NjksIkMiOnsiciI6MSwiYiI6MTQwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDMzNDgxMTgiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2Zvb3RlciIsIngiOiIiLCJsIjoiYTU2YjMzNTMtYWVmMy00YWM1LThjZjAtNWViNThjM2JhNTcyIiwiZSI6Ijg5LjE0OS45My4xMzkiLCJnIjoibGl0ZSIsInQiOiIyMDI2LTA0LTIwVDIxOjM2OjA5LjQyMTg3NjI5M1oifX0.nDcaDzZg0J6SjIWsrwMQGb-Yec1EJDThp-W1A_WMBFI&placement=ADS_LIST_FOOTER_REDESIGN&adType=booster&location=subcategory&index=5,103348118,,,,Новострой,,,139 900 €,Продам,3-х комнатная квартира,7,Агентство,,,"Кишинёв мун., Кишинёв, Ботаника, str. Tudor Strișcă, 19/2",
,68 м²,Eвроремонт,12,,"2-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",https://999.md/ru/104095924?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MjQ1NjksIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDQwOTU5MjQiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2Zvb3RlciIsIngiOiIiLCJsIjoiMTU4MzhjMjQtMTk2MS00Y2FlLWJhYzUtM2ZiY2RmYmVhNDU3IiwiZSI6Ijg5LjE0OS45My4xMzkiLCJnIjoidHVyYm8iLCJ0IjoiMjAyNi0wNC0yMFQyMTozNjowOS40MjE4OTA2MVoifX0.qM8D-KFOVmnBtUjR1adusY3bnTEv4KXNctaLgrq7jvw&placement=ADS_LIST_FOOTER_REDESIGN&adType=booster&location=subcategory&index=6,104095924,,,,Новострой,,Квартира с ливингом,199 000 €,Продам,2-х комнатная квартира,10,Агентство,,Kирпичный,Расположение,Exfactor-grup
1,65 м²,Eвроремонт,5,Oткрытое,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",https://999.md/ru/104116587?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MjQ1NjksIkMiOnsiciI6MSwiYiI6MTQwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDQxMTY1ODciLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2Zvb3RlciIsIngiOiIiLCJsIjoiYTQyMzI4ZjYtMDZmOS00YTA5LWE3ODEtNDZlMzBkMTAyZjI1IiwiZSI6Ijg5LjE0OS45My4xMzkiLCJnIjoibGl0ZSIsInQiOiIyMDI2LTA0LTIwVDIxOjM2OjA5LjQyMTkyOTA2WiJ9fQ.PexKaGyw7_K_bNWocAlZ-Krk0rSTp9jKu6WLZU3Zkbw&placement=ADS_LIST_FOOTER_REDESIGN&adType=booster&location=subcategory&index=7,104116587,25 м²,40 м²,Индивидуальная,Вторичный,1,Квартира с ливингом,139 999 €,Продам,2-х комнатная квартира,4,Частное лицо,260 см,Kотельцовый,"Кишинёв мун., Кишинёв, Ботаника, şos. Munceşti, 326",
