Автор объявления,Состояние квартиры,Этаж,Жилой фонд,Балкон / лоджия,id,link,Санузел,Планировка,Парковочное место,title,Ливинг,Тип,Жилая площадь,Тип здания,Количество этажей,Площадь кухни,Застройщик,price,Адрес,Высота потолков,Количество комнат,Общая площадь
Агентство,Белый вариант,8,Новострой,,104115743,https://999.md/ru/104115743?location=subcategory&index=1615,2,,,"3-х комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,Продам,,Kирпичный,11,,Estate Invest Company,99 000 €,"Кишинёв мун., Кишинёв, Телецентр, str. Ialoveni, 136/B",,3-х комнатная квартира,83 м²
Частное лицо,Eвроремонт,8,Новострой,,103983563,https://999.md/ru/103983563?location=subcategory&index=1616,1,,Подземная,"1-комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,,,Kирпичный,10,,Inamstro,152 000 €,"Кишинёв мун., Кишинёв, Буюканы, str. Ioana Radu, 27/7",,1-комнатная квартира,54 м²
Частное лицо,,8,Новострой,,103867501,https://999.md/ru/103867501?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY2OTMyNTIsIkMiOnsiciI6MSwiYiI6MTQwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDM4Njc1MDEiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2lubGluZSIsIngiOiIiLCJsIjoiNjNmMDg1NDAtOGMxYy00ZWI4LWI5NTEtYmFmNjJmNDExMmUwIiwiZSI6Ijg5LjE0OS45My4xMzkiLCJnIjoibGl0ZSIsInQiOiIyMDI2LTA0LTIwVDEyOjU0OjEyLjgxNDI4MzU1WiJ9fQ.GpiZ9ZRvXtGGDvdRMmhhpoiegjcC_LpJWYqStrmbjdU&placement=ADS_LIST_INLINE_REDESIGN&adType=booster&location=subcategory&index=1617,1,,Oткрытое,"2-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",Квартира без ливинга,Сдаю посуточно,,,17,,,50 €,"Кишинёв мун., Кишинёв, Центр, str. Melestiu, 26/10",,2-х комнатная квартира,64 м²
Агентство,Eвроремонт,5,Вторичный,1,102699932,https://999.md/ru/102699932?location=subcategory&index=1618,1,,Oткрытое,"2-х комнатная квартира,  Центр,  Ставчены,  Кишинёв мун.",,Продам,,,5,,,98 500 €,"Кишинёв мун., Ставчены, Центр, str. Florilor, 3",,2-х комнатная квартира,62 м²
Застройщик,Белый вариант,7,Новострой,2,103481680,https://999.md/ru/103481680?location=subcategory&index=1619,,,Подземная,"2-х комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,Продам,,Kирпичный,7,,,116 000 €,"Кишинёв мун., Кишинёв, Телецентр, str. Schinoasa-Vale, 3",280 см,2-х комнатная квартира,80 м²
Агентство,,4,Новострой,,103682157,https://999.md/ru/103682157?location=subcategory&index=1620,,,,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",,Продам,,,9,,,116 700 €,"Кишинёв мун., Кишинёв, Ботаника, bd. Dacia, ---",,2-х комнатная квартира,80 м²
Агентство,Eвроремонт,8,Вторичный,2,103723859,https://999.md/ru/103723859?location=subcategory&index=1621,2,,,"3-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",,,,,9,,,109 900 €,"Кишинёв мун., Кишинёв, Ботаника, şos. Munceşti, 788",,3-х комнатная квартира,70 м²
Агентство,Cерый вариант,5,Новострой,1,103509146,https://999.md/ru/103509146?location=subcategory&index=1622,1,Индивидуальная,Подземная,"3-х комнатная квартира,  Центр,  Кодру,  Кишинёв мун.",,Продам,,,5,,,65 000 €,"Кишинёв мун., Кодру, Центр, str. Schinoasa-Vale, /",,3-х комнатная квартира,64 м²
Застройщик,Белый вариант,4,Новострой,,100933850,https://999.md/ru/100933850?location=subcategory&index=1623,1,,Подземная,"2-х комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,Продам,,,9,,Lagmar Impex,67 955 €,"Кишинёв мун., Кишинёв, Рышкановка, strada Calea Mosilor, 4",,2-х комнатная квартира,45 м²
Застройщик,Белый вариант,7,Новострой,1,102181407,https://999.md/ru/102181407?location=subcategory&index=1624,1,,Подземная,"1-комнатная квартира,  Старая Почта,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,Продам,,,14,,Lagmar Impex,65 016 €,"Кишинёв мун., Кишинёв, Старая Почта, str. Ceucari, 14",,1-комнатная квартира,46 м²
Агентство,Белый вариант,2,Новострой,,102880375,https://999.md/ru/102880375?location=subcategory&index=1625,,,,"3-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,Продам,,,7,,Estate Invest Company,129 500 €,"Кишинёв мун., Кишинёв, Буюканы, str. Durleşti, 4",,3-х комнатная квартира,88 м²
Застройщик,Белый вариант,1,Новострой,,102249444,https://999.md/ru/102249444?location=subcategory&index=1626,,,,"1-комнатная квартира,  Центр,  Думбрава,  Кишинёв мун.",Квартира с ливингом,Продам,,,7,,,95 026 €,"Кишинёв мун., Думбрава, Центр, str. Durlești, 13",,1-комнатная квартира,67 м²
Агентство,Белый вариант,15,Новострой,,103885698,https://999.md/ru/103885698?location=subcategory&index=1627,,,,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",,Продам,,,16,,,104 000 €,"Кишинёв мун., Кишинёв, Ботаника, str. Grădina Botanică, -",,2-х комнатная квартира,65 м²
Агентство,Косметический pемонт,2,Вторичный,,103863737,https://999.md/ru/103863737?location=subcategory&index=1628,,,,"1-комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",,Продам,,Kотельцовый,5,,,62 900 €,"Кишинёв мун., Кишинёв, Ботаника, str. Independenței, 10/1",,1-комнатная квартира,36 м²
Частное лицо,,6,Новострой,,103706828,https://999.md/ru/103706828?location=subcategory&index=1629,1,,,"1-комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,Продам,,,9,,,79 900 €,"Кишинёв мун., Кишинёв, Ботаника, str. Băcioii Noi, 14/5",,1-комнатная квартира,34 м²
Частное лицо,Нуждается в ремонте,3,Вторичный,2,103761306,https://999.md/ru/103761306?location=subcategory&index=1630,1,Мс (Молд. Серия),Oткрытое,"3-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",,Продам,,Панельный,9,8 м²,,94 450 €,"Кишинёв мун., Кишинёв, Ботаника, bd. Cuza Vodă, 17/4",,3-х комнатная квартира,75 м²
Агентство,Eвроремонт,5,Новострой,1,102677041,https://999.md/ru/102677041?location=subcategory&index=1631,,,,"2-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",,Продам,,,9,,,105 000 €,"Кишинёв мун., Кишинёв, Центр, str. Pavel Boțu, 9",,2-х комнатная квартира,47 м²
Застройщик,Косметический pемонт,5,Вторичный,1,104085313,https://999.md/ru/104085313?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY2OTMyNTIsIkMiOnsiciI6MSwiYiI6MTQwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDQwODUzMTMiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2lubGluZSIsIngiOiIiLCJsIjoiYjU3ODg3YmYtYmI0OC00ZGFhLWE1ZmYtMmEwZjBhNDBkZmJiIiwiZSI6Ijg5LjE0OS45My4xMzkiLCJnIjoibGl0ZSIsInQiOiIyMDI2LTA0LTIwVDEyOjU0OjEyLjgxNDM5OTI2N1oifX0.3hyCnoijtDtcPel9dZxmdD9wN4nZoWpak7TPcbktTZY&placement=ADS_LIST_INLINE_REDESIGN&adType=booster&location=subcategory&index=1632,1,,,"1-комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",,Продам,,Панельный,9,,,66 500 €,"Кишинёв мун., Кишинёв, Рышкановка, bd. Moscova, 20",,1-комнатная квартира,35 м²
Застройщик,Белый вариант,9,Новострой,1,101141258,https://999.md/ru/101141258?location=subcategory&index=1633,2,,Подземная,"3-х комнатная квартира,  Старая Почта,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,Продам,,,15,,,106 700 €,"Кишинёв мун., Кишинёв, Старая Почта, str. Ceucari, 14",,3-х комнатная квартира,81 м²
Агентство,Cерый вариант,2,Вторичный,3,103069044,https://999.md/ru/103069044?location=subcategory&index=1634,2,,Под навесом,"3-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",,,,,7,,,174 900 €,"Кишинёв мун., Кишинёв, Ботаника, Pandurilor, -",,3-х комнатная квартира,126 м²
Застройщик,,4,Новострой,,103839754,https://999.md/ru/103839754?location=subcategory&index=1635,,,,"1-комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,Продам,,,9,,Exfactor-grup,126 500 €,"Кишинёв мун., Кишинёв, Буюканы, str. Ion Buzdugan, 13",,1-комнатная квартира,47 м²
Частное лицо,Eвроремонт,2,Новострой,,102857773,https://999.md/ru/102857773?location=subcategory&index=1636,,,Oткрытое,"3-х комнатная квартира,  БАМ,  Бельцы,  Бельцы мун.",Квартира с ливингом,Продам,,Kирпичный,9,,,103 200 €,"Бельцы мун., Бельцы, БАМ, str. Decebal, 124",273 см,3-х комнатная квартира,63 м²
Застройщик,Белый вариант,6,Новострой,1,103571858,https://999.md/ru/103571858?location=subcategory&index=1637,2,,Подземная,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",,Продам,,,11,,Solomon Construct Imobil,97 650 €,"Кишинёв мун., Кишинёв, Ботаника, str. Grenoble, 134/4",,2-х комнатная квартира,63 м²
Частное лицо,Eвроремонт,2,Вторичный,1,103946186,https://999.md/ru/103946186?location=subcategory&index=1638,1,,,"3-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,Продам,,,5,,,119 900 €,"Кишинёв мун., Кишинёв, Ботаника, str. Nikolai Zelinski, 12",,3-х комнатная квартира,60 м²
Агентство,,8,Вторичный,,103887167,https://999.md/ru/103887167?location=subcategory&index=1639,,143,,"2-х комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",,Продам,,,9,,,89 500 €,"Кишинёв мун., Кишинёв, Рышкановка, bd. Moscova, 28",,2-х комнатная квартира,51 м²
Застройщик,Белый вариант,13,Новострой,1,103411537,https://999.md/ru/103411537?location=subcategory&index=1640,1,,Oткрытое,"1-комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",,Продам,,,16,,Inamstro,74 900 €,"Кишинёв мун., Кишинёв, Ботаника, str. Grădina Botanică, 18/1",,1-комнатная квартира,48 м²
Агентство,Eвроремонт,1,Вторичный,,104095002,https://999.md/ru/104095002?location=subcategory&index=1641,1,,,"1-комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",,Продам,,,4,,,44 000 €,"Кишинёв мун., Кишинёв, Ботаника, Bacioii Noi , .",,1-комнатная квартира,24 м²
Агентство,Белый вариант,4,Новострой,1,100531803,https://999.md/ru/100531803?location=subcategory&index=1642,2,,,"3-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",,Продам,,,5,,,120 354 €,"Кишинёв мун., Кишинёв, Буюканы, strada Bisericii, 17",,3-х комнатная квартира,92 м²
Агентство,Eвроремонт,2,Вторичный,,103027185,https://999.md/ru/103027185?location=subcategory&index=1643,1,,Oткрытое,"2-х комнатная квартира,  Центр,  Дурлешты,  Кишинёв мун.",,Продам,,,5,,,75 000 €,"Кишинёв мун., Дурлешты, Центр, str. Grigore Ureche, 10/A",,2-х комнатная квартира,46 м²
Застройщик,Белый вариант,1,Новострой,,102614279,https://999.md/ru/102614279?location=subcategory&index=1644,1,,,"1-комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,Продам,,,9,,Lagmar Impex,53 961 €,"Кишинёв мун., Кишинёв, Телецентр, șos. Hâncești, 142",,1-комнатная квартира,38 м²
Агентство,,6,Новострой,,70397808,https://999.md/ru/70397808?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY2OTMyNTIsIkMiOnsiciI6MSwiYiI6MTAwLCJjIjoyNzAsInoiOjE0MDQsImEiOiI3MDM5NzgwOCIsImkiOiI4OS4xNDkuOTMuMTM5IiwicyI6ImRlc2t0b3AiLCJwIjoiYWRzX2xpc3RfZm9vdGVyIiwieCI6IiIsImwiOiJmNmE2YzliNS02ZjRhLTQ3Y2UtYjIyYi1hYTlhYjk5OGVhNDkiLCJlIjoiODkuMTQ5LjkzLjEzOSIsInQiOiIyMDI2LTA0LTIwVDEyOjU0OjEyLjgwMzYyNTc0WiJ9fQ.BbQ9elwFLnPv8BQZ_8Yof5X0hpikPt1ERvDkuXzC4VA&placement=ADS_LIST_FOOTER_REDESIGN&adType=booster&location=subcategory&index=9,,,,"на 3 часа - 250 лей, на ночь - 500 лей в центре Кишинева - ул.Ismail 88, сдаем 24/24.",,Сдаю посуточно,,,10,,,250 MDL,"Кишинёв мун., Кишинёв, Центр, str. Ismail, 88",,1-комнатная квартира,45 м²
Частное лицо,,9,Новострой,,104113436,https://999.md/ru/104113436?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY2OTMyNTIsIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDQxMTM0MzYiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2Zvb3RlciIsIngiOiIiLCJsIjoiMjMwNTNkMjMtMGEyNy00ZDc2LWFjZDItMzY3Yzg0NDcxOWRmIiwiZSI6Ijg5LjE0OS45My4xMzkiLCJnIjoidHVyYm8iLCJ0IjoiMjAyNi0wNC0yMFQxMjo1NDoxMi44MDM2NjkwMzFaIn19.badl1BHbZgkG7OlxnSBcB8HTvfhj7SOCYv9DsrVn_Qk&placement=ADS_LIST_FOOTER_REDESIGN&adType=booster&location=subcategory&index=10,,,,"1-комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",,Продам,,,10,,,89 000 €,"Кишинёв мун., Кишинёв, Рышкановка, ул. Чеукарь, 2/4",,1-комнатная квартира,55 м²
Частное лицо,Eвроремонт,5,Вторичный,1,104087753,https://999.md/ru/104087753?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY2OTMyNTIsIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDQwODc3NTMiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2Zvb3RlciIsIngiOiIiLCJsIjoiZGNmNTkzZmMtMjI5Yi00ZDgyLThlMTMtYTZjNTVkMjIyMWY0IiwiZSI6Ijg5LjE0OS45My4xMzkiLCJnIjoicGx1cyIsInQiOiIyMDI2LTA0LTIwVDEyOjU0OjEyLjgwMzY5MTk0M1oifX0.mz_Cr7WWIHps3RoLmqfoIrKPZ2RlX7bP9mRp5pVCE_o&placement=ADS_LIST_FOOTER_REDESIGN&adType=booster&location=subcategory&index=11,1,,Oткрытое,"1-комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",Квартира без ливинга,Сдаю помесячно,35 м²,,9,,,420 €,"Кишинёв мун., Кишинёв, Центр, str. Vasile Alecsandri, 17",,1-комнатная квартира,35 м²
Частное лицо,Нуждается в ремонте,3,Вторичный,1,104057758,https://999.md/ru/104057758?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY2OTMyNTIsIkMiOnsiciI6MSwiYiI6MTYwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDQwNTc3NTgiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2Zvb3RlciIsIngiOiIiLCJsIjoiYjU1ZDZjYjgtNTdkMS00OWJmLWEwNDgtN2ZiNTE3MzNlNzc2IiwiZSI6Ijg5LjE0OS45My4xMzkiLCJ0IjoiMjAyNi0wNC0yMFQxMjo1NDoxMi44MDM3MDQ2NjNaIn19.lEv3-Dfd5iwJoCbuZgEOqJAZZNDsPEB3gvtTGQymSkA&placement=ADS_LIST_FOOTER_REDESIGN&adType=booster&location=subcategory&index=12,,,Oткрытое,"1-комнатная квартира,  Центр,  Криково,  Кишинёв мун.",,Продам,15 м²,Kотельцовый,5,4 м²,,40 000 €,Расположение,2700 см,1-комнатная квартира,26 м²
Агентство,,5,Новострой,1,104103602,https://999.md/ru/104103602?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY2OTMyNTIsIkMiOnsiciI6MSwiYiI6MTAwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDQxMDM2MDIiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2Zvb3RlciIsIngiOiIiLCJsIjoiZDg3YmI4MGQtNjQzZi00NjEyLTgyYmYtNDdjZmM3YzliYzgxIiwiZSI6Ijg5LjE0OS45My4xMzkiLCJ0IjoiMjAyNi0wNC0yMFQxMjo1NDoxMi44MDMzNzU0OTdaIn19.UD2ZQc7-iTvQAY-AhKXy4-Wt_dsgU_CW45_gNQtu2OU&placement=ADS_LIST_FOOTER_REDESIGN&adType=booster&location=subcategory&index=1,1,,,"2-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,Сдаю помесячно,,,11,,,800 €,"Кишинёв мун., Кишинёв, Центр, str. Calea Ieșilor, 6",,2-х комнатная квартира,60 м²
Застройщик,Индивидуальный дизайн,7,Новострой,Нет,84193702,https://999.md/ru/84193702?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY2OTMyNTIsIkMiOnsiciI6MSwiYiI6MTAwLCJjIjoyNzAsInoiOjE0MDQsImEiOiI4NDE5MzcwMiIsImkiOiI4OS4xNDkuOTMuMTM5IiwicyI6ImRlc2t0b3AiLCJwIjoiYWRzX2xpc3RfZm9vdGVyIiwieCI6IiIsImwiOiI1NTY4OWZlNi1mNTliLTQ4NTMtYjNhNi1iZmQwODMxNjFlNzMiLCJlIjoiODkuMTQ5LjkzLjEzOSIsInQiOiIyMDI2LTA0LTIwVDEyOjU0OjEyLjgwMzM5ODY5OFoifX0.29vEZSuHOA3zSJF94NATPR_NPUYRwtpt3nH3leu2S3E&placement=ADS_LIST_FOOTER_REDESIGN&adType=booster&location=subcategory&index=2,1,Индивидуальная,Oткрытое,"3-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",,Сдаю посуточно,66 м²,Mонолитный,15,12 м²,,80 €,"Кишинёв мун., Кишинёв, Ботаника, bd. Decebal, 99/A",280 см,3-х комнатная квартира,78 м²
Агентство,,5,Новострой,,89776225,https://999.md/ru/89776225?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY2OTMyNTIsIkMiOnsiciI6MSwiYiI6MTQwLCJjIjoyNzAsInoiOjE0MDQsImEiOiI4OTc3NjIyNSIsImkiOiI4OS4xNDkuOTMuMTM5IiwicyI6ImRlc2t0b3AiLCJwIjoiYWRzX2xpc3RfZm9vdGVyIiwieCI6InByZW1pdW0iLCJsIjoiMWNiZjkwMzctODQ5Ny00ZGRlLWE0NDgtZjliY2MxOGRlOGZlIiwiZSI6Ijg5LjE0OS45My4xMzkiLCJnIjoibGl0ZSIsInQiOiIyMDI2LTA0LTIwVDEyOjU0OjEyLjgwMzQyNjA3NVoifX0.fJ5DTVwikomhOuFTG1u6Zesr2iL5b7Z0L0Voumq6Liw&placement=ADS_LIST_FOOTER_REDESIGN&adType=booster&location=subcategory&index=3,,,,"1-комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",,Сдаю посуточно,,,9,,,600 MDL,"Кишинёв мун., Кишинёв, Центр, bd. Ştefan cel Mare şi Sfânt, 83",,1-комнатная квартира,55 м²
Частное лицо,,4,Новострой,,103531678,https://999.md/ru/103531678?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY2OTMyNTIsIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDM1MzE2NzgiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2Zvb3RlciIsIngiOiIiLCJsIjoiNThhOTJhMWYtYTE4NS00YjkxLTk2MmQtYWQwOWRkZDVmMWQxIiwiZSI6Ijg5LjE0OS45My4xMzkiLCJnIjoicGx1cyIsInQiOiIyMDI2LTA0LTIwVDEyOjU0OjEyLjgwMzQ1MzkwM1oifX0.YSWwYdkmjHegZYRCDdqlLKVStlHpY218TJDr9v6SodY&placement=ADS_LIST_FOOTER_REDESIGN&adType=booster&location=subcategory&index=4,,,,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,Продам,,,9,,Exfactor-grup,172 900 €,"Кишинёв мун., Кишинёв, Буюканы, str. Ion Buzdugan, 13",,2-х комнатная квартира,72 м²
Частное лицо,,18,Новострой,,104078981,https://999.md/ru/104078981?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY2OTMyNTIsIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDQwNzg5ODEiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2Zvb3RlciIsIngiOiIiLCJsIjoiZmRjOTE2OWEtZDU3Yi00NWVkLWJkMDQtMjk2ZmM3MWJiNjI0IiwiZSI6Ijg5LjE0OS45My4xMzkiLCJnIjoicGx1cyIsInQiOiIyMDI2LTA0LTIwVDEyOjU0OjEyLjgwMzUzMDU4MloifX0.f11YahFvEey5MEq7vQfYGCN8MPK9aru4aWjV3qR39d8&placement=ADS_LIST_FOOTER_REDESIGN&adType=booster&location=subcategory&index=5,,,,"2-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,Сдаю помесячно,,,20,,,700 €,"Кишинёв мун., Кишинёв, Центр, str. Bogdan Petriceicu Hasdeu, 20",,2-х комнатная квартира,54 м²
Частное лицо,Индивидуальный дизайн,2,Новострой,,104103448,https://999.md/ru/104103448?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY2OTMyNTIsIkMiOnsiciI6MSwiYiI6MTQwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDQxMDM0NDgiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2Zvb3RlciIsIngiOiIiLCJsIjoiNWQwNDkwNTItOTE2Yy00MTk0LTk4MDItZmQzMWI4OTZhZDU5IiwiZSI6Ijg5LjE0OS45My4xMzkiLCJnIjoibGl0ZSIsInQiOiIyMDI2LTA0LTIwVDEyOjU0OjEyLjgwMzU1Mjk1MVoifX0.KKTC9aQtjyCwtSQGfMn88XgyPK86A-JCy_8gHC8zZBU&placement=ADS_LIST_FOOTER_REDESIGN&adType=booster&location=subcategory&index=6,,,,"3-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,Продам,,,8,,,199 900 €,"Кишинёв мун., Кишинёв, Ботаника, str. Pandurilor, 42",,3-х комнатная квартира,105 м²
Застройщик,Eвроремонт,7,Новострой,,37572854,https://999.md/ru/37572854?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY2OTMyNTIsIkMiOnsiciI6MSwiYiI6MTAwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIzNzU3Mjg1NCIsImkiOiI4OS4xNDkuOTMuMTM5IiwicyI6ImRlc2t0b3AiLCJwIjoiYWRzX2xpc3RfZm9vdGVyIiwieCI6IiIsImwiOiJjYjE3ZDNmMi00NGJhLTQ0YTUtYjk5NS03NmViYTc0Y2IzMTYiLCJlIjoiODkuMTQ5LjkzLjEzOSIsInQiOiIyMDI2LTA0LTIwVDEyOjU0OjEyLjgwMzU2Njk5M1oifX0.dft3Zvu9NYvQkKAtVUCD7qs_9Q-z6AT44RttlpB7sAY&placement=ADS_LIST_FOOTER_REDESIGN&adType=booster&location=subcategory&index=7,,Индивидуальная,Oткрытое,"1-комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",,Сдаю посуточно,30 м²,Mонолитный,10,15 м²,,25 €,"Кишинёв мун., Кишинёв, Центр, str. Ismail, 88",3 см,1-комнатная квартира,45 м²
Частное лицо,Косметический pемонт,12,Вторичный,2,102571313,https://999.md/ru/102571313?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY2OTMyNTIsIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDI1NzEzMTMiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2Zvb3RlciIsIngiOiIiLCJsIjoiM2U1MWYxMWQtODVhMy00YzQ0LTgwMmQtOTliZTFlYWI1OWYwIiwiZSI6Ijg5LjE0OS45My4xMzkiLCJnIjoicGx1cyIsInQiOiIyMDI2LTA0LTIwVDEyOjU0OjEyLjgwMzU5MTc5OVoifX0.gNStztItQkc4h7WrErII8yVTTrPKdogUP8gFU4sGEbQ&placement=ADS_LIST_FOOTER_REDESIGN&adType=booster&location=subcategory&index=8,2,Индивидуальная,Oткрытое,"4-x комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,Продам,53 м²,Панельный,14,7 м²,A-casa,115 000 €,"Кишинёв мун., Кишинёв, Рышкановка, bd. Moscova, 17/1",250 см,4-x комнатная квартира,81 м²
Агентство,,6,Новострой,,70397808,https://999.md/ru/70397808?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY2OTMyNTIsIkMiOnsiciI6MSwiYiI6MTAwLCJjIjoyNzAsInoiOjE0MDQsImEiOiI3MDM5NzgwOCIsImkiOiI4OS4xNDkuOTMuMTM5IiwicyI6ImRlc2t0b3AiLCJwIjoiYWRzX2xpc3RfZm9vdGVyIiwieCI6IiIsImwiOiJmNmE2YzliNS02ZjRhLTQ3Y2UtYjIyYi1hYTlhYjk5OGVhNDkiLCJlIjoiODkuMTQ5LjkzLjEzOSIsInQiOiIyMDI2LTA0LTIwVDEyOjU0OjEyLjgwMzYyNTc0WiJ9fQ.BbQ9elwFLnPv8BQZ_8Yof5X0hpikPt1ERvDkuXzC4VA&placement=ADS_LIST_FOOTER_REDESIGN&adType=booster&location=subcategory&index=9,,,,"на 3 часа - 250 лей, на ночь - 500 лей в центре Кишинева - ул.Ismail 88, сдаем 24/24.",,Сдаю посуточно,,,10,,,250 MDL,"Кишинёв мун., Кишинёв, Центр, str. Ismail, 88",,1-комнатная квартира,45 м²
