Балкон / лоджия,Планировка,Ливинг,link,Застройщик,Площадь кухни,Парковочное место,Этаж,Санузел,Высота потолков,price,Количество этажей,Общая площадь,Адрес,id,Жилой фонд,Тип здания,Жилая площадь,title,Тип,Автор объявления,Количество комнат,Состояние квартиры
2,,Квартира с ливингом,https://999.md/ru/104092407?location=subcategory&index=2546,,,,10,2,,179 000 €,12,112 м²,"Кишинёв мун., Кишинёв, Ботаника, str. Grenoble, -",104092407,Вторичный,,,"3-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",,Агентство,3-х комнатная квартира,Eвроремонт
1,,,https://999.md/ru/103406561?location=subcategory&index=2547,Exfactor-grup,,Oткрытое,14,2,,107 000 €,14,52 м²,"Кишинёв мун., Кишинёв, Буюканы, str. Vasile Lupu, 28a",103406561,Новострой,,,"1-комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",Продам,Застройщик,1-комнатная квартира,Белый вариант
,,Квартира с ливингом,https://999.md/ru/104043723?location=subcategory&index=2548,Exfactor-grup,,Подземная,3,1,,240 000 €,12,72 м²,"Кишинёв мун., Кишинёв, Буюканы, Vasile Lupu, 28",104043723,Новострой,Kирпичный,,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",,Агентство,2-х комнатная квартира,Eвроремонт
1,Индивидуальная,,https://999.md/ru/103825277?location=subcategory&index=2549,,,Oткрытое,3,1,,81 900 €,10,40 м²,"Кишинёв мун., Кишинёв, Рышкановка, str. Nicolae Dimo, .",103825277,Новострой,,,"1-комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",Продам,Агентство,1-комнатная квартира,Eвроремонт
,Индивидуальная,,https://999.md/ru/103479969?location=subcategory&index=2550,,,Oткрытое,6,1,,16 000 €,9,13 м²,"Кишинёв мун., Сынжера, Центр, str. Luceafărul, .",103479969,Вторичный,,,"1-комнатная квартира,  Центр,  Сынжера,  Кишинёв мун.",Продам,Агентство,1-комнатная квартира,Без ремонта
1,Индивидуальная,,https://999.md/ru/102943358?location=subcategory&index=2551,,,Oткрытое,4,1,,72 900 €,5,50 м²,"Кишинёв мун., Кишинёв, Ботаника, bd. Cuza Voda, .",102943358,Вторичный,,,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",Продам,Агентство,2-х комнатная квартира,Eвроремонт
1,,Квартира с ливингом,https://999.md/ru/102671259?location=subcategory&index=2552,,,Oткрытое,3,1,,86 900 €,5,41 м²,"Кишинёв мун., Кишинёв, Телецентр, str. Lech Kaczynski, 2/3",102671259,Вторичный,Kотельцовый,,"1-комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.",Продам,Агентство,1-комнатная квартира,Eвроремонт
1,,Квартира без ливинга,https://999.md/ru/104087753?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MTI1MjIsIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDQwODc3NTMiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2lubGluZSIsIngiOiIiLCJsIjoiZGNmNTkzZmMtMjI5Yi00ZDgyLThlMTMtYTZjNTVkMjIyMWY0IiwiZSI6Ijg5LjE0OS45My4xMzkiLCJnIjoicGx1cyIsInQiOiIyMDI2LTA0LTIwVDE4OjE1OjIyLjEzMDU0ODMwNloifX0.tkPc_qMGlc5AGvq6497nncJvi5r2-r9Cl3fVH1Ya3zY&placement=ADS_LIST_INLINE_REDESIGN&adType=booster&location=subcategory&index=2553,,,Oткрытое,5,1,,420 €,9,35 м²,"Кишинёв мун., Кишинёв, Центр, str. Vasile Alecsandri, 17",104087753,Вторичный,,35 м²,"1-комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",Сдаю помесячно,Частное лицо,1-комнатная квартира,Eвроремонт
2,Индивидуальная,,https://999.md/ru/102563662?location=subcategory&index=2554,,,Oткрытое,3,2,,165 000 €,14,120 м²,"Кишинёв мун., Кишинёв, Чокана, str. Nicolae Sulac, .",102563662,Новострой,,,"3-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",Продам,Агентство,3-х комнатная квартира,Eвроремонт
,Индивидуальная,,https://999.md/ru/103130306?location=subcategory&index=2555,,,Oткрытое,5,2,,188 000 €,9,95 м²,"Кишинёв мун., Кишинёв, Ботаника, str. Sarmizegetusa, .",103130306,Новострой,,,"3-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",,Агентство,3-х комнатная квартира,Eвроремонт
1,,Квартира с ливингом,https://999.md/ru/100764716?location=subcategory&index=2556,Lagmar Impex,,Подземная,8,2,,145 720 €,10,120 м²,"Кишинёв мун., Кишинёв, Старая Почта, str. Ceucari, 14",100764716,Новострой,,,"3-х комнатная квартира,  Старая Почта,  Кишинёв,  Кишинёв мун.",Продам,Застройщик,3-х комнатная квартира,
,Индивидуальная,,https://999.md/ru/103018101?location=subcategory&index=2557,,,Oткрытое,1,1,,58 900 €,4,30 м²,"Кишинёв мун., Кишинёв, Ботаника, ул. Николай Зелински, .",103018101,Вторичный,,,"1-комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",Продам,Агентство,1-комнатная квартира,Eвроремонт
2,Индивидуальная,,https://999.md/ru/104027830?location=subcategory&index=2558,,,Подземная,5,2,,180 000 €,12,71 м²,"Кишинёв мун., Кишинёв, Буюканы, Alba Iulia, **",104027830,Новострой,,,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",Продам,Агентство,2-х комнатная квартира,Eвроремонт
1,Индивидуальная,,https://999.md/ru/103253202?location=subcategory&index=2559,,,,4,1,,79 900 €,5,52 м²,"Кишинёв мун., Кишинёв, Буюканы,  str. Bisericii, 10",103253202,Новострой,Kирпичный,,"1-комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",Продам,Агентство,1-комнатная квартира,Белый вариант
,,Квартира с ливингом,https://999.md/ru/102362058?location=subcategory&index=2560,Estate Invest Company,,Oткрытое,1,1,,95 000 €,9,50 м²,"Кишинёв мун., Кишинёв, Телецентр, str. Ialoveni, 136/A",102362058,Новострой,,,"1-комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.",Продам,Застройщик,1-комнатная квартира,Eвроремонт
,,,https://999.md/ru/103753868?location=subcategory&index=2561,,,,3,,,108 025 €,12,75 м²,"Кишинёв мун., Кишинёв, Старая Почта, str. Ceucari, 14",103753868,Новострой,,,"2-х комнатная квартира,  Старая Почта,  Кишинёв,  Кишинёв мун.",Продам,Агентство,2-х комнатная квартира,Белый вариант
1,Индивидуальная,,https://999.md/ru/103833716?location=subcategory&index=2562,,,Oткрытое,6,1,,122 000 €,9,62 м²,"Кишинёв мун., Кишинёв, Ботаника, str. Sarmizegetusa, .",103833716,Новострой,,,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",Продам,Агентство,2-х комнатная квартира,Eвроремонт
Нет,Индивидуальная,,https://999.md/ru/102416048?location=subcategory&index=2563,,,Oткрытое,13,2,,135 000 €,15,79 м²,"Кишинёв мун., Кишинёв, Рышкановка, bd. Moscova, .",102416048,Вторичный,,,"4-x комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",,Агентство,4-x комнатная квартира,Eвроремонт
2,,Квартира с ливингом,https://999.md/ru/103419350?location=subcategory&index=2564,,,Oткрытое,5,1,,101 900 €,5,56 м²,"Кишинёв мун., Кишинёв, Рышкановка, str. Miron Costin, 19/2",103419350,Вторичный,,,"2-х комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",Продам,Застройщик,2-х комнатная квартира,Eвроремонт
,,Квартира с ливингом,https://999.md/ru/103510806?location=subcategory&index=2565,Exfactor-grup,,Oткрытое,8,1,,220 000 €,14,69 м²,"Кишинёв мун., Кишинёв, Буюканы, str. Vasile Lupu, 28a",103510806,Новострой,,,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",Продам,Застройщик,2-х комнатная квартира,Eвроремонт
1,Индивидуальная,,https://999.md/ru/102710481?location=subcategory&index=2566,,,Oткрытое,6,1,,46 000 €,11,40 м²,"Кишинёв мун., Дурлешты, Центр, ул. Николае Димо, .",102710481,Новострой,,,"1-комнатная квартира,  Центр,  Дурлешты,  Кишинёв мун.",Продам,Агентство,1-комнатная квартира,Белый вариант
1,Индивидуальная,,https://999.md/ru/103794442?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MTI1MjIsIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDM3OTQ0NDIiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2lubGluZSIsIngiOiJwcm8iLCJsIjoiNmJlOWZmY2UtODhjNC00MjU4LTg2YTYtMDA0ZmFiOGM0OGQ3IiwiZSI6Ijg5LjE0OS45My4xMzkiLCJnIjoidHVyYm8iLCJ0IjoiMjAyNi0wNC0yMFQxODoxNToyMi4xMzA2MTgwNzJaIn19.E6wdnzGjYEs9R4Dky0manjRWEni59OYeccFX3RHsQn8&placement=ADS_LIST_INLINE_REDESIGN&adType=booster&location=subcategory&index=2567,,,Oткрытое,2,1,,95 000 €,16,60 м²,"Кишинёв мун., Кишинёв, Ботаника, бул. Траян, 23/1",103794442,Вторичный,,,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",Продам,Агентство,2-х комнатная квартира,Eвроремонт
,,Квартира с ливингом,https://999.md/ru/102443151?location=subcategory&index=2568,Varicom,,Подземная,4,2,,84 120 €,6,70 м²,"Кишинёв мун., Криково, Центр, str. Chişinău, 68",102443151,Новострой,,,"2-х комнатная квартира,  Центр,  Криково,  Кишинёв мун.",Продам,Застройщик,2-х комнатная квартира,Белый вариант
1,Индивидуальная,,https://999.md/ru/102441178?location=subcategory&index=2569,,,Oткрытое,4,1,,109 900 €,10,57 м²,"Кишинёв мун., Кишинёв, Телецентр, str. Ialoveni, .",102441178,Новострой,,,"2-х комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.",Продам,Агентство,2-х комнатная квартира,Eвроремонт
1,,,https://999.md/ru/103331538?location=subcategory&index=2570,Lagmar Impex,,Oткрытое,5,2,,87 256 €,9,67 м²,"Кишинёв мун., Кишинёв, Телецентр, șos. Hâncești, 142",103331538,Новострой,,,"2-х комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.",Продам,Застройщик,2-х комнатная квартира,Белый вариант
2,,,https://999.md/ru/101537365?location=subcategory&index=2571,,,Oткрытое,2,1,,105 000 €,12,38 м²,"Кишинёв мун., Кишинёв, Центр,  str. Nicolae Testemițanu, 3",101537365,Новострой,,,"1-комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",Продам,Агентство,1-комнатная квартира,Eвроремонт
,,Квартира с ливингом,https://999.md/ru/102367937?location=subcategory&index=2572,Estate Invest Company,,Oткрытое,2,1,,109 000 €,9,50 м²,"Кишинёв мун., Кишинёв, Телецентр, str. Ialoveni, 102",102367937,Новострой,,,"1-комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.",Продам,Застройщик,1-комнатная квартира,Eвроремонт
1,,,https://999.md/ru/103606803?location=subcategory&index=2573,,,,1,1,,114 800 €,11,47 м²,"Кишинёв мун., Кишинёв, Ботаника, str. Jubiliară , 39/1",103606803,Новострой,,,"1-комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",Продам,Агентство,1-комнатная квартира,Eвроремонт
1,,,https://999.md/ru/103015740?location=subcategory&index=2574,Varicom,,Подземная,7,1,,56 320 €,16,44 м²,"Кишинёв мун., Кишинёв, Рышкановка, str-la Studenților, 18",103015740,Новострой,,,"1-комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",Продам,Застройщик,1-комнатная квартира,Белый вариант
,,,https://999.md/ru/103844983?location=subcategory&index=2575,,,Oткрытое,6,2,,75 900 €,9,34 м²,"Кишинёв мун., Кишинёв, Центр, bd. C. Negruzzi, 2/3",103844983,Вторичный,,,"1-комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",Продам,Застройщик,1-комнатная квартира,Eвроремонт
1,,Квартира с ливингом,https://999.md/ru/103975449?location=subcategory&index=2576,,,Oткрытое,9,2,,124 900 €,9,72 м²,"Кишинёв мун., Кишинёв, Буюканы, str. Petru Zadnipru, .",103975449,Вторичный,,,"3-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",Продам,Агентство,3-х комнатная квартира,Eвроремонт
,,Квартира с ливингом,https://999.md/ru/103542718?location=subcategory&index=2577,Exfactor-grup,,Oткрытое,8,2,,135 000 €,14,68 м²,"Кишинёв мун., Кишинёв, Буюканы, str. Vasile Lupu, 28a",103542718,Новострой,,,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",Продам,Застройщик,2-х комнатная квартира,Белый вариант
,Индивидуальная,,https://999.md/ru/103885734?location=subcategory&index=2578,,,Oткрытое,3,1,,86 900 €,12,37 м²,"Кишинёв мун., Кишинёв, Телецентр, str. Ialoveni, .",103885734,Новострой,,,"1-комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.",Продам,Агентство,1-комнатная квартира,Eвроремонт
,,,https://999.md/ru/103260062?location=subcategory&index=2579,,,,9,,,97 000 €,9,50 м²,"Кишинёв мун., Кишинёв, Буюканы, Vasile Lupu , 59",103260062,Вторичный,,,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",Продам,Агентство,2-х комнатная квартира,Eвроремонт
,,,https://999.md/ru/102776262?location=subcategory&index=2580,,,Oткрытое,3,1,,214 000 €,9,92 м²,"Кишинёв мун., Кишинёв, Буюканы, Str. Ioana Radu, 21",102776262,Новострой,,,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",,Агентство,2-х комнатная квартира,Eвроремонт
Нет,,,https://999.md/ru/80783257?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MTI1MjIsIkMiOnsiciI6MSwiYiI6MTAwLCJjIjoyNzAsInoiOjE0MDQsImEiOiI4MDc4MzI1NyIsImkiOiI4OS4xNDkuOTMuMTM5IiwicyI6ImRlc2t0b3AiLCJwIjoiYWRzX2xpc3RfZm9vdGVyIiwieCI6IiIsImwiOiJlNDhjZmZiOC0zMjg4LTQyNWQtYTRiOC05NTZhZGY0YmI1MzkiLCJlIjoiODkuMTQ5LjkzLjEzOSIsInQiOiIyMDI2LTA0LTIwVDE4OjE1OjIyLjA5OTczMzk1OFoifX0.c_f8h3Mwmwc1oLIzVAVVM5zaw1nGE3MaFQFCn6ID0F0&placement=ADS_LIST_FOOTER_REDESIGN&adType=booster&location=subcategory&index=9,,,Oткрытое,8,1,,40 €,15,40 м²,"Кишинёв мун., Кишинёв, Центр, str. Nicolae Testemițanu, 3/6",80783257,Новострой,Kотельцовый,,"1-комнатная квартира, 40 м², Центр, Кишинёв",Сдаю посуточно,Частное лицо,1-комнатная квартира,Eвроремонт
,,Квартира с ливингом,https://999.md/ru/104091505?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MTI1MjIsIkMiOnsiciI6MSwiYiI6MTQwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDQwOTE1MDUiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2Zvb3RlciIsIngiOiJwcmVtaXVtIiwibCI6IjQ0YTM2MzIxLTJlZDItNDU3Ny1iZjc0LWFlNDk2YzIyNTU0MyIsImUiOiI4OS4xNDkuOTMuMTM5IiwiZyI6ImxpdGUiLCJ0IjoiMjAyNi0wNC0yMFQxODoxNToyMi4wOTk3NTk4NTZaIn19.E1bXit4hknsEJjjg54ogKbqcgOQqEtQ2yBnlFU1bnYM&placement=ADS_LIST_FOOTER_REDESIGN&adType=booster&location=subcategory&index=10,,,,7,,,74 382 €,6,76 м²,"Кишинёв мун., Криково, Центр, str. Burebista, 2",104091505,Новострой,,,"2-х комнатная квартира,  Центр,  Криково,  Кишинёв мун.",Продам,Застройщик,2-х комнатная квартира,Белый вариант
2,Хрущевка,,https://999.md/ru/104060503?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MTI1MjIsIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDQwNjA1MDMiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2Zvb3RlciIsIngiOiIiLCJsIjoiZmZjNjY1N2ItNTIzZC00MzNmLTg4MTYtMzRjNDAxN2EzZWUzIiwiZSI6Ijg5LjE0OS45My4xMzkiLCJnIjoicGx1cyIsInQiOiIyMDI2LTA0LTIwVDE4OjE1OjIyLjA5OTc5ODc3N1oifX0.rtTwCWkXafpfDnnq7kCcmFgI0AoIvyokPI0AaVcXEB0&placement=ADS_LIST_FOOTER_REDESIGN&adType=booster&location=subcategory&index=11,,,Oткрытое,4,,,550 €,5,34 м²,"Кишинёв мун., Кишинёв, Рышкановка, str. Kiev, 10/1",104060503,Вторичный,Kотельцовый,,"1-комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",Сдаю помесячно,Частное лицо,1-комнатная квартира,Индивидуальный дизайн
1,Индивидуальная,Квартира с ливингом,https://999.md/ru/103674939?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MTI1MjIsIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDM2NzQ5MzkiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2Zvb3RlciIsIngiOiJwcm8iLCJsIjoiNzY1MGUwNGEtZWM5YS00NDkwLWJiOTEtYjYxYjFkMGNiZTM3IiwiZSI6Ijg5LjE0OS45My4xMzkiLCJnIjoidHVyYm8iLCJ0IjoiMjAyNi0wNC0yMFQxODoxNToyMi4wOTk4MTMzNFoifX0.P0wFi5mH235uPKYgmt_8fLUoJJNKm_vw55UK6QvwXJU&placement=ADS_LIST_FOOTER_REDESIGN&adType=booster&location=subcategory&index=12,Exfactor-grup,18 м²,Oткрытое,13,1,275 см,2 700 €,15,92 м²,"Кишинёв мун., Кишинёв, Чокана, пр-т Мирча чел Бэтрын, 41/B",103674939,Новострой,Kомбинированный,74 м²,"2-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",Сдаю помесячно,Частное лицо,2-х комнатная квартира,Индивидуальный дизайн
,,,https://999.md/ru/104053677?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MTI1MjIsIkMiOnsiciI6MSwiYiI6MTQwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDQwNTM2NzciLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2Zvb3RlciIsIngiOiIiLCJsIjoiODQzZWZmOWMtOGFhMS00NWE3LTg4NGQtZGVmMmNiY2UwMGRmIiwiZSI6Ijg5LjE0OS45My4xMzkiLCJnIjoibGl0ZSIsInQiOiIyMDI2LTA0LTIwVDE4OjE1OjIyLjA5OTQ3OTQzOFoifX0.Uk6FW9rh3veBSnhR3Rr84sRObtJdf4Tf31iJI27a7ac&placement=ADS_LIST_FOOTER_REDESIGN&adType=booster&location=subcategory&index=1,,,,4,,,400 €,6,45 м²,"Кишинёв мун., Кишинёв, Ботаника, str. Trandafirilor, 33/1",104053677,Вторичный,,,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",Сдаю помесячно,Частное лицо,2-х комнатная квартира,
1,,,https://999.md/ru/103522826?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MTI1MjIsIkMiOnsiciI6MSwiYiI6MTAwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDM1MjI4MjYiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2Zvb3RlciIsIngiOiIiLCJsIjoiNTFlNTNmZWQtMzI5MS00ODgzLTliN2YtMDAwMGU2NGNlZWJhIiwiZSI6Ijg5LjE0OS45My4xMzkiLCJ0IjoiMjAyNi0wNC0yMFQxODoxNToyMi4wOTk1MTg1NThaIn19.F1k-vILORp6-2wdCZIK1r1DaKK65aFS0UcqWlt3JzXU&placement=ADS_LIST_FOOTER_REDESIGN&adType=booster&location=subcategory&index=2,,,,1,,,22 000 €,3,42 м²,"Резина, Резина, Центр, str. Păcii, 53",103522826,Вторичный,Kотельцовый,,"2-х комнатная квартира,  Центр,  Резина,  Резина",Продам,Частное лицо,2-х комнатная квартира,Косметический pемонт
2,,,https://999.md/ru/104056858?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MTI1MjIsIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDQwNTY4NTgiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2Zvb3RlciIsIngiOiJwcm8iLCJsIjoiNWE2OTk3OWUtNDRlZi00OTI1LTk3ODktYTkzODE4N2VhYzQyIiwiZSI6Ijg5LjE0OS45My4xMzkiLCJnIjoicGx1cyIsInQiOiIyMDI2LTA0LTIwVDE4OjE1OjIyLjA5OTUzNDg1NloifX0.i0n3Ybtu2PKm_YqxuX9F_5Ftr3EJm3eFESvbfQoHW5s&placement=ADS_LIST_FOOTER_REDESIGN&adType=booster&location=subcategory&index=3,,,,5,1,,112 000 €,10,48 м²,"Кишинёв мун., Кишинёв, Ботаника, str. Sarmizegetusa, 53E",104056858,Новострой,,,"3-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",Продам,Частное лицо,3-х комнатная квартира,Eвроремонт
,,Квартира с ливингом,https://999.md/ru/104102689?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MTI1MjIsIkMiOnsiciI6MSwiYiI6MTAwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDQxMDI2ODkiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2Zvb3RlciIsIngiOiIiLCJsIjoiZmRkYmMyMGQtZTUyMC00YzM2LWI2YzAtN2FmYWIwYjFjNTQ4IiwiZSI6Ijg5LjE0OS45My4xMzkiLCJ0IjoiMjAyNi0wNC0yMFQxODoxNToyMi4wOTk1NTk0NzJaIn19.3GEYlwW-y-mwKkolFDs8kjWboniROjBZmOBfS93-NL0&placement=ADS_LIST_FOOTER_REDESIGN&adType=booster&location=subcategory&index=4,,,,5,,,50 €,8,50 м²,"Кишинёв мун., Кишинёв, Центр, str. Lev Tolstoi, 63",104102689,Новострой,,,"1-комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",Сдаю посуточно,Частное лицо,1-комнатная квартира,
,,Квартира с ливингом,https://999.md/ru/104075662?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MTI1MjIsIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDQwNzU2NjIiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2Zvb3RlciIsIngiOiJwcmVtaXVtIiwibCI6ImFlMjAxMjEyLTFiNjYtNGE1NS1hZjUwLWI1YTQ2YzFhZjRmMCIsImUiOiI4OS4xNDkuOTMuMTM5IiwiZyI6InR1cmJvIiwidCI6IjIwMjYtMDQtMjBUMTg6MTU6MjIuMDk5NjQxODM1WiJ9fQ.QZjanw96tPVDNXo4jIqFBUl-pYgvTXg-LdqUOCm5Tp8&placement=ADS_LIST_FOOTER_REDESIGN&adType=booster&location=subcategory&index=5,Pamir Construct,,Oткрытое,8,1,,119 000 €,9,38 м²,"Кишинёв мун., Кишинёв, Ботаника, ул. Гика Водэ, 5",104075662,Новострой,,,"1-комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",Продам,Агентство,1-комнатная квартира,Eвроремонт
Нет,Индивидуальная,Квартира с ливингом,https://999.md/ru/104020829?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MTI1MjIsIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDQwMjA4MjkiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2Zvb3RlciIsIngiOiIiLCJsIjoiN2IyZTJiYWUtMmQ2Ny00ZTQzLTkwMzItZDc3MTY0YzZiMmFmIiwiZSI6Ijg5LjE0OS45My4xMzkiLCJnIjoidHVyYm8iLCJ0IjoiMjAyNi0wNC0yMFQxODoxNToyMi4wOTk2NTY5MTRaIn19.mOqO4vjB6iPh5Q3ypDHaWc48OpIeHzWWubqfZSVOhGE&placement=ADS_LIST_FOOTER_REDESIGN&adType=booster&location=subcategory&index=6,,,Oткрытое,1,1,,320 €,2,40 м²,"Кишинёв мун., Гратиешты, Окраина, str. Sfînta Treime, 16",104020829,Вторичный,,40 м²,"Комната,  Окраина,  Гратиешты,  Кишинёв мун.",Сдаю помесячно,Застройщик,Комната,Eвроремонт
,,,https://999.md/ru/103991321?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MTI1MjIsIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDM5OTEzMjEiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2Zvb3RlciIsIngiOiJwcm8iLCJsIjoiY2JkYWM0YjktMzI4NC00MzlhLTkwM2MtMWY2Y2I5MjViZTg2IiwiZSI6Ijg5LjE0OS45My4xMzkiLCJnIjoidHVyYm8iLCJ0IjoiMjAyNi0wNC0yMFQxODoxNToyMi4wOTk2NzA5NTJaIn19.PIMo85iWLiTpfZeoJGPeJwjKNBmaWcMiq7eZL7Ykl5k&placement=ADS_LIST_FOOTER_REDESIGN&adType=booster&location=subcategory&index=7,,,Oткрытое,3,,,45 999 €,9,25 м²,"Кишинёв мун., Кишинёв, Ботаника, str. Sarmizegetusa, 94/1",103991321,Вторичный,,19 м²,"1-комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",Продам,Застройщик,1-комнатная квартира,Eвроремонт
