Балкон / лоджия,Планировка,Застройщик,link,Ливинг,Площадь кухни,Парковочное место,Этаж,Санузел,Высота потолков,price,Количество этажей,Общая площадь,Адрес,id,Жилой фонд,Тип здания,Жилая площадь,title,Тип,Автор объявления,Количество комнат,Состояние квартиры
1,Индивидуальная,Lagmar Impex,https://999.md/ru/103006666?location=subcategory&index=2235,,14 м²,Oткрытое,11,1,,126 750 €,14,65 м²,"Кишинёв мун., Кишинёв, Телецентр, Nicolae Testemițanu, 19/A",103006666,Новострой,Ячеистый Бетон,65 м²,"2-х комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.",Продам,Агентство,2-х комнатная квартира,Белый вариант
,,,https://999.md/ru/103006109?location=subcategory&index=2236,,,,8,,,91 900 €,9,50 м²,"Кишинёв мун., Кишинёв, Чокана, bd. Mircea cel Bătrân, 23/2",103006109,Вторичный,,,"2-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",Продам,Агентство,2-х комнатная квартира,
,Индивидуальная,,https://999.md/ru/101263863?location=subcategory&index=2237,,,Oткрытое,8,1,,87 900 €,15,53 м²,"Кишинёв мун., Кишинёв, Рышкановка, bd. Renașterii Naționale, .",101263863,Новострой,,,"1-комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",,Агентство,1-комнатная квартира,Белый вариант
1,,,https://999.md/ru/103356389?location=subcategory&index=2238,Квартира с ливингом,,Oткрытое,1,1,,139 900 €,9,72 м²,"Кишинёв мун., Дурлешты, Центр, str. Cartuşa, 95/3",103356389,Новострой,,,"2-х комнатная квартира,  Центр,  Дурлешты,  Кишинёв мун.",Продам,Застройщик,2-х комнатная квартира,Eвроремонт
1,,Horus,https://999.md/ru/103370078?location=subcategory&index=2239,,,Oткрытое,4,1,,87 900 €,18,49 м²,"Кишинёв мун., Кишинёв, Рышкановка, str. Tudor Vladimirescu, 1/8",103370078,Новострой,,,"1-комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",Продам,Застройщик,1-комнатная квартира,Белый вариант
1,,Lagmar Impex,https://999.md/ru/103835877?location=subcategory&index=2240,,,Подземная,7,2,,95 190 €,14,81 м²,"Кишинёв мун., Кишинёв, Старая Почта, str. Ceucari, 14",103835877,Новострой,,,"3-х комнатная квартира,  Старая Почта,  Кишинёв,  Кишинёв мун.",Продам,Застройщик,3-х комнатная квартира,Белый вариант
,,Inamstro,https://999.md/ru/103593182?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MTExOTEsIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDM1OTMxODIiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2lubGluZSIsIngiOiJwcmVtaXVtIiwibCI6ImFlMjAxMjEyLTFiNjYtNGE1NS1hZjUwLWI1YTQ2YzFhZjRmMCIsImUiOiI4OS4xNDkuOTMuMTM5IiwiZyI6InR1cmJvIiwidCI6IjIwMjYtMDQtMjBUMTc6NTM6MTEuMzYxMDMzMzI0WiJ9fQ.2FiOrR6DCfTNlYQo2dLfS_7kc2ciuDZ9CXiApwcgth8&placement=ADS_LIST_INLINE_REDESIGN&adType=booster&location=subcategory&index=2241,Квартира с ливингом,,Oткрытое,10,1,,219 900 €,14,68 м²,"Кишинёв мун., Кишинёв, Центр, str. Calea Ieșilor, 6",103593182,Новострой,,,"2-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",Продам,Агентство,2-х комнатная квартира,Eвроремонт
Нет,Индивидуальная,,https://999.md/ru/103682549?location=subcategory&index=2242,,,Oткрытое,2,1,,107 000 €,5,49 м²,"Кишинёв мун., Кишинёв, Рышкановка, ул. Алеку Руссо, .",103682549,Вторичный,,,"2-х комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",,Агентство,2-х комнатная квартира,Eвроремонт
,Индивидуальная,,https://999.md/ru/103866263?location=subcategory&index=2243,,,Oткрытое,7,1,,54 900 €,9,41 м²,"Кишинёв мун., Кишинёв, Телецентр, sos. Hincesti, .",103866263,Новострой,,,"1-комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.",Продам,Агентство,1-комнатная квартира,Белый вариант
1,,,https://999.md/ru/101258113?location=subcategory&index=2244,Квартира с ливингом,,Подземная,8,2,,94 006 €,12,85 м²,"Кишинёв мун., Дурлешты, Центр, str. Nicolae Dimo, 88/1",101258113,Новострой,,,"3-х комнатная квартира,  Центр,  Дурлешты,  Кишинёв мун.",Продам,Застройщик,3-х комнатная квартира,Белый вариант
1,,,https://999.md/ru/101149285?location=subcategory&index=2245,Квартира с ливингом,,Подземная,3,1,,47 619 €,12,43 м²,"Кишинёв мун., Дурлешты, Центр, str. Nicolae Dimo, 118",101149285,Новострой,,,"1-комнатная квартира,  Центр,  Дурлешты,  Кишинёв мун.",Продам,Застройщик,1-комнатная квартира,Белый вариант
1,Индивидуальная,,https://999.md/ru/101328095?location=subcategory&index=2246,,,Oткрытое,4,2,,75 411 €,9,57 м²,"Кишинёв мун., Кишинёв, Телецентр, șos. Hâncești, .",101328095,Новострой,,,"2-х комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.",Продам,Агентство,2-х комнатная квартира,Белый вариант
,,,https://999.md/ru/102093233?location=subcategory&index=2247,,,,5,2,,88 894 €,9,68 м²,"Кишинёв мун., Кишинёв, Телецентр, sos. Hincesti, 142",102093233,Новострой,,,"2-х комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.",Продам,Застройщик,2-х комнатная квартира,Белый вариант
1,Индивидуальная,,https://999.md/ru/100924502?location=subcategory&index=2248,,,Oткрытое,2,1,,77 550 €,15,47 м²,"Кишинёв мун., Кишинёв, Рышкановка, bd. Renașterii Naționale, .",100924502,Новострой,,,"1-комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",Продам,Агентство,1-комнатная квартира,Белый вариант
1,,,https://999.md/ru/101071837?location=subcategory&index=2249,Квартира с ливингом,,Подземная,5,1,,76 283 €,12,68 м²,"Кишинёв мун., Дурлешты, Центр, str. Nicolae Dimo, 88",101071837,Новострой,,,"2-х комнатная квартира,  Центр,  Дурлешты,  Кишинёв мун.",Продам,Застройщик,2-х комнатная квартира,Белый вариант
Нет,Индивидуальная,,https://999.md/ru/103794001?location=subcategory&index=2250,Квартира с ливингом,,Oткрытое,10,2,,220 000 €,13,67 м²,"Кишинёв мун., Кишинёв, Буюканы, ул. Каля Ешилор, .",103794001,Новострой,,,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",Продам,Агентство,2-х комнатная квартира,Eвроремонт
,,Inamstro,https://999.md/ru/103388222?location=subcategory&index=2251,,,Oткрытое,6,1,,129 000 €,16,71 м²,"Кишинёв мун., Кишинёв, Ботаника, str. Grădina Botanică, 18/1",103388222,Новострой,,,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",Продам,Застройщик,2-х комнатная квартира,Белый вариант
1,,,https://999.md/ru/103615154?location=subcategory&index=2252,,,Oткрытое,4,1,,82 000 €,4,43 м²,"Кишинёв мун., Кишинёв, Ботаника, str. Nikolai Zelinski, 32/2",103615154,Вторичный,,,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",Продам,Застройщик,2-х комнатная квартира,Eвроремонт
1,,,https://999.md/ru/104096121?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MTExOTEsIkMiOnsiciI6MSwiYiI6MTQwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDQwOTYxMjEiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2lubGluZSIsIngiOiIiLCJsIjoiNGJhODcwMWEtNjY4Zi00ZDdhLWJlMWQtYjkyYzZmYmVkMGVlIiwiZSI6Ijg5LjE0OS45My4xMzkiLCJnIjoibGl0ZSIsInQiOiIyMDI2LTA0LTIwVDE3OjUzOjExLjM2MTA3MzQxOVoifX0.WvBdaCzts74AVGfNky_bHcobhbF2HHbKfQ6dgaO0ZU4&placement=ADS_LIST_INLINE_REDESIGN&adType=booster&location=subcategory&index=2253,Квартира с ливингом,,Oткрытое,7,2,,172 000 €,11,84 м²,"Кишинёв мун., Кишинёв, Ботаника, str. Grenoble, 257",104096121,Новострой,,,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",Продам,Застройщик,2-х комнатная квартира,Eвроремонт
1,,Lagmar Impex,https://999.md/ru/103744598?location=subcategory&index=2254,Квартира с ливингом,,Oткрытое,9,1,,245 000 €,14,76 м²,"Кишинёв мун., Кишинёв, Центр, str. Nicolae Testemitanu, 19",103744598,Новострой,,,"2-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",,Застройщик,2-х комнатная квартира,Eвроремонт
Нет,Индивидуальная,,https://999.md/ru/104093879?location=subcategory&index=2255,,,Oткрытое,1,1,,46 900 €,9,20 м²,"Кишинёв мун., Кишинёв, Буюканы, șos. Balcani, .",104093879,Вторичный,,,"1-комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",Продам,Агентство,1-комнатная квартира,Eвроремонт
1,Индивидуальная,,https://999.md/ru/102387874?location=subcategory&index=2256,,,Oткрытое,2,1,,60 000 €,9,46 м²,"Кишинёв мун., Дурлешты, Центр, str. Nicolae Dimo, .",102387874,Новострой,,,"1-комнатная квартира,  Дурлешты,  Кишинёв,  Кишинёв мун.",Продам,Агентство,1-комнатная квартира,Белый вариант
1,,Lagmar Impex,https://999.md/ru/100667314?location=subcategory&index=2257,Квартира с ливингом,,,1,1,,67 271 €,14,48 м²,"Кишинёв мун., Кишинёв, Старая Почта, str. Ceucari, 14",100667314,Новострой,,,"Комната,  Старая Почта,  Кишинёв,  Кишинёв мун.",Продам,Застройщик,Комната,Белый вариант
,Индивидуальная,,https://999.md/ru/103737993?location=subcategory&index=2258,,,Oткрытое,5,2,,259 000 €,10,87 м²,"Кишинёв мун., Кишинёв, Ботаника, bd. Decebal, .",103737993,Новострой,,,"3-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",Продам,Агентство,3-х комнатная квартира,Eвроремонт
2,Индивидуальная,,https://999.md/ru/102504915?location=subcategory&index=2259,,,Oткрытое,13,2,,169 000 €,15,120 м²,"Кишинёв мун., Кишинёв, Чокана, str. Nicolae Sulac, .",102504915,Новострой,,,"2-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",Продам,Агентство,2-х комнатная квартира,Eвроремонт
,,,https://999.md/ru/102350531?location=subcategory&index=2260,,,Подземная,8,2,,168 000 €,12,90 м²,"Кишинёв мун., Кишинёв, Телецентр, str. Ialoveni, 136",102350531,Новострой,,,"3-х комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.",Продам,Агентство,3-х комнатная квартира,Eвроремонт
1,Индивидуальная,,https://999.md/ru/102542790?location=subcategory&index=2261,,,Oткрытое,3,2,,50 000 €,10,44 м²,"Кишинёв мун., Дурлешты, Центр, str. Nicolae Dimo, .",102542790,Новострой,,,"1-комнатная квартира,  Центр,  Дурлешты,  Кишинёв мун.",Продам,Агентство,1-комнатная квартира,Белый вариант
2,Индивидуальная,,https://999.md/ru/102697810?location=subcategory&index=2262,,,Oткрытое,2,1,,148 000 €,14,86 м²,"Кишинёв мун., Кишинёв, Чокана, str. Ginta Latina, .",102697810,Новострой,,,"3-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",Продам,Агентство,3-х комнатная квартира,Eвроремонт
2,,Lagmar Impex,https://999.md/ru/100136693?location=subcategory&index=2263,Квартира с ливингом,,,1,2,,106 117 €,10,88 м²,"Кишинёв мун., Кишинёв, Старая Почта, str. Ceucari, 14",100136693,Новострой,,,"3-х комнатная квартира,  Старая Почта,  Кишинёв,  Кишинёв мун.",Продам,Застройщик,3-х комнатная квартира,Белый вариант
1,Индивидуальная,,https://999.md/ru/101632832?location=subcategory&index=2264,,,Oткрытое,13,2,,249 900 €,15,92 м²,"Кишинёв мун., Кишинёв, Рышкановка, str. Bogdan Voievod, .",101632832,Новострой,,,"3-х комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",Продам,Агентство,3-х комнатная квартира,Eвроремонт
1,,,https://999.md/ru/101338248?location=subcategory&index=2265,Квартира с ливингом,,Подземная,6,2,,88 600 €,9,80 м²,"Хынчешты, Хынчешты, Центр, str. Mihail Sadoveanu, 6",101338248,Новострой,,,"3-х комнатная квартира,  Центр,  Хынчешты,  Хынчешты",Продам,Застройщик,3-х комнатная квартира,Белый вариант
1,,,https://999.md/ru/103322780?location=subcategory&index=2266,,,Oткрытое,8,1,,91 000 €,10,50 м²,"Кишинёв мун., Кишинёв, Ботаника, str. Muncesti, 174",103322780,Вторичный,,,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",Продам,Застройщик,2-х комнатная квартира,Нуждается в ремонте
Нет,Индивидуальная,,https://999.md/ru/104094145?location=subcategory&index=2267,,,Oткрытое,5,1,,68 900 €,5,32 м²,"Кишинёв мун., Кишинёв, Ботаника, bd. Traian, .",104094145,Вторичный,,,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",Продам,Агентство,2-х комнатная квартира,Eвроремонт
1,,,https://999.md/ru/103862219?location=subcategory&index=2268,,,Oткрытое,10,1,,70 845 €,17,42 м²,"Кишинёв мун., Кишинёв, Ботаника, bd. Dacia, *",103862219,Новострой,,,"1-комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",Продам,Агентство,1-комнатная квартира,Белый вариант
1,,Ecovzor,https://999.md/ru/103368501?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MTExOTEsIkMiOnsiciI6MSwiYiI6MTQwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDMzNjg1MDEiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2Zvb3RlciIsIngiOiIiLCJsIjoiMjJlMDZhOTItYzIzOS00NzFiLWEyOGItYTJiMzMwZjY0NTI2IiwiZSI6Ijg5LjE0OS45My4xMzkiLCJnIjoibGl0ZSIsInQiOiIyMDI2LTA0LTIwVDE3OjUzOjExLjM2MjE1MDMyWiJ9fQ.wvovHshAu21AhxnzB_Hk-o619zT5kLZ5LV7qTtauQY0&placement=ADS_LIST_FOOTER_REDESIGN&adType=booster&location=subcategory&index=9,Квартира без ливинга,,Oткрытое,5,2,295 см,88 200 €,7,63 м²,"Кишинёв мун., Криково, Центр, str. Vasile Alescandri, 5",103368501,Новострой,Mонолитный,,"2-х комнатная квартира,  Центр,  Криково,  Кишинёв мун.",Продам,Застройщик,2-х комнатная квартира,Белый вариант
1,,,https://999.md/ru/104094849?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MTExOTEsIkMiOnsiciI6MSwiYiI6MTQwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDQwOTQ4NDkiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2Zvb3RlciIsIngiOiIiLCJsIjoiYWU3Nzg5YWQtY2FhNS00ZjcyLTg0NDctODlmYzRlNGVlY2NhIiwiZSI6Ijg5LjE0OS45My4xMzkiLCJnIjoibGl0ZSIsInQiOiIyMDI2LTA0LTIwVDE3OjUzOjExLjM2MjE2NjU3OVoifX0.1QPGf4En8AYdrCsLk8HEYLdCcDwIes2luCkvzszLZYM&placement=ADS_LIST_FOOTER_REDESIGN&adType=booster&location=subcategory&index=10,,,,1,,,40 €,5,30 м²,"Кишинёв мун., Кишинёв, Рышкановка, ул. Академик Андрей Сахаров, 11/3",104094849,Вторичный,,,"1-комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",Сдаю посуточно,Частное лицо,1-комнатная квартира,Eвроремонт
1,Индивидуальная,Astercon,https://999.md/ru/102240482?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MTExOTEsIkMiOnsiciI6MSwiYiI6MTAwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDIyNDA0ODIiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2Zvb3RlciIsIngiOiJwcmVtaXVtIiwibCI6ImFlOTQxZTRiLTE4MGUtNGVjYS1hOTE2LTNhZWVhMmNiMzBmMSIsImUiOiI4OS4xNDkuOTMuMTM5IiwidCI6IjIwMjYtMDQtMjBUMTc6NTM6MTEuMzYyMjAzMDQyWiJ9fQ.gAfqJAiNTUbcfOuSK_BEY3xyltSJOhmzZX1dE5C-suA&placement=ADS_LIST_FOOTER_REDESIGN&adType=booster&location=subcategory&index=11,Квартира с ливингом,12 м²,Гараж,3,2,286 см,102 830 €,6,76 м²,"Кишинёв мун., Дурлешты, Центр, str. Durlești, 8",102240482,Новострой,Ячеистый Бетон,,"2-х комнатная квартира,  Центр,  Дурлешты,  Кишинёв мун.",Продам,Застройщик,2-х комнатная квартира,Белый вариант
,,,https://999.md/ru/63151799?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MTExOTEsIkMiOnsiciI6MSwiYiI6MTAwLCJjIjoyNzAsInoiOjE0MDQsImEiOiI2MzE1MTc5OSIsImkiOiI4OS4xNDkuOTMuMTM5IiwicyI6ImRlc2t0b3AiLCJwIjoiYWRzX2xpc3RfZm9vdGVyIiwieCI6IiIsImwiOiJmNmE2YzliNS02ZjRhLTQ3Y2UtYjIyYi1hYTlhYjk5OGVhNDkiLCJlIjoiODkuMTQ5LjkzLjEzOSIsInQiOiIyMDI2LTA0LTIwVDE3OjUzOjExLjM2MjIzNjMzOFoifX0.XKne1_xe8JoNGpJXlFG74Tdy7QLKU9E0wBv0E5GnhR0&placement=ADS_LIST_FOOTER_REDESIGN&adType=booster&location=subcategory&index=12,,,,6,,,250 MDL,10,45 м²,"Кишинёв мун., Кишинёв, Центр, str. Ismail, 88",63151799,Новострой,,,"pe 3 ore - 250 lei, pe noapte - 500 lei, in centru, chirie 24/24.",Сдаю посуточно,Агентство,1-комнатная квартира,
Нет,,Astercon,https://999.md/ru/102832078?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MTExOTEsIkMiOnsiciI6MSwiYiI6MTAwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDI4MzIwNzgiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2Zvb3RlciIsIngiOiJwcmVtaXVtIiwibCI6ImFlOTQxZTRiLTE4MGUtNGVjYS1hOTE2LTNhZWVhMmNiMzBmMSIsImUiOiI4OS4xNDkuOTMuMTM5IiwidCI6IjIwMjYtMDQtMjBUMTc6NTM6MTEuMzYxNzM3NzE3WiJ9fQ.mXGNqiZwodio88C5o7xyFwIGKFtEZITaLhJM2zW14ik&placement=ADS_LIST_FOOTER_REDESIGN&adType=booster&location=subcategory&index=1,,15 м²,Гараж,1,2,286 см,135 646 €,6,96 м²,"Кишинёв мун., Дурлешты, Центр, str. Durlești, 8",102832078,Новострой,Ячеистый Бетон,,"3-х комнатная квартира,  Центр,  Дурлешты,  Кишинёв мун.",Продам,Застройщик,3-х комнатная квартира,Белый вариант
1,Индивидуальная,Astercon,https://999.md/ru/102240307?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MTExOTEsIkMiOnsiciI6MSwiYiI6MTAwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDIyNDAzMDciLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2Zvb3RlciIsIngiOiJwcmVtaXVtIiwibCI6ImFlOTQxZTRiLTE4MGUtNGVjYS1hOTE2LTNhZWVhMmNiMzBmMSIsImUiOiI4OS4xNDkuOTMuMTM5IiwidCI6IjIwMjYtMDQtMjBUMTc6NTM6MTEuMzYxODEzNTc3WiJ9fQ.8dNPtnVks3_rVgB5DEhff3HppRbdVvQYsMQoXTOPv10&placement=ADS_LIST_FOOTER_REDESIGN&adType=booster&location=subcategory&index=2,Квартира без ливинга,13 м²,Гараж,2,1,286 см,86 252 €,6,64 м²,"Кишинёв мун., Дурлешты, Центр, str. Durlești, 8",102240307,Новострой,Ячеистый Бетон,,"2-х комнатная квартира,  Центр,  Дурлешты,  Кишинёв мун.",Продам,Застройщик,2-х комнатная квартира,Белый вариант
,Мс (Молд. Серия),,https://999.md/ru/104083236?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MTExOTEsIkMiOnsiciI6MSwiYiI6MTQwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDQwODMyMzYiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2Zvb3RlciIsIngiOiIiLCJsIjoiMzRlMTY5OTgtZDE4Yi00NzQ5LWI2YTktZjczY2IxNWIwNzdjIiwiZSI6Ijg5LjE0OS45My4xMzkiLCJnIjoibGl0ZSIsInQiOiIyMDI2LTA0LTIwVDE3OjUzOjExLjM2MTgzMDE2NVoifX0.LFGjHOd-Dl0iuSpj2yQdsM2NHiUEpyD33LskvdVi9MQ&placement=ADS_LIST_FOOTER_REDESIGN&adType=booster&location=subcategory&index=3,,12 м²,Oткрытое,10,1,,350 €,10,33 м²,"Кишинёв мун., Кишинёв, Чокана, str. Ginta Latină, 21/1",104083236,Вторичный,,12 м²,"1-комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",Сдаю помесячно,Частное лицо,1-комнатная квартира,
,,,https://999.md/ru/104016619?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MTExOTEsIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDQwMTY2MTkiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2Zvb3RlciIsIngiOiIiLCJsIjoiNmE2ZTVkMjQtMjNjMC00MGQwLWEyOTYtNzUyMjQ3NzE1ZDg3IiwiZSI6Ijg5LjE0OS45My4xMzkiLCJnIjoidHVyYm8iLCJ0IjoiMjAyNi0wNC0yMFQxNzo1MzoxMS4zNjE4NTkwMTFaIn19.P6RvjJur108hd4HYxOu14awWePNcRs8vVqoon3UD_I0&placement=ADS_LIST_FOOTER_REDESIGN&adType=booster&location=subcategory&index=4,Квартира с ливингом,,,18,,,95 000 €,19,72 м²,"Кишинёв мун., Кишинёв, Центр, str. Albisoara, 82/4",104016619,Вторичный,,,"2-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",Продам,Застройщик,2-х комнатная квартира,
2,,,https://999.md/ru/81834115?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MTExOTEsIkMiOnsiciI6MSwiYiI6MTQwLCJjIjoyNzAsInoiOjE0MDQsImEiOiI4MTgzNDExNSIsImkiOiI4OS4xNDkuOTMuMTM5IiwicyI6ImRlc2t0b3AiLCJwIjoiYWRzX2xpc3RfZm9vdGVyIiwieCI6InByZW1pdW0iLCJsIjoiZmI3NDhhYTQtM2I5Zi00NDgwLWI1NjctOTVmOTJlYTViMDI1IiwiZSI6Ijg5LjE0OS45My4xMzkiLCJ0IjoiMjAyNi0wNC0yMFQxNzo1MzoxMS4zNjE5NTE1NVoifX0.lX0pUmwdF2HyeRi1vw_oRaB9RPerkO28E4J9kf8XqKM&placement=ADS_LIST_FOOTER_REDESIGN&adType=booster&location=subcategory&index=5,Квартира с ливингом,,Oткрытое,8,2,270 см,160 000 €,9,146 м²,"Кишинёв мун., Дурлешты, Центр, str. Cartuşa, 95/4",81834115,Новострой,Kомбинированный,,"4-x комнатная квартира,  Центр,  Дурлешты,  Кишинёв мун.",Продам,Застройщик,4-x комнатная квартира,Белый вариант
1,,,https://999.md/ru/103690117?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MTExOTEsIkMiOnsiciI6MSwiYiI6MTAwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDM2OTAxMTciLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2Zvb3RlciIsIngiOiIiLCJsIjoiYTVhYWQ1ODAtYmZhZi00MGRhLWJmNGEtN2E1MzBiMjJhODdkIiwiZSI6Ijg5LjE0OS45My4xMzkiLCJ0IjoiMjAyNi0wNC0yMFQxNzo1MzoxMS4zNjE5OTYxMzlaIn19._JPxpQTycCHBAh6nkvAFAmesStqJ1sv_Z__f3n1YgWo&placement=ADS_LIST_FOOTER_REDESIGN&adType=booster&location=subcategory&index=6,Квартира с ливингом,,Подземная,8,1,,1 100 €,9,75 м²,"Кишинёв мун., Кишинёв, Рышкановка, bd. Renașterii Naționale, 4",103690117,Новострой,,,"2-х комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",Сдаю помесячно,Агентство,2-х комнатная квартира,Eвроремонт
2,Индивидуальная,,https://999.md/ru/102883325?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MTExOTEsIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDI4ODMzMjUiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2Zvb3RlciIsIngiOiIiLCJsIjoiNDBjNDNjMGItNmQxMy00ZWJjLTk5MmItNmI5MWZjNjVjZTdmIiwiZSI6Ijg5LjE0OS45My4xMzkiLCJnIjoicGx1cyIsInQiOiIyMDI2LTA0LTIwVDE3OjUzOjExLjM2MjAxOTExNFoifX0.WlFdMeDbR8TgX7CACKcPG3zHpHgsJxrlkgaaIcMM89c&placement=ADS_LIST_FOOTER_REDESIGN&adType=booster&location=subcategory&index=7,Квартира с ливингом,,Oткрытое,3,2,,228 500 €,11,97 м²,"Кишинёв мун., Кишинёв, Центр, str. Nicolae Testemițanu, 3/7",102883325,Новострой,,,"3-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",Продам,Частное лицо,3-х комнатная квартира,Eвроремонт
