rooms,parcing_space,layout,price,balcony,bathroom,living,apartment_condition,author,building_type,housing_stock,developer,total_floors,floor,region,city,sector,street,area
2-х комнатная квартира,Гараж,Индивидуальная,86252.0,1,1.0,Квартира без ливинга,Белый вариант,Застройщик,Ячеистый Бетон,Новострой,Astercon,6,2.0,Кишинёв мун.,Дурлешты,Центр,str. Durlești 8,64
3-х комнатная квартира,Oткрытое,,103000.0,1,2.0,,Косметический pемонт,Агентство,,Вторичный,,9,7.0,Кишинёв мун.,Кишинёв,Ботаника,bd. Cuza Vodă 40,66
Комната,Oткрытое,Индивидуальная,58700.0,,1.0,,Белый вариант,Агентство,,Новострой,,9,6.0,Кишинёв мун.,Кишинёв,Телецентр,sos. Hincesti .,41
3-х комнатная квартира,Подземная,,315000.0,1,2.0,,Eвроремонт,Агентство,,Новострой,,12,5.0,Кишинёв мун.,Кишинёв,Рышкановка,bd. Moscova  9/5,100
3-х комнатная квартира,,,109900.0,2,2.0,,Eвроремонт,Агентство,,Вторичный,,9,8.0,Кишинёв мун.,Кишинёв,Ботаника, șos. Muncești 788,73
1-комнатная квартира,Подземная,Индивидуальная,75900.0,1,1.0,,Белый вариант,Агентство,,Новострой,,16,5.0,Кишинёв мун.,Кишинёв,Ботаника,Str. Gradina Botanica 18,46
2-х комнатная квартира,,Индивидуальная,215000.0,1,2.0,,Eвроремонт,Агентство,Kирпичный,Новострой,,14,7.0,Кишинёв мун.,Кишинёв,Буюканы,Vasile Lupu -28,75
3-х комнатная квартира,Подземная,,148000.0,1,1.0,,Белый вариант,Агентство,,Новострой,,13,10.0,Кишинёв мун.,Кишинёв,Буюканы,Vasile Lupu 28,73
2-х комнатная квартира,,,169000.0,,2.0,,Eвроремонт,Агентство,,Новострой,,11,11.0,Кишинёв мун.,Кишинёв,Телецентр,șos. Hâncești 55,95
2-х комнатная квартира,,,138000.0,,,,,Частное лицо,,Новострой,Eldorado Terra,15,15.0,Кишинёв мун.,Кишинёв,Центр,str. Nicolae Testemițanu 3/18,73
3-х комнатная квартира,Oткрытое,,216000.0,,1.0,,Eвроремонт,Агентство,,Новострой,,5,5.0,Кишинёв мун.,Кишинёв,Центр,str. Arheolog Ion Casian Suruceanu 1,116
1-комнатная квартира,Подземная,Индивидуальная,89920.0,,,,Белый вариант,Агентство,Kирпичный,Новострой,,5,4.0,Кишинёв мун.,Кишинёв,Буюканы, str. Bisericii 19,56
2-х комнатная квартира,Oткрытое,Индивидуальная,160600.0,1,2.0,,Белый вариант,Агентство,Kирпичный,Новострой,,13,9.0,Кишинёв мун.,Кишинёв,Ботаника, Bd. Cuza Vodă 5,73
1-комнатная квартира,,,85900.0,4 и более,,,Eвроремонт,Агентство,Mонолитный,Вторичный,,20,16.0,Кишинёв мун.,Кишинёв,Рышкановка, bd. Moscova 11,40
1-комнатная квартира,,Индивидуальная,157000.0,2,1.0,,Eвроремонт,Агентство,Kирпичный,Вторичный,,14,14.0,Кишинёв мун.,Кишинёв,Буюканы,Vasile Lupu -28,54
3-х комнатная квартира,,,185900.0,2,,,Белый вариант,Агентство,,Новострой,,10,3.0,Кишинёв мун.,Кишинёв,Буюканы, Nicolae Costin 52,97
2-х комнатная квартира,Oткрытое,Индивидуальная,104000.0,Нет,2.0,,Белый вариант,Агентство,Kирпичный,Новострой,,9,3.0,Кишинёв мун.,Дурлешты,Окраина,Cartușa 95/5,73
1-комнатная квартира,Подземная,,72250.0,2,2.0,Квартира с ливингом,Белый вариант,Застройщик,,Новострой,Lagmar Impex,15,9.0,Кишинёв мун.,Кишинёв,Старая Почта,str. Ceucari 14,58
2-х комнатная квартира,,,99000.0,,,Квартира с ливингом,,Агентство,,Новострой,,9,1.0,Кишинёв мун.,Кишинёв,Центр,ул. Пан Халиппа --,65
3-х комнатная квартира,Oткрытое,,233000.0,1,2.0,Квартира с ливингом,Eвроремонт,Агентство,,Новострой,,10,5.0,Кишинёв мун.,Кишинёв,Центр,str. Ion Vasilenco 38,112
3-х комнатная квартира,Oткрытое,,140000.0,1,2.0,,Eвроремонт,Агентство,,Вторичный,,9,6.0,Кишинёв мун.,Кишинёв,Ботаника,bd. Dacia 22,70
1-комнатная квартира,,,80900.0,,,,Eвроремонт,Агентство,Kирпичный,Новострой,,10,7.0,Кишинёв мун.,Кишинёв,Ботаника,str. Băcioii Noi 14,34
3-х комнатная квартира,,,154900.0,,,Квартира с ливингом,Eвроремонт,Частное лицо,,Новострой,,6,4.0,Кишинёв мун.,Кишинёв,Буюканы,bd. Alba-Iulia 91/1,70
3-х комнатная квартира,Oткрытое,Индивидуальная,228500.0,2,2.0,Квартира с ливингом,Eвроремонт,Частное лицо,,Новострой,,11,3.0,Кишинёв мун.,Кишинёв,Центр,str. Nicolae Testemițanu 3/7,97
4-x комнатная квартира,,,126000.0,,2.0,,Без ремонта,Застройщик,,Вторичный,,10,9.0,Кишинёв мун.,Кишинёв,Ботаника,str. Valea Crucii 22,91
2-х комнатная квартира,,,122900.0,2,,,Белый вариант,Частное лицо,,Новострой,Inamstro,16,4.0,Кишинёв мун.,Кишинёв,Ботаника,str. Grădina Botanică 18/1,68
3-х комнатная квартира,,,119000.0,,,,Eвроремонт,Агентство,,Вторичный,,5,1.0,Кишинёв мун.,Кишинёв,Ботаника,bd. Cuza Vodă 18/1,80
2-х комнатная квартира,,,240000.0,1,2.0,Квартира с ливингом,Eвроремонт,Частное лицо,Kомбинированный,Новострой,Exfactor-grup,10,3.0,Кишинёв мун.,Кишинёв,Ботаника,str. Hristo Botev 6,102
3-х комнатная квартира,Oткрытое,143,110000.0,1,2.0,Квартира с ливингом,Eвроремонт,Частное лицо,Kотельцовый,Вторичный,,5,4.0,Кишинёв мун.,Кишинёв,Рышкановка,str. Crângului 12,80
3-х комнатная квартира,,,154900.0,,,Квартира с ливингом,Eвроремонт,Частное лицо,,Новострой,,6,4.0,Кишинёв мун.,Кишинёв,Буюканы,bd. Alba-Iulia 91/1,70
3-х комнатная квартира,Oткрытое,Индивидуальная,228500.0,2,2.0,Квартира с ливингом,Eвроремонт,Частное лицо,,Новострой,,11,3.0,Кишинёв мун.,Кишинёв,Центр,str. Nicolae Testemițanu 3/7,97
4-x комнатная квартира,,,126000.0,,2.0,,Без ремонта,Застройщик,,Вторичный,,10,9.0,Кишинёв мун.,Кишинёв,Ботаника,str. Valea Crucii 22,91
2-х комнатная квартира,,,122900.0,2,,,Белый вариант,Частное лицо,,Новострой,Inamstro,16,4.0,Кишинёв мун.,Кишинёв,Ботаника,str. Grădina Botanică 18/1,68
3-х комнатная квартира,,,119000.0,,,,Eвроремонт,Агентство,,Вторичный,,5,1.0,Кишинёв мун.,Кишинёв,Ботаника,bd. Cuza Vodă 18/1,80
2-х комнатная квартира,,,240000.0,1,2.0,Квартира с ливингом,Eвроремонт,Частное лицо,Kомбинированный,Новострой,Exfactor-grup,10,3.0,Кишинёв мун.,Кишинёв,Ботаника,str. Hristo Botev 6,102
3-х комнатная квартира,Oткрытое,143,110000.0,1,2.0,Квартира с ливингом,Eвроремонт,Частное лицо,Kотельцовый,Вторичный,,5,4.0,Кишинёв мун.,Кишинёв,Рышкановка,str. Crângului 12,80
3-х комнатная квартира,,,154900.0,,,Квартира с ливингом,Eвроремонт,Частное лицо,,Новострой,,6,4.0,Кишинёв мун.,Кишинёв,Буюканы,bd. Alba-Iulia 91/1,70
3-х комнатная квартира,Oткрытое,Индивидуальная,228500.0,2,2.0,Квартира с ливингом,Eвроремонт,Частное лицо,,Новострой,,11,3.0,Кишинёв мун.,Кишинёв,Центр,str. Nicolae Testemițanu 3/7,97
2-х комнатная квартира,Oткрытое,Индивидуальная,130000.0,2,1.0,Квартира с ливингом,Сдан в эксплуатацию,Частное лицо,Kотельцовый,Новострой,,9,6.0,Кишинёв мун.,Дурлешты,Центр,str. Ştefan Vodă 11a,73
1-комнатная квартира,Подземная,,120000.0,,1.0,Квартира с ливингом,Белый вариант,Частное лицо,Kирпичный,Новострой,Inamstro,13,5.0,Кишинёв мун.,Кишинёв,Центр,str. Ghenadie Iablocikin 2/2,48
3-х комнатная квартира,,,155000.0,,,,Нуждается в ремонте,Агентство,,Вторичный,,5,3.0,Кишинёв мун.,Кишинёв,Центр,bd. Ştefan cel Mare şi Sfânt 64,65
1-комнатная квартира,Подземная,,50660.0,1,1.0,Квартира без ливинга,Белый вариант,Застройщик,Kирпичный,Новострой,NG Invest,10,5.0,Кишинёв мун.,Дурлешты,Центр,str. Nicolae Dimo 24a,43
2-х комнатная квартира,Подземная,Индивидуальная,159990.0,1,1.0,Квартира с ливингом,,Частное лицо,Kомбинированный,Новострой,Inamstro,14,9.0,Кишинёв мун.,Кишинёв,Ботаника,ул. Грэдина Ботаникэ 18/1,64
3-х комнатная квартира,,,199900.0,,,Квартира с ливингом,Индивидуальный дизайн,Частное лицо,,Новострой,,8,2.0,Кишинёв мун.,Кишинёв,Ботаника,str. Pandurilor 42,105
2-х комнатная квартира,,,109900.0,,,,Eвроремонт,Агентство,,Вторичный,,9,8.0,Кишинёв мун.,Кишинёв,Ботаника,str. Grenoble 130/3,55
2-х комнатная квартира,Oткрытое,,90000.0,1,1.0,Квартира с ливингом,Eвроремонт,Частное лицо,,Новострой,,5,2.0,Кишинёв мун.,Кишинёв,Чокана,str. Movileni 26,50
2-х комнатная квартира,Oткрытое,Индивидуальная,130000.0,2,1.0,Квартира с ливингом,Сдан в эксплуатацию,Частное лицо,Kотельцовый,Новострой,,9,6.0,Кишинёв мун.,Дурлешты,Центр,str. Ştefan Vodă 11a,73
1-комнатная квартира,Подземная,,120000.0,,1.0,Квартира с ливингом,Белый вариант,Частное лицо,Kирпичный,Новострой,Inamstro,13,5.0,Кишинёв мун.,Кишинёв,Центр,str. Ghenadie Iablocikin 2/2,48
3-х комнатная квартира,,,155000.0,,,,Нуждается в ремонте,Агентство,,Вторичный,,5,3.0,Кишинёв мун.,Кишинёв,Центр,bd. Ştefan cel Mare şi Sfânt 64,65
1-комнатная квартира,Подземная,,50660.0,1,1.0,Квартира без ливинга,Белый вариант,Застройщик,Kирпичный,Новострой,NG Invest,10,5.0,Кишинёв мун.,Дурлешты,Центр,str. Nicolae Dimo 24a,43
2-х комнатная квартира,Подземная,Индивидуальная,159990.0,1,1.0,Квартира с ливингом,,Частное лицо,Kомбинированный,Новострой,Inamstro,14,9.0,Кишинёв мун.,Кишинёв,Ботаника,ул. Грэдина Ботаникэ 18/1,64
3-х комнатная квартира,,,199900.0,,,Квартира с ливингом,Индивидуальный дизайн,Частное лицо,,Новострой,,8,2.0,Кишинёв мун.,Кишинёв,Ботаника,str. Pandurilor 42,105
2-х комнатная квартира,,,109900.0,,,,Eвроремонт,Агентство,,Вторичный,,9,8.0,Кишинёв мун.,Кишинёв,Ботаника,str. Grenoble 130/3,55
2-х комнатная квартира,Oткрытое,,90000.0,1,1.0,Квартира с ливингом,Eвроремонт,Частное лицо,,Новострой,,5,2.0,Кишинёв мун.,Кишинёв,Чокана,str. Movileni 26,50
2-х комнатная квартира,Oткрытое,Индивидуальная,130000.0,2,1.0,Квартира с ливингом,Сдан в эксплуатацию,Частное лицо,Kотельцовый,Новострой,,9,6.0,Кишинёв мун.,Дурлешты,Центр,str. Ştefan Vodă 11a,73
1-комнатная квартира,Подземная,,120000.0,,1.0,Квартира с ливингом,Белый вариант,Частное лицо,Kирпичный,Новострой,Inamstro,13,5.0,Кишинёв мун.,Кишинёв,Центр,str. Ghenadie Iablocikin 2/2,48
3-х комнатная квартира,,,185900.0,2,,,Белый вариант,Агентство,,Новострой,,10,3.0,Кишинёв мун.,Кишинёв,Буюканы, Nicolae Costin 52,97
2-х комнатная квартира,Oткрытое,Индивидуальная,104000.0,Нет,2.0,,Белый вариант,Агентство,Kирпичный,Новострой,,9,3.0,Кишинёв мун.,Дурлешты,Окраина,Cartușa 95/5,73
1-комнатная квартира,Подземная,,72250.0,2,2.0,Квартира с ливингом,Белый вариант,Застройщик,,Новострой,Lagmar Impex,15,9.0,Кишинёв мун.,Кишинёв,Старая Почта,str. Ceucari 14,58
3-х комнатная квартира,Oткрытое,,233000.0,1,2.0,Квартира с ливингом,Eвроремонт,Агентство,,Новострой,,10,5.0,Кишинёв мун.,Кишинёв,Центр,str. Ion Vasilenco 38,112
3-х комнатная квартира,Oткрытое,,140000.0,1,2.0,,Eвроремонт,Агентство,,Вторичный,,9,6.0,Кишинёв мун.,Кишинёв,Ботаника,bd. Dacia 22,70
1-комнатная квартира,,,80900.0,,,,Eвроремонт,Агентство,Kирпичный,Новострой,,10,7.0,Кишинёв мун.,Кишинёв,Ботаника,str. Băcioii Noi 14,34
2-х комнатная квартира,,,120500.0,,2.0,,Белый вариант,Агентство,Kирпичный,Новострой,,16,11.0,Кишинёв мун.,Кишинёв,Рышкановка,str. Calea Mosilor  6,89
2-х комнатная квартира,,143,145000.0,1,1.0,,,Частное лицо,,Вторичный,,9,8.0,Кишинёв мун.,Кишинёв,Центр,bd. Dimitrie Cantemir 1,53
3-х комнатная квартира,,,139900.0,,,,Белый вариант,Агентство,,Новострой,,17,7.0,Кишинёв мун.,Кишинёв,Ботаника,str. Tudor Strișcă 19/2,86
2-х комнатная квартира,,,94000.0,1,1.0,,Косметический pемонт,Агентство,,Вторичный,,5,5.0,Кишинёв мун.,Кишинёв,Ботаника,bd. Cuza Vodă 7/3,49
2-х комнатная квартира,Oткрытое,,139600.0,,1.0,,Белый вариант,Застройщик,,Новострой,Basconslux,16,15.0,Кишинёв мун.,Кишинёв,Центр,str. Melestiu 26/2,87
3-х комнатная квартира,Oткрытое,,117000.0,1,2.0,,Косметический pемонт,Агентство,,Вторичный,,5,4.0,Кишинёв мун.,Кишинёв,Буюканы,str. Sucevița 31,69
2-х комнатная квартира,,,128500.0,,,Квартира с ливингом,Белый вариант,Агентство,,Новострой,,6,4.0,Кишинёв мун.,Кишинёв,Ботаника,bd. Dacia 58/12,73
1-комнатная квартира,,Индивидуальная,151500.0,1,1.0,Квартира с ливингом,Eвроремонт,Застройщик,Kомбинированный,Новострой,,12,4.0,Кишинёв мун.,Кишинёв,Рышкановка,bd. Moscova 9/5,50
2-х комнатная квартира,,,141200.0,,,Квартира с ливингом,,Агентство,,Новострой,,15,1.0,Кишинёв мун.,Кишинёв,Ботаника,bd. Dacia 49/6,88
1-комнатная квартира,,,38500.0,,1.0,,Незавершенное cтроительство,Застройщик,,Новострой,,9,6.0,Кишинёв мун.,Кишинёв,Ботаника,bd. Dacia 59,32
2-х комнатная квартира,Oткрытое,,69500.0,1,1.0,,Косметический pемонт,Агентство,,Вторичный,,5,3.0,Кишинёв мун.,Кишинёв,Ботаника,str. Nicolae Titulescu /,42
2-х комнатная квартира,,,119000.0,,,,,Агентство,,Вторичный,,5,2.0,Кишинёв мун.,Кишинёв,Рышкановка,str. Miron Costin --,60
1-комнатная квартира,,,119000.0,,,,Eвроремонт,Агентство,,Новострой,,10,8.0,Кишинёв мун.,Кишинёв,Ботаника,str-la Ghica Vodă 5,37
3-х комнатная квартира,Oткрытое,Индивидуальная,165990.0,2,2.0,,Белый вариант,Частное лицо,Kомбинированный,Новострой,,10,9.0,Кишинёв мун.,Кишинёв,Буюканы,str-la Lipcani 9,96
3-х комнатная квартира,Oткрытое,,92900.0,1,1.0,Квартира с ливингом,Eвроремонт,Агентство,,Вторичный,,5,3.0,Кишинёв мун.,Кишинёв,Рышкановка,ул. Тудор Владимиреску 8,55
2-х комнатная квартира,,,101000.0,1,2.0,Квартира с ливингом,,Застройщик,Mонолитный,Новострой,Exfactor-grup,16,12.0,Кишинёв мун.,Кишинёв,Чокана,str. Ginta Latină 19/6,70
3-х комнатная квартира,,,250000.0,1,,,Eвроремонт,Агентство,Kирпичный,Новострой,Exfactor-grup,13,8.0,Кишинёв мун.,Кишинёв,Ботаника,ул. Тудор Стришкэ 8/1,105
2-х комнатная квартира,Oткрытое,Индивидуальная,140600.0,1,1.0,Квартира с ливингом,Eвроремонт,Агентство,,Новострой,,12,11.0,Кишинёв мун.,Кишинёв,Телецентр,str. Ialoveni .,74
Комната,Oткрытое,Малосемейная,19999.0,,,,Нуждается в ремонте,Агентство,Панельный,Вторичный,,9,8.0,Кишинёв мун.,Кишинёв,Буюканы,str. Mesager 5/1,19
2-х комнатная квартира,,,99900.0,,,,,Агентство,,Новострой,,7,5.0,Кишинёв мун.,Дурлешты,Центр,str. Cartuşa 48/1,70
2-х комнатная квартира,Подземная,,95294.0,1,2.0,Квартира с ливингом,Белый вариант,Застройщик,,Новострой,,12,5.0,Кишинёв мун.,Дурлешты,Центр,str. Nicolae Dimo 88,89
3-х комнатная квартира,Oткрытое,102,90700.0,2,2.0,,Косметический pемонт,Агентство,Kотельцовый,Вторичный,,5,3.0,Кишинёв мун.,Кишинёв,Телецентр,str. Pietrarilor /,70
2-х комнатная квартира,Oткрытое,,215000.0,,1.0,,Eвроремонт,Застройщик,,Новострой,,8,6.0,Кишинёв мун.,Кишинёв,Центр,str. Pan Halippa 6,72
3-х комнатная квартира,,135,110000.0,2,,,Косметический pемонт,Агентство,,Вторичный,,9,6.0,Кишинёв мун.,Кишинёв,Скулянка,str. Calea Ieșilor 59/1,64
1-комнатная квартира,Подземная,,57649.0,1,1.0,Квартира с ливингом,Белый вариант,Застройщик,,Новострой,,12,1.0,Кишинёв мун.,Дурлешты,Центр,str. Mihail Odatiuc 36,50
1-комнатная квартира,Oткрытое,,89999.0,1,1.0,Квартира с ливингом,Eвроремонт,Частное лицо,,Новострой,Eurocons,9,4.0,Кишинёв мун.,Кишинёв,Чокана,str. Nicolae Milescu Spătarul 27,37
1-комнатная квартира,Oткрытое,Индивидуальная,81000.0,,1.0,Квартира с ливингом,Белый вариант,Агентство,,Новострой,,12,4.0,Кишинёв мун.,Кишинёв,Телецентр,str. Ialoveni .,51
1-комнатная квартира,,,94500.0,1,1.0,Квартира с ливингом,Eвроремонт,Частное лицо,,Новострой,,8,2.0,Кишинёв мун.,Дурлешты,Центр,str. Mihail Odatiuc 34/C,43
2-х комнатная квартира,Oткрытое,Индивидуальная,83740.0,1,1.0,Квартира с ливингом,Белый вариант,Агентство,,Новострой,,9,6.0,Кишинёв мун.,Кишинёв,Старая Почта,str. Socoleni .,67
1-комнатная квартира,Oткрытое,,99900.0,1,1.0,Квартира с ливингом,Eвроремонт,Агентство,,Новострой,,7,5.0,Кишинёв мун.,Дурлешты,Центр,str. Regele Carol 1,48
3-х комнатная квартира,,,210000.0,1,2.0,Квартира с ливингом,Eвроремонт,Частное лицо,Kотельцовый,Новострой,Ago-Dacia,9,2.0,Кишинёв мун.,Кишинёв,Рышкановка,bd. Renașterii Naționale 14,124
2-х комнатная квартира,,,187900.0,,,,Eвроремонт,Агентство,,Новострой,,10,6.0,Кишинёв мун.,Кишинёв,Буюканы,str. Ion Buzdugan 13,78
3-х комнатная квартира,Oткрытое,Индивидуальная,175000.0,1,2.0,,Косметический pемонт,Агентство,,Новострой,,6,5.0,Кишинёв мун.,Кишинёв,Буюканы,bd. Alba-Iulia /,70
1-комнатная квартира,,,72850.0,,,Квартира с ливингом,Белый вариант,Агентство,,Новострой,,9,5.0,Кишинёв мун.,Кишинёв,Чокана,ул. Буковина 1,47
2-х комнатная квартира,,Мс (Молд. Серия),119500.0,2,2.0,,,Частное лицо,,Вторичный,,10,8.0,Кишинёв мун.,Кишинёв,Рышкановка,bd. Moscova 14/1,58
3-х комнатная квартира,,,265000.0,,,,,Агентство,,Новострой,,9,7.0,Кишинёв мун.,Кишинёв,Ботаника,str. Independenței 1/A,96
2-х комнатная квартира,Подземная,,76800.0,1,2.0,,Белый вариант,Застройщик,,Новострой,Varicom,16,11.0,Кишинёв мун.,Кишинёв,Рышкановка,str-la Studenților 18,60
1-комнатная квартира,,Мс (Молд. Серия),86900.0,,1.0,Квартира с ливингом,Eвроремонт,Агентство,,Вторичный,,10,8.0,Кишинёв мун.,Кишинёв,Чокана,bd. Mircea cel Bătrân 3,36
1-комнатная квартира,Oткрытое,,76900.0,,1.0,Квартира с ливингом,Eвроремонт,Застройщик,,Вторичный,,5,2.0,Кишинёв мун.,Кишинёв,Ботаника,str. Nikolai Zelinski 34/4,35
1-комнатная квартира,Подземная,,99000.0,,1.0,Квартира с ливингом,Белый вариант,Застройщик,,Новострой,Estate Invest Company,10,6.0,Кишинёв мун.,Кишинёв,Чокана,str. Bucovinei 5/63,60
2-х комнатная квартира,,,111900.0,,,,Eвроремонт,Агентство,,Новострой,,5,2.0,Кишинёв мун.,Кишинёв,Телецентр,str. Academiei 17,60
3-х комнатная квартира,Oткрытое,,245000.0,2,2.0,Квартира с ливингом,Eвроремонт,Застройщик,,Новострой,Horus,15,10.0,Кишинёв мун.,Кишинёв,Рышкановка,str. Matei Basarab 1/1,97
1-комнатная квартира,,,109000.0,1,1.0,,Eвроремонт,Агентство,,Новострой,,10,9.0,Кишинёв мун.,Кишинёв,Ботаника,Burebista .,43
1-комнатная квартира,Oткрытое,Индивидуальная,78500.0,1,1.0,,Незавершенное cтроительство,Агентство,Kирпичный,Новострой,Sky House,18,1.0,Кишинёв мун.,Кишинёв,Ботаника,Muncesti 94,48
1-комнатная квартира,,,59900.0,1,1.0,,Eвроремонт,Агентство,,Вторичный,,16,7.0,Кишинёв мун.,Кишинёв,Рышкановка,str. Florilor 32,36
2-х комнатная квартира,Oткрытое,,79500.0,1,1.0,Квартира с ливингом,Eвроремонт,Частное лицо,Бетон,Вторичный,,6,6.0,Кишинёв мун.,Кишинёв,Рышкановка,str. Alecu Russo 4,47
1-комнатная квартира,,,112000.0,1,1.0,,Eвроремонт,Агентство,,Новострой,,10,7.0,Кишинёв мун.,Кишинёв,Чокана,bd. Mircea cel Bătrân 41/G,44
3-х комнатная квартира,,,229000.0,1,1.0,Квартира с ливингом,Eвроремонт,Агентство,,Новострой,,10,1.0,Кишинёв мун.,Кишинёв,Чокана,bd. Mircea cel Bătrân 41/A,91
3-х комнатная квартира,,,127000.0,1,1.0,,Eвроремонт,Агентство,,Вторичный,,10,1.0,Кишинёв мун.,Кишинёв,Чокана,str. Nicolae Milescu Spătarul 1,74
3-х комнатная квартира,,,183500.0,1,2.0,Квартира с ливингом,Eвроремонт,Агентство,,Новострой,Reconscivil,9,4.0,Кишинёв мун.,Кишинёв,Чокана,bd. Mircea cel Bătrân 39,85
2-х комнатная квартира,,,136900.0,2,1.0,,Eвроремонт,Агентство,,Новострой,,13,10.0,Кишинёв мун.,Кишинёв,Чокана,bd. Mircea cel Bătrân 46,65
1-комнатная квартира,,,61500.0,1,1.0,Квартира с ливингом,Белый вариант,Агентство,,Новострой,Lagmar Impex,10,2.0,Кишинёв мун.,Кишинёв,Старая Почта,str. Ceucari 1/1,41
1-комнатная квартира,,,55500.0,1,1.0,,Белый вариант,Агентство,,Новострой,,10,8.0,Кишинёв мун.,Кишинёв,Старая Почта,str. Ceucari 1/1,36
3-х комнатная квартира,,,165000.0,3,1.0,,Eвроремонт,Агентство,,Новострой,,12,3.0,Кишинёв мун.,Кишинёв,Чокана,str. Nicolae Sulac 4,120
1-комнатная квартира,,,32900.0,,1.0,,Eвроремонт,Агентство,,Вторичный,,10,6.0,Кишинёв мун.,Кишинёв,Чокана,str. Igor Vieru 19/1,14
2-х комнатная квартира,,,95500.0,1,1.0,,Белый вариант,Агентство,,Новострой,Lagmar Impex,10,2.0,Кишинёв мун.,Кишинёв,Старая Почта,str. Ceucari 1/1,68
3-х комнатная квартира,,,195000.0,1,1.0,,Eвроремонт,Агентство,,Новострой,,8,7.0,Кишинёв мун.,Кишинёв,Чокана,bd. Mircea cel Bătrân 42/2,80
2-х комнатная квартира,Oткрытое,,96040.0,1,2.0,Квартира без ливинга,Белый вариант,Застройщик,Mонолитный,Новострой,Ecovzor,7,2.0,Кишинёв мун.,Криково,Центр,str. Vasile Alescandri 5,69
2-х комнатная квартира,Подземная,Индивидуальная,167500.0,,1.0,Квартира с ливингом,Eвроремонт,Агентство,Kомбинированный,Новострой,Maxmod Imobil,7,3.0,Кишинёв мун.,Кишинёв,Буюканы,ул. Виссарион Белинский 71,64
2-х комнатная квартира,Oткрытое,,90000.0,1,1.0,Квартира с ливингом,Eвроремонт,Частное лицо,,Новострой,,5,2.0,Кишинёв мун.,Кишинёв,Чокана,str. Movileni 26,50
2-х комнатная квартира,,,85900.0,1,1.0,Квартира с ливингом,Белый вариант,Частное лицо,Kомбинированный,Новострой,Lagmar Impex,9,4.0,Кишинёв мун.,Кишинёв,Рышкановка,str. Tudor Vladimirescu 1/8,53
2-х комнатная квартира,Oткрытое,,164999.0,2,1.0,Квартира с ливингом,Eвроремонт,Частное лицо,,Новострой,Varicom,16,14.0,Кишинёв мун.,Кишинёв,Ботаника,ул. Грэдина Ботаникэ 20/1,85
2-х комнатная квартира,Подземная,,93750.0,2,2.0,,Белый вариант,Застройщик,Mонолитный,Новострой,,9,4.0,Кишинёв мун.,Кишинёв,Старая Почта,str. Ceucari 11/1,75
3-х комнатная квартира,Гараж,,121075.0,1,2.0,,Белый вариант,Застройщик,Kотельцовый,Новострой,Astercon,9,9.0,Кишинёв мун.,Дурлешты,Центр,str. Durlesti 10/B,84
2-х комнатная квартира,Гараж,Индивидуальная,175000.0,1,1.0,Квартира с ливингом,Eвроремонт,Частное лицо,Kирпичный,Новострой,,8,6.0,Кишинёв мун.,Кишинёв,Рышкановка,str. Socoleni 2A,77
2-х комнатная квартира,Oткрытое,,96040.0,1,2.0,Квартира без ливинга,Белый вариант,Застройщик,Mонолитный,Новострой,Ecovzor,7,2.0,Кишинёв мун.,Криково,Центр,str. Vasile Alescandri 5,69
2-х комнатная квартира,Подземная,Индивидуальная,167500.0,,1.0,Квартира с ливингом,Eвроремонт,Агентство,Kомбинированный,Новострой,Maxmod Imobil,7,3.0,Кишинёв мун.,Кишинёв,Буюканы,ул. Виссарион Белинский 71,64
2-х комнатная квартира,Oткрытое,,90000.0,1,1.0,Квартира с ливингом,Eвроремонт,Частное лицо,,Новострой,,5,2.0,Кишинёв мун.,Кишинёв,Чокана,str. Movileni 26,50
2-х комнатная квартира,,,85900.0,1,1.0,Квартира с ливингом,Белый вариант,Частное лицо,Kомбинированный,Новострой,Lagmar Impex,9,4.0,Кишинёв мун.,Кишинёв,Рышкановка,str. Tudor Vladimirescu 1/8,53
2-х комнатная квартира,Oткрытое,,164999.0,2,1.0,Квартира с ливингом,Eвроремонт,Частное лицо,,Новострой,Varicom,16,14.0,Кишинёв мун.,Кишинёв,Ботаника,ул. Грэдина Ботаникэ 20/1,85
2-х комнатная квартира,Подземная,,93750.0,2,2.0,,Белый вариант,Застройщик,Mонолитный,Новострой,,9,4.0,Кишинёв мун.,Кишинёв,Старая Почта,str. Ceucari 11/1,75
3-х комнатная квартира,Гараж,,121075.0,1,2.0,,Белый вариант,Застройщик,Kотельцовый,Новострой,Astercon,9,9.0,Кишинёв мун.,Дурлешты,Центр,str. Durlesti 10/B,84
2-х комнатная квартира,Гараж,Индивидуальная,175000.0,1,1.0,Квартира с ливингом,Eвроремонт,Частное лицо,Kирпичный,Новострой,,8,6.0,Кишинёв мун.,Кишинёв,Рышкановка,str. Socoleni 2A,77
2-х комнатная квартира,Oткрытое,,96040.0,1,2.0,Квартира без ливинга,Белый вариант,Застройщик,Mонолитный,Новострой,Ecovzor,7,2.0,Кишинёв мун.,Криково,Центр,str. Vasile Alescandri 5,69
2-х комнатная квартира,Подземная,Индивидуальная,167500.0,,1.0,Квартира с ливингом,Eвроремонт,Агентство,Kомбинированный,Новострой,Maxmod Imobil,7,3.0,Кишинёв мун.,Кишинёв,Буюканы,ул. Виссарион Белинский 71,64
