address,latitude,longitude,status
"str. Anatol Corobceanu 1/B, Кишинёв, Moldova",47.0275553,28.8243018,found
"str. Andrei Doga 23, Кишинёв, Moldova",47.0352635,28.8553003,found
"str. Andrei Doga 26/B, Кишинёв, Moldova",47.0324768,28.8568336,found
"str. Andrei Doga 28/7, Кишинёв, Moldova",47.0321355,28.8574313,found
"str. Andrei Doga 32, Кишинёв, Moldova",47.0338419,28.8595159,found
"str. Andrei Doga 39/2, Кишинёв, Moldova",47.0343767,28.8645711,found
"str. Andrei Doga 45/1, Кишинёв, Moldova",47.0333688,28.8667259,found
"str. Arheolog Ion Casian Suruceanu 1, Кишинёв, Moldova",46.9865253,28.8339974,found
"str. Armenească;str. Armeneasca 110/1, Кишинёв, Moldova",47.0242064,28.8461766,found
"str. Armenească;str. Armeneasca 47, Кишинёв, Moldova",47.0243654,28.8454944,found
"str. Atelierilor  14, Дурлешты, Moldova",47.0185216,28.7436719,found
"str. Atelierilor ., Дурлешты, Moldova",47.0175453,28.7417352,found
"str. Atelierilor 21, Дурлешты, Moldova",47.0181056,28.7435568,found
"str. Atelierilor 23, Дурлешты, Moldova",47.0182004,28.7437358,found
"str. Avram Iancu 17, Кишинёв, Moldova",47.0196623,28.8505534,found
"str. Avram Iancu 32, Кишинёв, Moldova",47.0207288,28.850124,found
"str. Așhabad 127/8, Кишинёв, Moldova",46.9903017,28.881654,found
"str. Bacioii Noi 14, Кишинёв, Moldova",46.9594145,28.9195205,found
"str. Bacioii Noi 14/C, Кишинёв, Moldova",46.9540603,28.9210132,found
"str. Bacioii Noi 14D, Кишинёв, Moldova",46.9545448,28.9198613,found
"str. Belgrad ., Кишинёв, Moldova",46.9863409,28.8639567,found
"str. Belgrad 19/3, Кишинёв, Moldova",46.9872023,28.8658895,found
"str. Bisericii ---, Дурлешты, Moldova",47.0160447,28.7874204,found
"str. Bisericii ., Кишинёв, Moldova",47.0197214,28.7891453,found
"str. Bisericii 1, Дурлешты, Moldova",47.0172336,28.7864285,found
"str. Bisericii 1, Кишинёв, Moldova",47.0190955,28.7898647,found
"str. Bogdan Petriceicu Hașdeu 20, Кишинёв, Moldova",47.0365513,28.8379175,found
"str. Bogdan Petriceicu Hașdeu 26, Кишинёв, Moldova",47.0368549,28.8374575,found
"str. Bogdan Voievod  --, Кишинёв, Moldova",47.044247,28.8609918,found
"str. Bogdan Voievod -, Кишинёв, Moldova",47.043275,28.8551726,found
"str. Bogdan Voievod ., Кишинёв, Moldova",47.044247,28.8609918,found
"str. Bogdan Voievod 1, Кишинёв, Moldova",47.0431985,28.8572878,found
"str. Bogdan Voievod 1/A, Кишинёв, Moldova",47.0431983,28.8574944,found
"str. Bogdan Voievod 1/C, Кишинёв, Moldova",47.0433845,28.8584633,found
"str. Bogdan Voievod 1/E, Кишинёв, Moldova",47.04287,28.8585797,found
"str. Bogdan Voievod 2D, Кишинёв, Moldova",47.0456039,28.8595587,found
"str. Bogdan Voievod 7, Кишинёв, Moldova",47.0429877,28.8563416,found
"str. Braniștii 15, Кишинёв, Moldova",47.0411775,28.8687745,found
"str. Braniștii;str. Branistii ., Кишинёв, Moldova",47.0367652,28.8697135,found
"str. Bucovinei -, Кишинёв, Moldova",47.0688396,28.8696276,found
"str. Bucovinei 1, Кишинёв, Moldova",47.0700803,28.8629657,found
"str. Bucovinei 3/1, Кишинёв, Moldova",47.0700803,28.8629657,found
"str. Bucovinei 4/A, Кишинёв, Moldova",47.0676091,28.8756223,found
"str. Bucovinei 5, Кишинёв, Moldova",47.0681635,28.8793262,found
"str. Bucovinei 5/11, Кишинёв, Moldova",47.0700803,28.8629657,found
"str. Bucovinei 5/63, Кишинёв, Moldova",47.0700803,28.8629657,found
"str. Bucovinei 7, Кишинёв, Moldova",47.0682815,28.8772456,found
"str. București 15, Кишинёв, Moldova",47.0146155,28.8382359,found
"str. București 26, Кишинёв, Moldova",47.0140126,28.83991,found
"str. București 71, Кишинёв, Moldova",47.0206838,28.8287952,found
"str. București 96/1, Кишинёв, Moldova",47.0264595,28.8215884,found
"str. Bucuriei -, Кишинёв, Moldova",47.0421133,28.8105392,found
"str. Bucuriei 10, Кишинёв, Moldova",47.0383833,28.8167963,found
"str. Buiucani 1/C, Кишинёв, Moldova",47.0417542,28.7502091,found
"str. Buiucani 4, Кишинёв, Moldova",47.0240747,28.8083341,found
"str. Bulgară ., Кишинёв, Moldova",47.0159998,28.8378811,found
"str. Burebista -, Кишинёв, Moldova",46.9834845,28.8788394,found
"str. Burebista ., Кишинёв, Moldova",46.9834845,28.8788394,found
"str. Burebista /, Кишинёв, Moldova",46.9834845,28.8788394,found
"str. Burebista 114/2, Кишинёв, Moldova",46.9797294,28.8745372,found
"str. Burebista 2, Криково, Moldova",47.1245911,28.8645602,found
"str. Burebista 25, Кишинёв, Moldova",47.0310499,28.7697398,found
"str. Burebista 40/2, Кишинёв, Moldova",46.9861531,28.8820566,found
"str. Burebista 66/2, Кишинёв, Moldova",46.9860271,28.879948,found
"str. Băcioii Noi ., Кишинёв, Moldova",46.9559364,28.9260322,found
"str. Băcioii Noi /, Кишинёв, Moldova",46.9559364,28.9260322,found
"str. Băcioii Noi 14, Кишинёв, Moldova",46.9594145,28.9195205,found
"str. Băcioii Noi 14., Кишинёв, Moldova",46.9540919,28.9227797,found
"str. Băcioii Noi 14/5, Кишинёв, Moldova",46.954918,28.9212222,found
"str. Băcioii Noi 14/9, Кишинёв, Moldova",46.9556533,28.9198919,found
"str. Băcioii Noi 14/B, Кишинёв, Moldova",46.9542346,28.9217536,found
"str. Băcioii Noi 14/C, Кишинёв, Moldova",46.9540603,28.9210132,found
"str. Băcioii Noi 14/C., Кишинёв, Moldova",46.9540603,28.9210132,found
"str. Calea Basarabiei 2, Криково, Moldova",47.126153,28.8643878,found
"str. Calea Basarabiei 2A, Криково, Moldova",47.126153,28.8643878,found
"str. Calea Ieșilor  6, Кишинёв, Moldova",47.0387255,28.807335,found
"str. Calea Ieșilor ., Кишинёв, Moldova",47.0381175,28.8113831,found
"str. Calea Ieșilor 16/1, Кишинёв, Moldova",47.043512,28.794509,found
"str. Calea Ieșilor 2/3, Кишинёв, Moldova",47.0384955,28.8086921,found
"str. Calea Ieșilor 23, Кишинёв, Moldova",47.0409064,28.7972083,found
"str. Calea Ieșilor 47/2, Кишинёв, Moldova",47.0422975,28.7914746,found
"str. Calea Ieșilor 5, Кишинёв, Moldova",47.0377119,28.8097426,found
"str. Calea Ieșilor 51/2, Кишинёв, Moldova",47.0434383,28.7886489,found
"str. Calea Ieșilor 59/1, Кишинёв, Moldova",47.0449754,28.784243,found
"str. Calea Ieșilor 6, Кишинёв, Moldova",47.0433126,28.7934948,found
"str. Calea Ieșilor 63/6, Кишинёв, Moldova",47.0445787,28.7810498,found
"str. Calea Ieșilor 67/1, Кишинёв, Moldova",47.045834,28.7797655,found
"str. Calea Ieșilor 6b, Кишинёв, Moldova",47.0394409,28.8066691,found
"str. Calea Mosilor  4, Кишинёв, Moldova",47.0255028,28.8611059,found
"str. Calea Mosilor  6, Кишинёв, Moldova",47.0308656,28.8559293,found
"str. Calea Mosilor ., Кишинёв, Moldova",47.02645,28.8596229,found
"str. Calea Mosilor 4, Кишинёв, Moldova",47.0255028,28.8611059,found
"str. Calea Moșilor -, Кишинёв, Moldova",47.025347,28.8607807,found
"str. Calea Moșilor ., Кишинёв, Moldova",47.0270923,28.8588729,found
"str. Calea Moșilor 4, Кишинёв, Moldova",47.0255028,28.8611059,found
"str. Calea Orheiului 103, Кишинёв, Moldova",47.053094,28.8502406,found
"str. Calea Orheiului 105/2, Кишинёв, Moldova",47.0547134,28.8487022,found
"str. Calea Orheiului 28/1, Кишинёв, Moldova",47.0444662,28.8483832,found
"str. Calea Orheiului 28/2, Кишинёв, Moldova",47.0438996,28.8482875,found
"str. Calea Orheiului 32, Кишинёв, Moldova",47.0449288,28.8488739,found
"str. Carierei 5d, Кишинёв, Moldova",47.03792,28.8459465,found
"str. Cartuşa -, Дурлешты, Moldova",47.016114,28.747452,found
"str. Cartuşa ., Дурлешты, Moldova",47.016114,28.747452,found
"str. Cartuşa 101, Дурлешты, Moldova",47.0142885,28.7506628,found
"str. Cartuşa 44/A, Дурлешты, Moldova",47.0161627,28.7470284,found
"str. Cartuşa 48/1, Дурлешты, Moldova",47.0171326,28.7470744,found
"str. Cartuşa 93/2, Дурлешты, Moldova",47.0157079,28.7467119,found
"str. Cartuşa 95, Дурлешты, Moldova",47.0150305,28.7479648,found
"str. Cartuşa 95/1, Дурлешты, Moldova",47.014742,28.7485238,found
"str. Cartuşa 95/3, Дурлешты, Moldova",47.0155738,28.7461215,found
"str. Cartuşa 95/4, Дурлешты, Moldova",47.0149402,28.746555,found
"str. Cartuşa 95/5, Дурлешты, Moldova",47.0153322,28.7456173,found
"str. Cartuşa 99, Дурлешты, Moldova",47.0139346,28.7490451,found
"str. Cartuşa 99/5, Дурлешты, Moldova",47.0138247,28.7495967,found
"str. Cartuşa 99/6, Дурлешты, Moldova",47.0139346,28.7490451,found
"str. Cartuşa 99/7, Дурлешты, Moldova",47.0140792,28.7486956,found
"str. Cartușa ., Дурлешты, Moldova",47.0141414,28.7401963,found
"str. Cartușa 95, Дурлешты, Moldova",47.0153322,28.7456173,found
"str. Cartușa 95/2, Дурлешты, Moldova",47.0150957,28.7472968,found
"str. Cetatea Alba ., Кишинёв, Moldova",47.002222,28.8665788,found
"str. Cetatea Alba 194/3, Кишинёв, Moldova",46.9857149,28.8868346,found
"str. Cetatea Alba 3, Кишинёв, Moldova",46.987679,28.883705,found
"str. Cetatea Alba 97, Кишинёв, Moldova",46.9921306,28.8771229,found
"str. Cetatea Albă ., Кишинёв, Moldova",46.9920824,28.8769247,found
"str. Cetatea Albă 11, Кишинёв, Moldova",47.0043562,28.8649229,found
"str. Cetatea Albă 141, Кишинёв, Moldova",46.9887463,28.8820184,found
"str. Cetatea Chilia ., Кишинёв, Moldova",46.9946472,28.8723463,found
"str. Cetatea Chilia 62, Кишинёв, Moldova",46.9905223,28.872495,found
"str. Ceucari -, Кишинёв, Moldova",47.0567317,28.8484025,found
"str. Ceucari ., Кишинёв, Moldova",47.0536009,28.8508345,found
"str. Ceucari 1, Кишинёв, Moldova",47.0671618,28.8429777,found
"str. Ceucari 1/1, Кишинёв, Moldova",47.0574931,28.8477125,found
"str. Ceucari 10/1, Кишинёв, Moldova",47.0665939,28.8446904,found
"str. Ceucari 11, Кишинёв, Moldova",47.0671618,28.8429777,found
"str. Ceucari 11/1, Кишинёв, Moldova",47.0671618,28.8429777,found
"str. Ceucari 14, Кишинёв, Moldova",47.0676835,28.8433663,found
"str. Ceucari 2/4, Кишинёв, Moldova",47.0576143,28.8493424,found
"str. Ceucari 4, Кишинёв, Moldova",47.0639736,28.8460605,found
"str. Ceucari 5/1, Кишинёв, Moldova",47.0640638,28.8444613,found
"str. Ceucari 9/1, Кишинёв, Moldova",47.0661704,28.8430824,found
"str. Chimiștilor 1, Дурлешты, Moldova",47.0254302,28.7756659,found
"str. Chimiștilor 9, Дурлешты, Moldova",47.025149,28.7744478,found
"str. Ciocirliei ., Кишинёв, Moldova",47.00755,28.806319,found
"str. Ciocârliei 17, Кишинёв, Moldova",47.0056915,28.8053251,found
"str. Ciprian Porumbescu ---, Кишинёв, Moldova",47.0241342,28.8050254,found
"str. Circului 40, Кишинёв, Moldova",47.0395345,28.8479151,found
"str. Ciuflea ., Кишинёв, Moldova",47.0114241,28.8445001,found
"str. Ciuflea 1, Кишинёв, Moldova",47.0119737,28.8440925,found
"str. Codrilor 19, Дурлешты, Moldova",47.0194045,28.7549296,found
"str. Codrilor 22/1, Дурлешты, Moldova",47.019496,28.7526843,found
"str. Cojocarilor 25, Кишинёв, Moldova",47.0257679,28.8461135,found
"str. Colina Puskin ., Кишинёв, Moldova",47.032624,28.8371785,found
"str. Columna ., Кишинёв, Moldova",47.0249594,28.8384756,found
"str. Columna 180, Кишинёв, Moldova",47.0411137,28.8156999,found
"str. Constantin Brâncuşi 146a., Кишинёв, Moldova",46.9880139,28.8661055,found
"str. Constantin Brâncuşi 148, Кишинёв, Moldova",46.9875475,28.8663907,found
"str. Constantin Stamati 2/1, Ставчены, Moldova",47.0950111,28.8696074,found
"str. Constantin Stere ., Кишинёв, Moldova",47.0256632,28.8175511,found
"str. Constantin Stere 16, Кишинёв, Moldova",47.025289,28.8165111,found
"str. Constantin Stere 20, Кишинёв, Moldova",47.0253338,28.8157349,found
"str. Constantin Stere 4, Кишинёв, Moldova",47.0260129,28.8176211,found
"str. Constantin Vârnav **, Кишинёв, Moldova",46.9947316,28.8347042,found
"str. Constantin Vârnav 20, Кишинёв, Moldova",46.9921568,28.8359726,found
"str. Constantin Vârnav 20/1, Кишинёв, Moldova",46.9924389,28.8361733,found
"str. Constantin Vârnav 32/A, Кишинёв, Moldova",46.9913128,28.8379695,found
"str. Cornesti -, Кишинёв, Moldova",47.0359842,28.8519125,found
"str. Cornesti ., Кишинёв, Moldova",47.0359842,28.8519125,found
"str. Cornesti 11, Кишинёв, Moldova",47.0358717,28.852133,found
"str. Cornesti 17, Кишинёв, Moldova",47.0359517,28.8513692,found
"str. Cornesti 7, Кишинёв, Moldova",47.0355402,28.8523618,found
"str. Cornești 10, Кишинёв, Moldova",47.0359842,28.8519125,found
"str. Cornești 13, Кишинёв, Moldova",47.0358656,28.8516949,found
"str. Cornului 13/2, Кишинёв, Moldova",47.0198892,28.7956585,found
"str. Cornului 5/1, Кишинёв, Moldova",47.0195039,28.7981999,found
"str. Cornului 9/3, Кишинёв, Moldova",47.0189341,28.7966283,found
"str. Costiujeni 74, Кишинёв, Moldova",46.9630578,28.8341304,found
"str. Costiujeni 8/2, Кишинёв, Moldova",46.9786165,28.8355285,found
"str. Crângului 12, Кишинёв, Moldova",47.035127,28.8645603,found
"str. Cucorilor /, Кишинёв, Moldova",47.0634276,28.8405855,found
"str. Cucorilor 82, Кишинёв, Moldova",47.0634276,28.8405855,found
"str. Cărtusa ., Дурлешты, Moldova",47.0153552,28.7404084,found
"str. Căușeni 3, Кишинёв, Moldova",46.9964578,28.8739633,found
"str. Danubius 59, Кишинёв, Moldova",46.9868435,28.8779065,found
"str. Diminetii ., Кишинёв, Moldova",47.0024789,28.8647052,found
"str. Diminetii 1, Кишинёв, Moldova",47.002754,28.8647512,found
"str. Diminetii 20, Кишинёв, Moldova",47.0036713,28.8661002,found
"str. Diminetii 22, Кишинёв, Moldova",47.00349,28.8656429,found
"str. Dimineții ,, Кишинёв, Moldova",47.0024789,28.8647052,found
"str. Dimineții ., Кишинёв, Moldova",47.0024789,28.8647052,found
"str. Dimineții 1., Кишинёв, Moldova",47.002754,28.8647512,found
"str. Dimineții 10, Кишинёв, Moldova",47.004006,28.8668806,found
"str. Dimineții 10a, Кишинёв, Moldova",47.0041393,28.8667591,found
"str. Dimineții 14, Кишинёв, Moldova",47.0040752,28.8664599,found
"str. Dimineții 20, Кишинёв, Moldova",47.0036713,28.8661002,found
"str. Dimineții 20/1, Кишинёв, Moldova",47.0036931,28.8659291,found
"str. Dimineții 22, Кишинёв, Moldova",47.00349,28.8656429,found
"str. Dimineții 3, Кишинёв, Moldova",47.0035392,28.8672901,found
"str. Dimineții 45, Кишинёв, Moldova",47.0026789,28.8651837,found
"str. Dimineții 6, Кишинёв, Moldova",47.0043672,28.866914,found
"str. Dimineții 8, Кишинёв, Moldova",47.004345,28.8666343,found
"str. Doina 158, Кишинёв, Moldova",47.0650902,28.8369806,found
"str. Doina și Ion Aldea-Teodorovici 12/2, Кишинёв, Moldova",47.031131,28.7942393,found
"str. Doina și Ion Aldea-Teodorovici 17, Кишинёв, Moldova",47.0313327,28.792676,found
"str. Doina și Ion Aldea-Teodorovici 8, Кишинёв, Moldova",47.0296333,28.7945708,found
"str. Drumul Taberei 23, Кишинёв, Moldova",47.0210855,28.7955604,found
"str. Drumul Viilor *, Кишинёв, Moldova",47.0018341,28.8056689,found
"str. Drumul Viilor 26/1, Кишинёв, Moldova",47.0095799,28.818252,found
"str. Drumul Viilor 38/1, Кишинёв, Moldova",47.0030144,28.8060332,found
"str. Dumitru Rîșcanu; ., Кишинёв, Moldova",47.0351191,28.8621834,found
"str. Durlesti ., Дурлешты, Moldova",47.0446369,28.7457465,found
"str. Durlesti 10/A, Дурлешты, Moldova",47.0435011,28.7488146,found
"str. Durlesti 10/B, Дурлешты, Moldova",47.0434084,28.7483791,found
"str. Durleşti 10/B, Кишинёв, Moldova",47.0434084,28.7483791,found
"str. Durleşti 10/D, Кишинёв, Moldova",47.0438068,28.7488814,found
"str. Durleşti 10/F, Кишинёв, Moldova",47.0441969,28.7486751,found
"str. Durleşti 12/B, Кишинёв, Moldova",47.044454,28.7480442,found
"str. Durleşti 20/A, Кишинёв, Moldova",47.045354,28.7456401,found
"str. Durleşti 20/D, Кишинёв, Moldova",47.0456128,28.7451949,found
"str. Durleşti 4, Кишинёв, Moldova",47.042114,28.7520717,found
"str. Durlești ., Дурлешты, Moldova",47.0446369,28.7457465,found
"str. Durlești ., Кишинёв, Moldova",47.0220111,28.7934118,found
"str. Durlești 2b, Кишинёв, Moldova",47.0220111,28.7934118,found
"str. Durlești 3/c, Дурлешты, Moldova",47.0446369,28.7457465,found
"str. Durlești 8, Дурлешты, Moldova",47.0446369,28.7457465,found
"str. Eremei Stratan 2a, Дурлешты, Moldova",47.0182826,28.7867239,found
"str. Eugen Coca 19, Кишинёв, Moldova",47.0280039,28.807931,found
"str. Eugen Coca 3, Кишинёв, Moldova",47.0245174,28.8088188,found
"str. Europa ., Кишинёв, Moldova",46.9779632,28.8063393,found
"str. Fierarilor 30, Бубуечь, Moldova",46.9986721,28.934188,found
"str. Fiodor Tolbuhin ., Кишинёв, Moldova",47.0600964,28.7952289,found
"str. Florilor ., Кишинёв, Moldova",47.0535963,28.8577884,found
"str. Florilor 16/1, Кишинёв, Moldova",47.0548505,28.8586568,found
"str. Florilor 28/2, Кишинёв, Moldova",47.0581416,28.8607649,found
"str. Florilor 3, Ставчены, Moldova",47.0885822,28.869774,found
"str. Florilor 32, Кишинёв, Moldova",47.0594203,28.8609742,found
"str. Florării 4, Кишинёв, Moldova",47.0288782,28.8687685,found
"str. Galați 31, Кишинёв, Moldova",46.9910303,28.8057903,found
"str. George Coșbuc 7, Кишинёв, Moldova",47.0280678,28.8415447,found
"str. Ghenadie Iablocikin 2/2, Кишинёв, Moldova",47.0391194,28.8086341,found
"str. Gheorghe Asachi ---, Кишинёв, Moldova",47.0035488,28.824214,found
"str. Gheorghe Asachi ., Кишинёв, Moldova",47.0035488,28.824214,found
"str. Gheorghe Asachi 4, Кишинёв, Moldova",47.0061948,28.8256229,found
"str. Gheorghe Asachi 44, Кишинёв, Moldova",47.002389,28.822684,found
"str. Gheorghe Asachi 49b, Кишинёв, Moldova",46.999896,28.8219201,found
"str. Gheorghe Asachi 62, Кишинёв, Moldova",46.9966331,28.8189618,found
"str. Gheorghe Asachi 71/7, Кишинёв, Moldova",46.9946281,28.8231763,found
"str. Gheorghe Cașu 2/8, Кишинёв, Moldova",47.0024678,28.8369217,found
"str. Gheorghe Cașu 30/E, Кишинёв, Moldova",47.004705,28.8343911,found
"str. Gheorghe Codreanu 5, Кишинёв, Moldova",47.0216011,28.7953783,found
"str. Gheorghe Codreanu 77, Кишинёв, Moldova",47.0149588,28.7908378,found
"str. Gheorghe Madan --, Кишинёв, Moldova",47.0533205,28.8463046,found
"str. Gheorghe Madan ., Кишинёв, Moldova",47.0589199,28.8444562,found
"str. Gheorghe Madan 2, Кишинёв, Moldova",47.0492147,28.847715,found
"str. Gheorghe Madan 46/3, Кишинёв, Moldova",47.0557981,28.8475071,found
"str. Gheorghe Madan 50/3, Кишинёв, Moldova",47.0586395,28.8455096,found
"str. Gheorghe Madan 50/4, Кишинёв, Moldova",47.058896,28.8451686,found
"str. Gheorghe Madan 85/6, Кишинёв, Moldova",47.0591667,28.8408266,found
"str. Gheorghe Madan 87/2, Кишинёв, Moldova",47.0600999,28.842947,found
"str. Gheorghe Madan 87/5, Кишинёв, Moldova",47.0597563,28.841084,found
"str. Ghica Vodă ., Кишинёв, Moldova",46.9752902,28.8573532,found
"str. Ghica Vodă 3/A, Кишинёв, Moldova",46.9756155,28.8576945,found
"str. Ghica Vodă 5, Кишинёв, Moldova",46.9757031,28.8581079,found
"str. Ghioceilor 2/1, Кишинёв, Moldova",47.0183789,28.7965794,found
"str. Ghioceilor 29, Кишинёв, Moldova",47.0188778,28.7944449,found
"str. Ghioceilor 9, Кишинёв, Moldova",47.0180181,28.7978447,found
"str. Ginta Latina ., Кишинёв, Moldova",47.0378533,28.8939741,found
"str. Ginta Latina 1, Кишинёв, Moldova",47.035804,28.8870536,found
"str. Ginta Latina 12/12, Кишинёв, Moldova",47.0346861,28.8860766,found
"str. Ginta Latina 12/7, Кишинёв, Moldova",47.0340396,28.884251,found
"str. Ginta Latina 13/1, Кишинёв, Moldova",47.035804,28.8870536,found
"str. Ginta Latina 8, Кишинёв, Moldova",47.0327257,28.8816362,found
"str. Ginta Latină --, Кишинёв, Moldova",47.0356691,28.8879895,found
"str. Ginta Latină ., Кишинёв, Moldova",47.0345965,28.8850245,found
"str. Ginta Latină /, Кишинёв, Moldova",47.0356691,28.8879895,found
"str. Ginta Latină 1/1, Кишинёв, Moldova",47.0347143,28.881433,found
"str. Ginta Latină 12/4, Кишинёв, Moldova",47.0332066,28.8838885,found
"str. Ginta Latină 13/1, Кишинёв, Moldova",47.035804,28.8870536,found
"str. Ginta Latină 16, Кишинёв, Moldova",47.0352184,28.888489,found
"str. Ginta Latină 19/6, Кишинёв, Moldova",47.0397862,28.893951,found
"str. Ginta Latină 5, Кишинёв, Moldova",47.034175,28.8821829,found
"str. Ginta Latină 8, Кишинёв, Moldova",47.0327257,28.8816362,found
"str. Gradinilor -, Кишинёв, Moldova",47.0244143,28.8530538,found
"str. Grenoble  130/3, Кишинёв, Moldova",46.9790091,28.8373875,found
"str. Grenoble  259/2, Кишинёв, Moldova",46.972481,28.8514343,found
"str. Grenoble *, Кишинёв, Moldova",46.9808444,28.8410401,found
"str. Grenoble -, Кишинёв, Moldova",46.9721193,28.8512015,found
"str. Grenoble 1, Кишинёв, Moldova",46.9840814,28.8392021,found
"str. Grenoble 106a, Кишинёв, Moldova",46.9898643,28.8237307,found
"str. Grenoble 108, Кишинёв, Moldova",46.9890388,28.8252012,found
"str. Grenoble 11, Кишинёв, Moldova",46.9912805,28.822481,found
"str. Grenoble 110, Кишинёв, Moldova",46.9889386,28.8272627,found
"str. Grenoble 120, Кишинёв, Moldova",46.9834497,28.8347064,found
"str. Grenoble 120/3, Кишинёв, Moldova",46.9830718,28.8329769,found
"str. Grenoble 120/9, Кишинёв, Moldova",46.984293,28.8334246,found
"str. Grenoble 128/2, Кишинёв, Moldova",46.9798626,28.8373785,found
"str. Grenoble 130, Кишинёв, Moldova",46.9804406,28.8400101,found
"str. Grenoble 130/3, Кишинёв, Moldova",46.9790091,28.8373875,found
"str. Grenoble 134/2, Кишинёв, Moldova",46.9736647,28.8484399,found
"str. Grenoble 134/3, Кишинёв, Moldova",46.9736166,28.8477059,found
"str. Grenoble 134/4, Кишинёв, Moldova",46.968168,28.8509597,found
"str. Grenoble 159/4, Кишинёв, Moldova",46.9856261,28.836839,found
"str. Grenoble 161/4, Кишинёв, Moldova",46.9850651,28.8373338,found
"str. Grenoble 161/4., Кишинёв, Moldova",46.9850651,28.8373338,found
"str. Grenoble 163/2, Кишинёв, Moldova",46.983674,28.8377631,found
"str. Grenoble 163/3, Кишинёв, Moldova",46.9842239,28.8383207,found
"str. Grenoble 199, Кишинёв, Moldova",46.9796323,28.8448812,found
"str. Grenoble 209, Кишинёв, Moldova",46.9751222,28.8479365,found
"str. Grenoble 25, Кишинёв, Moldova",46.9895556,28.8282838,found
"str. Grenoble 257, Кишинёв, Moldova",46.9732217,28.8500713,found
"str. Grenoble 259/13, Кишинёв, Moldova",46.9740329,28.8506336,found
"str. Grenoble 259/9, Кишинёв, Moldova",46.9736822,28.8517408,found
"str. Grenoble 7, Кишинёв, Moldova",46.991565,28.8219031,found
"str. Grigore Alexandrescu  15, Кишинёв, Moldova",47.0203316,28.8086171,found
"str. Grigore Alexandrescu  3A, Кишинёв, Moldova",47.0212228,28.8055705,found
"str. Grigore Alexandrescu **, Кишинёв, Moldova",47.0207962,28.8061145,found
"str. Grigore Alexandrescu ., Кишинёв, Moldova",47.0207962,28.8061145,found
"str. Grigore Alexandrescu 3/A, Кишинёв, Moldova",47.0212283,28.8057046,found
"str. Grigore Alexandrescu 6, Кишинёв, Moldova",47.0198288,28.8067526,found
"str. Grigore Ureche 10/A, Дурлешты, Moldova",47.0170499,28.7477808,found
"str. Grigore Ureche 67, Кишинёв, Moldova",47.0278806,28.8463639,found
"str. Grădina Botanică ***, Кишинёв, Moldova",46.9776539,28.8804849,found
"str. Grădina Botanică -, Кишинёв, Moldova",46.9776539,28.8804849,found
"str. Grădina Botanică ., Кишинёв, Moldova",46.9776539,28.8804849,found
"str. Grădina Botanică 14/1, Кишинёв, Moldova",46.9793234,28.8793066,found
"str. Grădina Botanică 18, Кишинёв, Moldova",46.9764503,28.8774334,found
"str. Grădina Botanică 18/1, Кишинёв, Moldova",46.977355,28.8786586,found
"str. Grădina Botanică 20/1, Кишинёв, Moldova",46.9774423,28.8763938,found
"str. Grătiești 10, Ставчены, Moldova",47.0890881,28.8687505,found
"str. Grătiești 49, Кишинёв, Moldova",47.0612814,28.8475558,found
"str. Grătiești 61, Кишинёв, Moldova",47.059722,28.8483843,found
"str. Hristo Botev 13/1, Кишинёв, Moldova",46.9885372,28.8454292,found
"str. Hristo Botev 27, Кишинёв, Moldova",46.986901,28.8452908,found
"str. Hristo Botev 3/1, Кишинёв, Moldova",46.9924925,28.8464724,found
"str. Hristo Botev 6, Кишинёв, Moldova",46.9881356,28.8444556,found
"str. Hîrtoape 26/A, Дурлешты, Moldova",47.0241592,28.7707951,found
"str. Ialoveni  --, Кишинёв, Moldova",47.0037853,28.7715007,found
"str. Ialoveni -, Кишинёв, Moldova",46.9997385,28.7815788,found
"str. Ialoveni ---, Кишинёв, Moldova",47.0037853,28.7715007,found
"str. Ialoveni ., Дурлешты, Moldova",47.0037853,28.7715007,found
"str. Ialoveni ., Кишинёв, Moldova",47.0003077,28.7794375,found
"str. Ialoveni 0, Дурлешты, Moldova",47.0037853,28.7715007,found
"str. Ialoveni 100/2, Кишинёв, Moldova",47.0039073,28.778249,found
"str. Ialoveni 100/3, Кишинёв, Moldova",47.0035382,28.7782952,found
"str. Ialoveni 100a, Кишинёв, Moldova",47.002683,28.776643,found
"str. Ialoveni 102, Дурлешты, Moldova",47.0037853,28.7715007,found
"str. Ialoveni 102, Кишинёв, Moldova",47.0027204,28.7750151,found
"str. Ialoveni 106, Кишинёв, Moldova",47.0042366,28.7772276,found
"str. Ialoveni 134, Дурлешты, Moldova",47.0035211,28.7734542,found
"str. Ialoveni 134, Кишинёв, Moldova",47.0035211,28.7734542,found
"str. Ialoveni 136, Дурлешты, Moldova",47.0038563,28.7718893,found
"str. Ialoveni 136, Кишинёв, Moldova",47.0038563,28.7718893,found
"str. Ialoveni 136/A, Дурлешты, Moldova",47.0040159,28.7725011,found
"str. Ialoveni 136/A, Кишинёв, Moldova",47.0040159,28.7725011,found
"str. Ialoveni 136/B, Кишинёв, Moldova",47.0035857,28.7724806,found
"str. Ialoveni 96., Кишинёв, Moldova",47.0007312,28.7799263,found
"str. Ialoveni 96/3, Кишинёв, Moldova",47.0010163,28.7786928,found
"str. Ialoveni 98/1, Кишинёв, Moldova",47.0013294,28.7781318,found
"str. Iazului ---, Кишинёв, Moldova",47.0673312,28.8408695,found
