apartment_condition,rooms,bathroom,total_floors,floor,region,city,sector,street,area,price_per_sqm,floor_ratio,has_balcony,has_living,building_type_Kомбинированный,building_type_Kотельцовый,building_type_Mонолитный,building_type_Бетон,building_type_Блочный,building_type_Панельный,building_type_Ячеистый Бетон,housing_stock_Новострой,author_Банк,author_Застройщик,author_Частное лицо,parcing_space_Гараж,parcing_space_Под навесом,parcing_space_Подземная,latitude,longitude,distance_to_sector_center
0.0,3.0,3,9,8.0,Кишинёв мун.,Кишинёв,Буюканы, bd. Alba Iulia  128,190,1473.6842105263158,0.8888888888888888,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,47.0417892,28.7628124,3061.064355068252
0.0,3.0,2,9,6.0,Кишинёв мун.,Дурлешты,Центр, str. Nicolae Testemițanu 61/C,117,1111.111111111111,0.6666666666666666,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,47.019,28.763,0.0
0.0,3.0,2,9,5.0,Кишинёв мун.,Кишинёв,Старая Почта,str. Ceucari 14,89,1400.0,0.5555555555555556,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,47.061,28.806,0.0
4.0,1.0,,5,4.0,Кишинёв мун.,Кишинёв,Ботаника, str. Independenței 14/1,25,2120.0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.988,28.854,0.0
1.0,3.0,2,9,8.0,Кишинёв мун.,Кишинёв,Рышкановка,str. Tudor Vladimirescu 1/4,70,1421.4285714285713,0.8888888888888888,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,47.0315691,28.8616475,1940.935454043103
3.0,2.0,2,11,6.0,Кишинёв мун.,Кишинёв,Буюканы,str. Vasile Lupu 28a,73,2945.205479452055,0.5454545454545454,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,47.039,28.803,0.0
,2.0,,12,6.0,Кишинёв мун.,Кишинёв,Чокана,bd. Mircea cel Bătrân 41/A,72,2845.8333333333335,0.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,47.057588,28.890629,2403.6471277178857
0.0,3.0,2,10,8.0,Кишинёв мун.,Кишинёв,Чокана,bd. Mircea cel Bătrân 41,87,2172.4137931034484,0.8,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,47.0580803,28.8907679,2458.868608146336
,3.0,,13,1.0,Кишинёв мун.,Кишинёв,Буюканы,str. Vasile Lupu 28,74,2635.135135135135,0.07692307692307693,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,47.0221197,28.8008688,1883.9410283209686
0.0,2.0,2,9,9.0,Кишинёв мун.,Кишинёв,Телецентр,sos. Hincesti 142,63,1300.2380952380952,1.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,46.9980787,28.8078475,883.848218632378
4.0,,1,5,3.0,Кишинёв мун.,Кишинёв,Ботаника,str. Burebista 66/2,16,2093.75,0.6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,46.988,28.854,0.0
0.0,3.0,1,5,2.0,Кишинёв мун.,Кишинёв,Буюканы,str. Gheorghe Codreanu 77,81,1430.0,0.4,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,47.039,28.803,0.0
4.0,3.0,3,4,2.0,Кишинёв мун.,Кишинёв,Центр,str. Universității 25,182,4670.32967032967,0.5,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,47.024,28.832,0.0
4.0,2.0,,16,5.0,Кишинёв мун.,Кишинёв,Буюканы,Piața Unirii Principatelor 3,37,2024.3243243243244,0.3125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.039,28.803,0.0
0.0,1.0,1,13,10.0,Кишинёв мун.,Кишинёв,Чокана,пр-т Мирча чел Бэтрын 45,50,1980.0,0.7692307692307693,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,47.036,28.889,0.0
0.0,3.0,2,10,6.0,Кишинёв мун.,Кишинёв,Буюканы,str. Ion Buzdugan .,86,1686.046511627907,0.6,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,47.0378784,28.7635064,2995.4295954639597
4.0,2.0,1,14,10.0,Кишинёв мун.,Кишинёв,Центр,Bd. Ștefan cel Mare și Sfânt 171/3,48,3916.6666666666665,0.7142857142857143,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,47.024,28.832,0.0
4.0,2.0,1,5,1.0,Кишинёв мун.,Кишинёв,Ботаника,str. Nicolae Titulescu 32,41,1856.0975609756097,0.2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,46.988,28.854,0.0
0.0,2.0,1,10,1.0,Кишинёв мун.,Кишинёв,Буюканы,str. Ioana Radu 27/3,70,1642.857142857143,0.1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,47.039,28.803,0.0
0.0,2.0,1,10,1.0,Кишинёв мун.,Кишинёв,Буюканы,str. Ioana Radu 27/3,69,1666.6666666666667,0.1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,47.039,28.803,0.0
0.0,1.0,1,9,7.0,Кишинёв мун.,Кишинёв,Чокана,str. Bucovinei  1,57,1401.7543859649122,0.7777777777777778,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,47.036,28.889,0.0
4.0,2.0,,5,2.0,Кишинёв мун.,Кишинёв,Рышкановка,str. Miron Costin 19/4,60,1748.3333333333333,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.051149,28.8712878,671.8458874161427
4.0,2.0,1,12,7.0,Кишинёв мун.,Кишинёв,Центр,str. Gheorghe Asachi 4,45,2488.8888888888887,0.5833333333333334,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,47.0061948,28.8256229,2038.0235922778133
4.0,1.0,1,4,1.0,Кишинёв мун.,Кишинёв,Центр,str. 31 August 1989 105,40,2950.0,0.25,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,47.024,28.832,0.0
2.0,3.0,2,9,8.0,Кишинёв мун.,Кишинёв,Ботаника,bd. Cuza Vodă 17/4,70,1350.0,0.8888888888888888,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,46.988,28.854,0.0
4.0,2.0,2,8,6.0,Кишинёв мун.,Дурлешты,Центр,/ /,65,2106.153846153846,0.75,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,47.019,28.763,0.0
,2.0,1,16,4.0,Кишинёв мун.,Ставчены,Центр,--- 20/2,80,1375.0,0.25,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,47.096,28.867,0.0
,3.0,1,5,2.0,Кишинёв мун.,Кишинёв,Буюканы,str. Vasile Lupu ---,72,1804.1666666666667,0.4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.039,28.803,0.0
,2.0,,12,1.0,Кишинёв мун.,Кишинёв,Телецентр,str. Drumul Viilor ---,65,1507.6923076923076,0.08333333333333333,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,47.003,28.817,0.0
0.0,2.0,1,6,1.0,Кишинёв мун.,Кишинёв,Буюканы,str. Bisericii 1,84,1384.7619047619048,0.16666666666666666,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,47.039,28.803,0.0
4.0,2.0,,6,6.0,Кишинёв мун.,Кишинёв,Рышкановка,ул. Алеку Руссо 3/1,54,1444.4444444444443,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.049,28.863,0.0
0.0,3.0,2,5,4.0,Кишинёв мун.,Кишинёв,Ботаника,bd. Dacia 58/27,93,1688.6021505376343,0.8,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,46.988,28.854,0.0
0.0,3.0,2,11,10.0,Кишинёв мун.,Кишинёв,Телецентр,str. Sprîncenoaia *,92,1520.6521739130435,0.9090909090909091,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,47.003,28.817,0.0
4.0,3.0,1,5,2.0,Кишинёв мун.,Кишинёв,Ботаника,bd. Dacia 55,93,1688.7096774193549,0.4,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,46.988,28.854,0.0
4.0,2.0,1,11,10.0,Кишинёв мун.,Кишинёв,Центр,str. Lev Tolstoi 74,78,3050.0,0.9090909090909091,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,47.0155286,28.8489971,1596.100578908128
,2.0,,12,1.0,Кишинёв мун.,Кишинёв,Центр,str. Albișoara 78/4,86,2500.0,0.08333333333333333,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,47.024,28.832,0.0
4.0,2.0,1,9,1.0,Кишинёв мун.,Кишинёв,Телецентр,str. Pietrarilor 4,51,1656.862745098039,0.1111111111111111,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.003,28.817,0.0
0.0,2.0,1,5,4.0,Кишинёв мун.,Кишинёв,Буюканы,str-la Bisericii 1,70,1735.0,0.8,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,47.039,28.803,0.0
4.0,1.0,1,5,5.0,Кишинёв мун.,Кишинёв,Ботаника,str. Independenței 14/1,38,1655.2631578947369,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,46.988,28.854,0.0
4.0,1.0,1,5,3.0,Кишинёв мун.,Кишинёв,Ботаника,ул. Николай Зелински 30/3,35,2280.0,0.6,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,46.988,28.854,0.0
1.0,3.0,,5,3.0,Кишинёв мун.,Кишинёв,Центр,bd. Ştefan cel Mare şi Sfânt 64,65,2384.6153846153848,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.024,28.832,0.0
4.0,3.0,2,11,3.0,Кишинёв мун.,Кишинёв,Центр,str. Nicolae Testemițanu 3/7,97,2355.6701030927834,0.2727272727272727,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,47.0000916,28.8399385,2725.77357260575
4.0,2.0,1,8,6.0,Кишинёв мун.,Кишинёв,Рышкановка,str. Socoleni 2A,77,2272.7272727272725,0.75,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,47.0623684,28.8483916,1853.2118425231488
4.0,2.0,,9,4.0,Кишинёв мун.,Кишинёв,Ботаника,str. Burebista 25,71,2463.3802816901407,0.4444444444444444,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.0310499,28.7697398,7983.128448161052
,1.0,1,12,10.0,Кишинёв мун.,Кишинёв,Рышкановка,str. Cornesti 17,41,3097.560975609756,0.8333333333333334,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,47.049,28.863,0.0
4.0,3.0,,5,1.0,Кишинёв мун.,Кишинёв,Ботаника,bd. Cuza Vodă 18/1,80,1487.5,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.9820009,28.8580098,733.1436462115911
4.0,1.0,1,8,4.0,Кишинёв мун.,Кишинёв,Буюканы,str. Durleşti 10/D,40,2475.0,0.5,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,47.039,28.803,0.0
0.0,2.0,1,16,11.0,Кишинёв мун.,Кишинёв,Ботаника,str. Grădina Botanică 18/1,52,1634.6153846153845,0.6875,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,46.977355,28.8786586,2213.631260361519
4.0,1.0,1,9,2.0,Кишинёв мун.,Кишинёв,Центр,str. Ialoveni 100/3,46,2108.695652173913,0.2222222222222222,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,47.0035382,28.7782952,4664.22689304482
,4.0,2,10,9.0,Кишинёв мун.,Кишинёв,Ботаника,str. Valea Crucii 22,91,1384.6153846153845,0.9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,46.988,28.854,0.0
,1.0,,16,7.0,Кишинёв мун.,Кишинёв,Буюканы,str. Eugen Coca 19,41,1914.6341463414635,0.4375,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,47.0280039,28.807931,1278.5451524479536
,3.0,1,5,2.0,Кишинёв мун.,Кишинёв,Рышкановка,str. Nicolae Dimo 29/3,62,1337.0967741935483,0.4,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,47.057681,28.8718578,1175.6235339147763
3.0,3.0,2,7,,Кишинёв мун.,Кишинёв,Центр,str. Nicolae Testemițanu 17/17,156,2557.6923076923076,,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,47.024,28.832,0.0
0.0,2.0,1,9,4.0,Кишинёв мун.,Кишинёв,Рышкановка,str. Tudor Vladimirescu 1/8,53,1620.754716981132,0.4444444444444444,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,47.049,28.863,0.0
4.0,3.0,,10,3.0,Кишинёв мун.,Кишинёв,Телецентр,str. Miorita 1/1,66,2042.4242424242425,0.3,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,47.003,28.817,0.0
3.0,1.0,1,4,3.0,Кишинёв мун.,Кишинёв,Рышкановка,ул. Думитру Рышкану 3,34,2261.764705882353,0.75,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,47.049,28.863,0.0
0.0,1.0,1,6,1.0,Кишинёв мун.,Дурлешты,Центр,str. Durlești 8,41,1438.6829268292684,0.16666666666666666,1,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,47.0446369,28.7457465,3136.297581269001
4.0,2.0,1,10,5.0,Кишинёв мун.,Кишинёв,Буюканы,str. Ioana Radu 27/6,46,2891.304347826087,0.5,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,47.0255545,28.7993489,1520.4632575343132
4.0,1.0,,15,5.0,Кишинёв мун.,Кишинёв,Центр,str. Nicolae Testemitanu 3,41,2804.878048780488,0.3333333333333333,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,47.0050764,28.8373139,2142.427542300693
4.0,2.0,,13,10.0,Кишинёв мун.,Кишинёв,Чокана,bd. Mircea cel Bătrân 46,65,2106.153846153846,0.7692307692307693,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,47.0585796,28.8924288,2524.1418308114776
4.0,3.0,,13,8.0,Кишинёв мун.,Кишинёв,Буюканы,str. Vissarion Belinski 61,85,1588.235294117647,0.6153846153846154,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,47.039,28.803,0.0
3.0,2.0,1,5,4.0,Кишинёв мун.,Кишинёв,Ботаника,bd. Cuza Vodă 38/2,56,2321.4285714285716,0.8,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,46.988,28.854,0.0
4.0,3.0,1,10,5.0,Кишинёв мун.,Кишинёв,Ботаника,str. Sarmizegetusa 53E,48,2333.3333333333335,0.5,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,46.988,28.854,0.0
3.0,3.0,2,3,3.0,Кишинёв мун.,Кишинёв,Телецентр,1-й пер. Чокырлией 5/1,115,3042.608695652174,1.0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,47.003,28.817,0.0
0.0,1.0,1,15,13.0,Кишинёв мун.,Кишинёв,Центр,bd. Stefan cel Mare si Sfint 171/3,47,3934.0425531914893,0.8666666666666667,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,47.0352614,28.8125018,1937.0044570925766
0.0,1.0,1,9,4.0,Кишинёв мун.,Кишинёв,Телецентр,șos. Hâncești 142,41,1420.0,0.4444444444444444,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,46.9930088,28.785891,2607.72497798578
0.0,3.0,2,10,1.0,Кишинёв мун.,Кишинёв,Старая Почта,str. Ceucari 14,86,1206.0581395348838,0.1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,47.061,28.806,0.0
4.0,2.0,1,9,3.0,Кишинёв мун.,Кишинёв,Центр,str. Grigore Alexandrescu 3/A,70,3712.8571428571427,0.3333333333333333,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,47.0212283,28.8057046,2016.947308461961
4.0,2.0,1,8,2.0,Кишинёв мун.,Кишинёв,Ботаника,ул. Ворничень 3,60,2983.3333333333335,0.25,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,46.988,28.854,0.0
4.0,2.0,2,8,1.0,Кишинёв мун.,Кишинёв,Телецентр,str. Nicolae Testemițanu 37,82,1826.8292682926829,0.125,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,47.003,28.817,0.0
4.0,1.0,1,13,3.0,Кишинёв мун.,Кишинёв,Центр,ул. Каля Ешилор 4,48,2916.6666666666665,0.23076923076923078,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,47.024,28.832,0.0
2.0,2.0,2,9,5.0,Кишинёв мун.,Кишинёв,Центр,Albisoara 76,52,1788.4615384615386,0.5555555555555556,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.024,28.832,0.0
4.0,2.0,1,10,9.0,Кишинёв мун.,Кишинёв,Центр,bd. Dimitrie Cantemir 3,52,1921.1538461538462,0.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.024,28.832,0.0
4.0,2.0,1,12,11.0,Кишинёв мун.,Кишинёв,Рышкановка,str-la 1 Florarii;str-la 1 Florării .,61,1901.639344262295,0.9166666666666666,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,47.049,28.863,0.0
4.0,2.0,1,5,2.0,Кишинёв мун.,Кишинёв,Ботаника,str. Grenoble 163/2,46,2086.9565217391305,0.4,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,46.988,28.854,0.0
3.0,1.0,1,5,4.0,Кишинёв мун.,Кишинёв,Буюканы,bd. Alba-Iulia 8/1,27,1925.9259259259259,0.8,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,47.039,28.803,0.0
0.0,3.0,2,12,8.0,Кишинёв мун.,Кишинёв,Ботаника,str. Grenoble 134/4,116,1502.9741379310344,0.6666666666666666,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,46.968168,28.8509597,2217.2476616188837
,2.0,1,13,13.0,Кишинёв мун.,Кишинёв,Центр,str. Ion Creangă 5/2,93,3387.0967741935483,1.0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,47.024,28.832,0.0
,3.0,,12,7.0,Кишинёв мун.,Кишинёв,Телецентр,str. Ialoveni 100/2,82,1150.0,0.5833333333333334,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,47.0039073,28.778249,2940.2140751828106
4.0,1.0,,9,2.0,Кишинёв мун.,Кишинёв,Ботаника,str. Sarmizegetusa 94/1,24,1770.8333333333333,0.2222222222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.988,28.854,0.0
4.0,2.0,1,12,7.0,Кишинёв мун.,Кишинёв,Чокана,str. Ginta Latina 12/12,80,2093.75,0.5833333333333334,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,47.036,28.889,0.0
3.0,3.0,2,5,1.0,Кишинёв мун.,Кишинёв,Буюканы,str. Buiucani 4,113,1398.2300884955753,0.2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,47.0240747,28.8083341,1708.1469573300062
4.0,3.0,,6,4.0,Кишинёв мун.,Кишинёв,Буюканы,bd. Alba-Iulia 91/1,70,2212.8571428571427,0.6666666666666666,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,47.039,28.803,0.0
4.0,2.0,,13,12.0,Кишинёв мун.,Кишинёв,Скулянка,str. Calea Ieșilor 6,60,2900.0,0.9230769230769231,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,47.0433126,28.7934948,931.5385980680641
,1.0,,10,9.0,Кишинёв мун.,Кишинёв,Рышкановка,ул. Чеукарь 2/4,55,1618.1818181818182,0.9,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,47.049,28.863,0.0
,3.0,1,5,3.0,Кишинёв мун.,Кишинёв,Ботаника,bd. Dacia 58,93,1696.3440860215053,0.6,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,46.988,28.854,0.0
4.0,3.0,,10,10.0,Кишинёв мун.,Кишинёв,Центр,str. Nicolae Dimo 4/1,75,2653.3333333333335,1.0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,47.024,28.832,0.0
0.0,1.0,1,6,6.0,Кишинёв мун.,Криково,Центр,str. Vasile Alescandri 5,48,1200.0,1.0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,,,
4.0,2.0,1,5,1.0,Кишинёв мун.,Кишинёв,Ботаника,str. Nicolae Titulescu 10,55,1998.1818181818182,0.2,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,46.988,28.854,0.0
,2.0,2,9,8.0,Кишинёв мун.,Кишинёв,Ботаника,str. Grenoble 130,55,2000.0,0.8888888888888888,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,46.988,28.854,0.0
0.0,3.0,2,17,15.0,Кишинёв мун.,Кишинёв,Центр,bd. Ştefan cel Mare şi Sfânt 171/3,126,3960.3174603174602,0.8823529411764706,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,47.0352614,28.8125018,1937.0044570925766
4.0,1.0,1,9,4.0,Кишинёв мун.,Кишинёв,Центр,str. Gheorghe Cașu 30/E,47,2104.255319148936,0.4444444444444444,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,47.024,28.832,0.0
4.0,2.0,,10,8.0,Кишинёв мун.,Кишинёв,Чокана,bd. Mircea cel Bătrân 41/F,65,2907.6923076923076,0.8,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,47.036,28.889,0.0
0.0,2.0,1,9,4.0,Кишинёв мун.,Кишинёв,Центр,str. Nicolae Testemițanu 12a,8,18125.0,0.4444444444444444,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,47.0035094,28.8376427,2318.2650734692593
2.0,,1,2,2.0,Кишинёв мун.,Кишинёв,Буюканы,str. 27 Martie 1918 3,30,1750.0,1.0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,47.039,28.803,0.0
,2.0,,9,4.0,Кишинёв мун.,Кишинёв,Буюканы,str. Ion Buzdugan 13,72,2401.3888888888887,0.4444444444444444,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,47.0386476,28.7597872,3274.88463606935
4.0,2.0,2,13,,Кишинёв мун.,Кишинёв,Рышкановка,bd. Moscova 9/5,130,3807.6923076923076,,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,47.049,28.863,0.0
4.0,3.0,,10,2.0,Кишинёв мун.,Кишинёв,Центр,str. Mihai Eminescu 63,86,3488.3720930232557,0.2,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,47.024,28.832,0.0
2.0,4.0,2,14,12.0,Кишинёв мун.,Кишинёв,Рышкановка,bd. Moscova 17/1,81,1419.7530864197531,0.8571428571428571,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,47.0551193,28.8642726,687.2317351848019
0.0,2.0,1,11,5.0,Кишинёв мун.,Кишинёв,Центр,str. Tecuci 3/1,64,1609.375,0.45454545454545453,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,47.024,28.832,0.0
0.0,3.0,2,17,15.0,Кишинёв мун.,Кишинёв,Центр,str. Constantin Stere 20,126,3960.3174603174602,0.8823529411764706,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,47.024,28.832,0.0
0.0,2.0,2,6,3.0,Кишинёв мун.,Криково,Центр,str. Chişinău 68,70,1221.7428571428572,0.5,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,,,
4.0,1.0,1,5,1.0,Кишинёв мун.,Кишинёв,Ботаника,str. Nikolai Zelinski 5/6,21,2485.714285714286,0.2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,46.9909624,28.8680976,1118.8861659683992
0.0,2.0,2,10,3.0,Кишинёв мун.,Кишинёв,Буюканы,str. Onisifor Ghibu 10,52,2401.923076923077,0.3,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,47.039,28.803,0.0
4.0,1.0,1,5,3.0,Кишинёв мун.,Кишинёв,Ботаника,bd. Cuza Vodă 3,24,1979.1666666666667,0.6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,46.988,28.854,0.0
4.0,2.0,1,14,4.0,Кишинёв мун.,Кишинёв,Буюканы,str. Vasile Lupu 28,72,2706.9444444444443,0.2857142857142857,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,47.0221197,28.8008688,1883.9410283209686
4.0,3.0,1,8,2.0,Кишинёв мун.,Кишинёв,Ботаника,str. Ghica Vodă 5,75,2653.3333333333335,0.25,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,46.9757031,28.8581079,1402.414193600739
4.0,3.0,3,7,,Кишинёв мун.,Кишинёв,Центр,str. Moara Rosie 5/D,145,3620.689655172414,,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,47.024,28.832,0.0
,2.0,,6,5.0,Кишинёв мун.,Кишинёв,Чокана,str. Vadul lui Vodă 62/2,45,1397.7777777777778,0.8333333333333334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.036,28.889,0.0
0.0,3.0,1,11,3.0,Кишинёв мун.,Кишинёв,Буюканы,str. Vasile Lupu 28,86,2000.0,0.2727272727272727,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,47.0221197,28.8008688,1883.9410283209686
4.0,2.0,1,13,12.0,Кишинёв мун.,Кишинёв,Буюканы,str. Ion Creangă 5/4,75,2660.0,0.9230769230769231,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,47.039,28.803,0.0
4.0,2.0,2,10,2.0,Кишинёв мун.,Кишинёв,Центр,str. Albisoara;str. Albișoara 78/4,97,3494.8453608247423,0.2,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,47.024,28.832,0.0
0.0,1.0,1,6,4.0,Кишинёв мун.,Кишинёв,Буюканы,str. Bisericii 1,55,1388.290909090909,0.6666666666666666,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,47.039,28.803,0.0
,2.0,1,9,5.0,Кишинёв мун.,Кишинёв,Центр,str. Nicolae Testemitanu 12,83,1661.0843373493976,0.5555555555555556,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,47.024,28.832,0.0
4.0,3.0,2,9,7.0,Кишинёв мун.,Кишинёв,Рышкановка,str. Academician Sergiu Radautanu 3,117,2128.2051282051284,0.7777777777777778,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,47.0617032,28.871774,1561.1055251078267
4.0,2.0,2,13,9.0,Кишинёв мун.,Кишинёв,Буюканы,str. Vasile Lupu 28,75,2560.0,0.6923076923076923,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,47.0221197,28.8008688,1883.9410283209686
0.0,1.0,1,12,8.0,Кишинёв мун.,Дурлешты,Центр,str. Nicolae Dimo 88/1,54,1099.5925925925926,0.6666666666666666,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,47.019,28.763,0.0
0.0,2.0,2,6,3.0,Кишинёв мун.,Кишинёв,Буюканы,str. Durlești .,72,1450.0,0.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,47.0220111,28.7934118,2024.0354187848839
0.0,1.0,2,11,6.0,Кишинёв мун.,Кишинёв,Ботаника,str. Cetatea Alba .,42,1600.0,0.5454545454545454,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,46.988,28.854,0.0
0.0,1.0,1,4,3.0,Кишинёв мун.,Кишинёв,Телецентр,str. Ialoveni 102,42,1228.2619047619048,0.75,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,47.0027204,28.7750151,3183.8960279034072
